"","Road_ID","UNIT_ID","Transect_ID","Point_ID","Year","Date","Species_Alpha_Code","Time_Interval","Sighting_angle","Exact_Distance","Distance_category","Flyover2","Sex","Detection_Type","Group.size","Notes","Identity"
"1235","TELL",1,19,7,2019,"7-Jun-2019","GCSP",7,"-999","-999",201,"N","U","A","1","","TELL-01-19-07-2019"
"1236","TELL",1,19,7,2019,"7-Jun-2019","LALO",1,"-999","-999",1,"N","U","A","1","","TELL-01-19-07-2019"
"1237","TELL",1,19,7,2019,"7-Jun-2019","LALO",4,"-999","-999",1,"N","U","AV","1","","TELL-01-19-07-2019"
"1238","TELL",1,19,7,2019,"7-Jun-2019","SAVS",0,"-999","-999",1,"N","U","A","2","","TELL-01-19-07-2019"
"1239","TELL",1,19,7,2019,"7-Jun-2019","SAVS",3,"-999","-999",1,"N","U","A","1","","TELL-01-19-07-2019"
"1240","TELL",1,19,7,2019,"7-Jun-2019","WESA",2,"-999","-999",201,"N","U","A","1","","TELL-01-19-07-2019"
"1241","TELL",1,19,7,2019,"7-Jun-2019","WIPT",0,"321","400",NA,"N","M","A","1","","TELL-01-19-07-2019"
"1242","TELL",1,19,7,2019,"7-Jun-2019","WIPT",7,"273","250",NA,"N","M","A","1","","TELL-01-19-07-2019"
"1243","TELL",1,19,7,2019,"7-Jun-2019","WIPT",9,"235","200",NA,"N","M","A","1","","TELL-01-19-07-2019"
"1244","TELL",1,19,7,2019,"7-Jun-2019","WISN",0,"-999","-999",NA,"Y","U","A","1","","TELL-01-19-07-2019"
"1245","TELL",1,19,7,2019,"7-Jun-2019","WISN",5,"340","250",NA,"N","U","A","1","","TELL-01-19-07-2019"
"1246","COUN",3,19,7,2019,"30-May-2019","AMRO",0,"170","25",NA,"N","U","A","1","","COUN-03-19-07-2019"
"1247","COUN",3,19,7,2019,"30-May-2019","CORE",9,"-999","-999",NA,"Y","U","A","1","","COUN-03-19-07-2019"
"1248","COUN",3,19,7,2019,"30-May-2019","FOSP",0,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1249","COUN",3,19,7,2019,"30-May-2019","FOSP",2,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1250","COUN",3,19,7,2019,"30-May-2019","GCSP",0,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1251","COUN",3,19,7,2019,"30-May-2019","GCSP",1,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1252","COUN",3,19,7,2019,"30-May-2019","GCSP",6,"-999","-999",101,"N","U","A","1","","COUN-03-19-07-2019"
"1253","COUN",3,19,7,2019,"30-May-2019","GCTH",0,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1254","COUN",3,19,7,2019,"30-May-2019","SAVS",4,"-999","-999",1,"N","U","A","1","","COUN-03-19-07-2019"
"1255","COUN",3,19,7,2019,"30-May-2019","WISN",9,"-999","-999",NA,"Y","U","A","1","","COUN-03-19-07-2019"
"1256","COUN",3,19,7,2019,"30-May-2019","WIWA",6,"-999","-999",101,"N","U","A","1","","COUN-03-19-07-2019"
"1257","KOUG",4,19,7,2019,"11-May-2019","AMRO",9,"-999","-999",NA,"Y","U","V","1","","KOUG-04-19-07-2019"
"1258","KOUG",4,19,7,2019,"11-May-2019","ATSP",1,"-999","-999",101,"N","U","A","1","","KOUG-04-19-07-2019"
"1259","KOUG",4,19,7,2019,"11-May-2019","ATSP",8,"-999","-999",101,"N","U","A","2","","KOUG-04-19-07-2019"
"1260","KOUG",4,19,7,2019,"11-May-2019","CANG",0,"-999","-999",201,"N","U","AV","1","","KOUG-04-19-07-2019"
"1261","KOUG",4,19,7,2019,"11-May-2019","CORE",3,"-999","-999",NA,"Y","U","A","1","","KOUG-04-19-07-2019"
"1262","KOUG",4,19,7,2019,"11-May-2019","CORE",6,"-999","-999",NA,"Y","U","AV","1","","KOUG-04-19-07-2019"
"1263","KOUG",4,19,7,2019,"11-May-2019","GCSP",2,"-999","-999",101,"N","U","A","1","","KOUG-04-19-07-2019"
"1264","KOUG",4,19,7,2019,"11-May-2019","GULL",2,"-999","-999",201,"Y","U","A","10","","KOUG-04-19-07-2019"
"1265","KOUG",4,19,7,2019,"11-May-2019","MEGU",1,"-999","-999",201,"Y","U","AV","2","","KOUG-04-19-07-2019"
"1266","KOUG",4,19,7,2019,"11-May-2019","NOPI",8,"-999","-999",201,"N","U","V","1","","KOUG-04-19-07-2019"
"1267","KOUG",4,19,7,2019,"11-May-2019","SACR",0,"-999","-999",201,"Y","U","A","1","","KOUG-04-19-07-2019"
"1268","TELL",3,21,7,2019,"1-Jun-2019","AMPI",9,"-999","-999",NA,"Y","U","AV","2","","TELL-03-21-07-2019"
"1269","TELL",3,21,7,2019,"1-Jun-2019","CORE",4,"-999","-999",NA,"Y","U","A","1","","TELL-03-21-07-2019"
"1270","TELL",3,21,7,2019,"1-Jun-2019","CORE",9,"-999","-999",NA,"Y","U","AV","1","","TELL-03-21-07-2019"
"1271","TELL",3,21,7,2019,"1-Jun-2019","FOSP",0,"-999","-999",201,"N","U","A","1","","TELL-03-21-07-2019"
"1272","TELL",3,21,7,2019,"1-Jun-2019","FOSP",5,"-999","-999",201,"N","U","A","1","","TELL-03-21-07-2019"
"1273","TELL",3,21,7,2019,"1-Jun-2019","GCSP",0,"-999","-999",101,"N","U","A","1","","TELL-03-21-07-2019"
"1274","TELL",3,21,7,2019,"1-Jun-2019","GCSP",0,"-999","-999",201,"N","U","A","1","","TELL-03-21-07-2019"
"1275","TELL",3,21,7,2019,"1-Jun-2019","LALO",0,"-999","-999",101,"N","U","A","1","","TELL-03-21-07-2019"
"1276","TELL",3,21,7,2019,"1-Jun-2019","LALO",4,"-999","-999",201,"N","U","V","1","","TELL-03-21-07-2019"
"1277","TELL",3,21,7,2019,"1-Jun-2019","LALO",6,"-999","-999",101,"N","U","A","1","","TELL-03-21-07-2019"
"1278","TELL",3,21,7,2019,"1-Jun-2019","SAVS",5,"-999","-999",101,"N","U","A","1","","TELL-03-21-07-2019"
"1279","TELL",3,21,7,2019,"1-Jun-2019","SONG",9,"-999","-999",201,"N","U","A","1","AUDIO ONLY & BY CREEK","TELL-03-21-07-2019"
"1280","TELL",3,21,7,2019,"1-Jun-2019","SQUIR",1,"268","500",NA,"N","U","V","1","","TELL-03-21-07-2019"
"1281","TELL",3,21,7,2019,"1-Jun-2019","WATA",2,"40","400",NA,"N","U","A","1","BY CREEK","TELL-03-21-07-2019"
"1282","TELL",3,21,7,2019,"1-Jun-2019","WATA",2,"72","400",NA,"N","U","A","1","BY CREEK","TELL-03-21-07-2019"
"1283","KOUG",3,21,7,2019,"14-Jul-2019","AMGP",8,"329","250",NA,"N","U","A","1","","KOUG-03-21-07-2019"
"1284","KOUG",3,21,7,2019,"14-Jul-2019","ATSP",0,"-999","-999",201,"N","U","A","1","","KOUG-03-21-07-2019"
"1285","KOUG",3,21,7,2019,"14-Jul-2019","CORE",1,"-999","-999",NA,"Y","U","A","1","","KOUG-03-21-07-2019"
"1286","KOUG",3,21,7,2019,"14-Jul-2019","CORE",1,"-999","-999",101,"N","U","A","1","","KOUG-03-21-07-2019"
"1287","KOUG",3,21,7,2019,"14-Jul-2019","GCTH",0,"-999","-999",201,"N","U","A","1","","KOUG-03-21-07-2019"
"1288","KOUG",3,21,7,2019,"14-Jul-2019","SQUIR",3,"114","72",NA,"N","U","A","1","","KOUG-03-21-07-2019"
"1289","KOUG",3,21,7,2019,"14-Jul-2019","SQUIR",7,"341","227",NA,"N","U","V","1","","KOUG-03-21-07-2019"
"1290","KOUG",3,21,7,2019,"14-Jul-2019","VATH",3,"-999","-999",201,"N","U","A","1","","KOUG-03-21-07-2019"
"1291","KOUG",5,10,8,2019,"1-Jul-2019","ATSP",0,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1292","KOUG",5,10,8,2019,"1-Jul-2019","CORA",1,"-999","-999",NA,"Y","U","V","1","","KOUG-05-10-08-2019"
"1293","KOUG",5,10,8,2019,"1-Jul-2019","CORA",6,"-999","-999",NA,"Y","U","VA","1","","KOUG-05-10-08-2019"
"1294","KOUG",5,10,8,2019,"1-Jul-2019","CORE",1,"-999","-999",NA,"Y","U","AV","2","","KOUG-05-10-08-2019"
"1295","KOUG",5,10,8,2019,"1-Jul-2019","CORE",4,"-999","-999",NA,"Y","U","A","1","","KOUG-05-10-08-2019"
"1296","KOUG",5,10,8,2019,"1-Jul-2019","GLGU",3,"-999","-999",NA,"Y","U","V","2","","KOUG-05-10-08-2019"
"1297","KOUG",5,10,8,2019,"1-Jul-2019","GLGU",5,"-999","-999",NA,"Y","U","V","1","","KOUG-05-10-08-2019"
"1298","KOUG",5,10,8,2019,"1-Jul-2019","LALO",2,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1299","KOUG",5,10,8,2019,"1-Jul-2019","LTJA",5,"202","156",NA,"N","U","V","1","","KOUG-05-10-08-2019"
"1300","KOUG",5,10,8,2019,"1-Jul-2019","LTJA",6,"-999","-999",NA,"Y","U","V","1","","KOUG-05-10-08-2019"
"1301","KOUG",5,10,8,2019,"1-Jul-2019","OCWA",1,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1302","KOUG",5,10,8,2019,"1-Jul-2019","SAVS",0,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1303","KOUG",5,10,8,2019,"1-Jul-2019","SAVS",0,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1304","KOUG",5,10,8,2019,"1-Jul-2019","TUSW",0,"131","327",NA,"N","U","V","1","","KOUG-05-10-08-2019"
"1305","KOUG",5,10,8,2019,"1-Jul-2019","WCSP",0,"-999","-999",1,"N","U","A","1","","KOUG-05-10-08-2019"
"1306","KOUG",5,17,8,2019,"17-Jun-2019","ATSP",6,"-999","-999",101,"N","U","A","1","","KOUG-05-17-08-2019"
"1307","KOUG",5,17,8,2019,"17-Jun-2019","CANG",0,"-999","-999",101,"N","U","V","2","","KOUG-05-17-08-2019"
"1308","KOUG",5,17,8,2019,"17-Jun-2019","CORA",4,"-999","-999",NA,"Y","U","A","1","","KOUG-05-17-08-2019"
"1309","KOUG",5,17,8,2019,"17-Jun-2019","LALO",0,"-999","-999",1,"N","U","A","2","","KOUG-05-17-08-2019"
"1310","KOUG",5,17,8,2019,"17-Jun-2019","LALO",1,"-999","-999",1,"N","U","A","1","","KOUG-05-17-08-2019"
"1311","KOUG",5,17,8,2019,"17-Jun-2019","LTJA",1,"-999","-999",NA,"Y","U","VA","1","","KOUG-05-17-08-2019"
"1312","KOUG",5,17,8,2019,"17-Jun-2019","LTJA",3,"-999","-999",NA,"Y","U","VA","5","","KOUG-05-17-08-2019"
"1313","KOUG",5,17,8,2019,"17-Jun-2019","PAGP",0,"-999","-999",NA,"Y","U","A","1","","KOUG-05-17-08-2019"
"1314","KOUG",5,17,8,2019,"17-Jun-2019","SAVS",6,"-999","-999",101,"N","U","A","1","","KOUG-05-17-08-2019"
"1315","KOUG",5,17,8,2019,"17-Jun-2019","WESA",0,"-999","-999",201,"N","U","AV","2","","KOUG-05-17-08-2019"
"1316","KOUG",5,17,8,2019,"17-Jun-2019","WESA",6,"-999","-999",NA,"Y","U","VA","1","","KOUG-05-17-08-2019"
"1317","KOUG",5,17,8,2019,"17-Jun-2019","WISN",1,"-999","-999",NA,"Y","U","A","1","","KOUG-05-17-08-2019"
"1318","KOUG",1,3,8,2019,"3-Jun-2019","AMGP",6,"86","300",NA,"N","U","A","1","","KOUG-01-03-08-2019"
"1319","KOUG",1,3,8,2019,"3-Jun-2019","AMRO",1,"38","300",NA,"N","U","A","1","","KOUG-01-03-08-2019"
"1320","KOUG",1,3,8,2019,"3-Jun-2019","BLUE",0,"-999","-999",101,"N","U","A","1","","KOUG-01-03-08-2019"
"1321","KOUG",1,3,8,2019,"3-Jun-2019","CORE",0,"-999","-999",NA,"Y","U","AV","1","","KOUG-01-03-08-2019"
"1322","KOUG",1,3,8,2019,"3-Jun-2019","FOSP",1,"-999","-999",201,"N","U","A","1","","KOUG-01-03-08-2019"
"1323","KOUG",1,3,8,2019,"3-Jun-2019","GCSP",0,"-999","-999",101,"N","U","A","1","","KOUG-01-03-08-2019"
"1324","KOUG",1,3,8,2019,"3-Jun-2019","LALO",0,"-999","-999",1,"N","U","A","1","","KOUG-01-03-08-2019"
"1325","KOUG",1,3,8,2019,"3-Jun-2019","LALO",3,"-999","-999",1,"N","U","AV","1","","KOUG-01-03-08-2019"
"1326","KOUG",1,3,8,2019,"3-Jun-2019","SAVS",1,"-999","-999",1,"N","U","AV","1","","KOUG-01-03-08-2019"
"1327","KOUG",1,3,8,2019,"3-Jun-2019","WCSP",1,"-999","-999",101,"N","U","A","1","","KOUG-01-03-08-2019"
"1328","COUN",1,3,8,2019,"12-Jun-2019","AMRO",3,"99","78",NA,"N","U","AV","1","","COUN-01-03-08-2019"
"1329","COUN",1,3,8,2019,"12-Jun-2019","ARWA",0,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1330","COUN",1,3,8,2019,"12-Jun-2019","CORE",1,"-999","-999",NA,"Y","U","A","2","","COUN-01-03-08-2019"
"1331","COUN",1,3,8,2019,"12-Jun-2019","CORE",5,"-999","-999",NA,"Y","U","AV","2","","COUN-01-03-08-2019"
"1332","COUN",1,3,8,2019,"12-Jun-2019","CORE",6,"-999","-999",1,"N","U","A","2","","COUN-01-03-08-2019"
"1333","COUN",1,3,8,2019,"12-Jun-2019","FOSP",0,"-999","-999",1,"N","U","AV","1","","COUN-01-03-08-2019"
"1334","COUN",1,3,8,2019,"12-Jun-2019","FOSP",6,"-999","-999",101,"N","U","A","1","","COUN-01-03-08-2019"
"1335","COUN",1,3,8,2019,"12-Jun-2019","GCSP",0,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1336","COUN",1,3,8,2019,"12-Jun-2019","GCTH",0,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1337","COUN",1,3,8,2019,"12-Jun-2019","OCWA",6,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1338","COUN",1,3,8,2019,"12-Jun-2019","SAVS",0,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1339","COUN",1,3,8,2019,"12-Jun-2019","VATH",6,"-999","-999",1,"N","U","A","1","","COUN-01-03-08-2019"
"1340","COUN",1,3,8,2019,"12-Jun-2019","WISN",8,"-999","-999",NA,"Y","U","A","1","","COUN-01-03-08-2019"
"1341","COUN",1,3,8,2019,"12-Jun-2019","WIWA",0,"-999","-999",1,"N","U","A","2","","COUN-01-03-08-2019"
"1342","TELL",1,3,8,2019,"19-Jun-2019","ARWA",1,"-999","-999",101,"N","U","A","1","","TELL-01-03-08-2019"
"1343","TELL",1,3,8,2019,"19-Jun-2019","ATSP",6,"-999","-999",1,"N","U","A","1","","TELL-01-03-08-2019"
"1344","TELL",1,3,8,2019,"19-Jun-2019","CORE",0,"-999","-999",NA,"Y","U","AV","1","","TELL-01-03-08-2019"
"1345","TELL",1,3,8,2019,"19-Jun-2019","FOSP",2,"-999","-999",101,"N","U","A","1","","TELL-01-03-08-2019"
"1346","TELL",1,3,8,2019,"19-Jun-2019","FOSP",5,"-999","-999",1,"N","U","A","1","","TELL-01-03-08-2019"
"1347","TELL",1,3,8,2019,"19-Jun-2019","GCSP",0,"-999","-999",101,"N","U","A","1","","TELL-01-03-08-2019"
"1348","TELL",1,3,8,2019,"19-Jun-2019","GCSP",1,"-999","-999",1,"N","U","A","1","","TELL-01-03-08-2019"
"1349","TELL",1,3,8,2019,"19-Jun-2019","NOWA",0,"-999","-999",1,"N","U","A","1","","TELL-01-03-08-2019"
"1350","TELL",1,3,8,2019,"19-Jun-2019","OCWA",3,"-999","-999",101,"N","U","A","2","","TELL-01-03-08-2019"
"1351","TELL",1,3,8,2019,"19-Jun-2019","SAVS",7,"-999","-999",NA,"Y","U","A","1","","TELL-01-03-08-2019"
"1352","TELL",1,3,8,2019,"19-Jun-2019","WCSP",1,"-999","-999",101,"N","U","A","1","","TELL-01-03-08-2019"
"1353","TELL",1,3,8,2019,"19-Jun-2019","WIPT",1,"113","250",NA,"N","M","A","1","","TELL-01-03-08-2019"
"1354","TELL",1,3,8,2019,"19-Jun-2019","WISN",0,"-999","-999",NA,"Y","U","A","1","","TELL-01-03-08-2019"
"1355","TELL",1,3,8,2019,"19-Jun-2019","WIWA",4,"-999","-999",1,"N","U","A","1","","TELL-01-03-08-2019"
"1356","TELL",4,4,8,2019,"14-May-2019","AMRO",4,"129","175",NA,"N","U","A","4","","TELL-04-04-08-2019"
"1357","TELL",4,4,8,2019,"14-May-2019","ATSP",2,"-999","-999",1,"N","U","A","3","","TELL-04-04-08-2019"
"1358","TELL",4,4,8,2019,"14-May-2019","CORE",3,"-999","-999",NA,"Y","U","A","4","","TELL-04-04-08-2019"
"1359","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"-999","-999",1,"N","U","A","1","","TELL-04-04-08-2019"
"1360","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"-999","-999",1,"N","U","A","1","","TELL-04-04-08-2019"
"1361","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"-999","-999",1,"N","U","AV","1","","TELL-04-04-08-2019"
"1362","TELL",4,4,8,2019,"14-May-2019","SONG",3,"-999","-999",101,"N","U","A","1","","TELL-04-04-08-2019"
"1363","TELL",4,4,8,2019,"14-May-2019","WHIM",3,"-999","-999",201,"N","U","A","1","","TELL-04-04-08-2019"
"1364","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"225","123",NA,"N","F","V","1","","TELL-04-04-08-2019"
"1365","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"208","150",NA,"N","M","A","1","","TELL-04-04-08-2019"
"1366","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"261","207",NA,"N","M","V","1","","TELL-04-04-08-2019"
"1367","TELL",4,4,8,2019,"14-May-2019","WIPT",4,"244","227",NA,"N","U","V","1","","TELL-04-04-08-2019"
"1368","TELL",4,4,8,2019,"14-May-2019","WIPT",5,"267","146",NA,"N","M","V","1","","TELL-04-04-08-2019"
"1369","TELL",4,4,8,2019,"14-May-2019","WIPT",8,"98","63",NA,"N","M","V","1","","TELL-04-04-08-2019"
"1370","TELL",4,4,8,2019,"14-May-2019","WISN",3,"-999","-999",NA,"Y","U","A","1","","TELL-04-04-08-2019"
"1371","TELL",4,5,8,2019,"5-Jul-2019","AMRO",7,"187","300",NA,"N","U","A","1","","TELL-04-05-08-2019"
"1372","TELL",4,5,8,2019,"5-Jul-2019","ATSP",3,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1373","TELL",4,5,8,2019,"5-Jul-2019","ATSP",6,"-999","-999",1,"N","U","A","2","","TELL-04-05-08-2019"
"1374","TELL",4,5,8,2019,"5-Jul-2019","CORE",0,"-999","-999",NA,"Y","U","AV","1","","TELL-04-05-08-2019"
"1375","TELL",4,5,8,2019,"5-Jul-2019","CORE",8,"-999","-999",NA,"Y","U","A","1","","TELL-04-05-08-2019"
"1376","TELL",4,5,8,2019,"5-Jul-2019","GCSP",0,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1377","TELL",4,5,8,2019,"5-Jul-2019","GCSP",1,"-999","-999",1,"N","U","A","1","","TELL-04-05-08-2019"
"1378","TELL",4,5,8,2019,"5-Jul-2019","GCSP",2,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1379","TELL",4,5,8,2019,"5-Jul-2019","GCTH",0,"-999","-999",201,"N","U","A","1","","TELL-04-05-08-2019"
"1380","TELL",4,5,8,2019,"5-Jul-2019","GCTH",0,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1381","TELL",4,5,8,2019,"5-Jul-2019","GCTH",9,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1382","TELL",4,5,8,2019,"5-Jul-2019","LALO",5,"-999","-999",1,"N","U","A","1","","TELL-04-05-08-2019"
"1383","TELL",4,5,8,2019,"5-Jul-2019","SAVS",1,"-999","-999",1,"N","U","A","1","","TELL-04-05-08-2019"
"1384","TELL",4,5,8,2019,"5-Jul-2019","YEWA",4,"-999","-999",101,"N","U","A","1","","TELL-04-05-08-2019"
"1385","TELL",1,6,8,2019,"8-Jun-2019","BLUE",1,"-999","-999",201,"N","U","A","1","","TELL-01-06-08-2019"
"1386","TELL",1,6,8,2019,"8-Jun-2019","FOSP",0,"-999","-999",1,"N","U","A","1","","TELL-01-06-08-2019"
"1387","TELL",1,6,8,2019,"8-Jun-2019","GCSP",1,"-999","-999",201,"N","U","A","1","","TELL-01-06-08-2019"
"1388","TELL",1,6,8,2019,"8-Jun-2019","ROPT",4,"95","175",NA,"N","M","A","1","","TELL-01-06-08-2019"
"1389","TELL",1,6,8,2019,"8-Jun-2019","SAVS",0,"-999","-999",1,"N","U","A","1","","TELL-01-06-08-2019"
"1390","TELL",1,6,8,2019,"8-Jun-2019","WIPT",9,"178","300",NA,"N","M","A","1","","TELL-01-06-08-2019"
"1391","COUN",4,10,8,2019,"19-May-2019","ATSP",0,"-999","-999",1,"N","U","A","1","","COUN-04-10-08-2019"
"1392","COUN",4,10,8,2019,"19-May-2019","ATSP",9,"-999","-999",101,"N","U","A","1","","COUN-04-10-08-2019"
"1393","COUN",4,10,8,2019,"19-May-2019","CORE",3,"-999","-999",1,"N","U","V","2","","COUN-04-10-08-2019"
"1394","COUN",4,10,8,2019,"19-May-2019","CORE",7,"-999","-999",1,"N","U","VA","3","","COUN-04-10-08-2019"
"1395","COUN",4,10,8,2019,"19-May-2019","FOSP",0,"-999","-999",1,"N","U","VA","1","","COUN-04-10-08-2019"
"1396","COUN",4,10,8,2019,"19-May-2019","GCSP",0,"-999","-999",101,"N","U","A","1","","COUN-04-10-08-2019"
"1397","COUN",4,10,8,2019,"19-May-2019","GCSP",8,"-999","-999",101,"N","U","A","1","","COUN-04-10-08-2019"
"1398","COUN",4,10,8,2019,"19-May-2019","SAVS",4,"-999","-999",1,"N","U","A","1","","COUN-04-10-08-2019"
"1399","COUN",4,10,8,2019,"19-May-2019","SONG",2,"-999","-999",NA,"Y","U","V","2","","COUN-04-10-08-2019"
"1400","COUN",4,10,8,2019,"19-May-2019","WCSP",6,"-999","-999",101,"N","U","A","1","","COUN-04-10-08-2019"
"1401","COUN",4,10,8,2019,"19-May-2019","WIPT",0,"5","78",NA,"N","M","VA","1","","COUN-04-10-08-2019"
"1402","COUN",4,10,8,2019,"19-May-2019","WIPT",3,"71","200",NA,"N","M","A","1","","COUN-04-10-08-2019"
"1403","COUN",4,10,8,2019,"19-May-2019","WIPT",3,"318","150",NA,"N","M","AV","1","","COUN-04-10-08-2019"
"1404","COUN",4,10,8,2019,"19-May-2019","WISN",1,"-999","-999",NA,"Y","U","A","1","","COUN-04-10-08-2019"
"1405","COUN",3,12,8,2019,"15-May-2019","AMGP",0,"270","94",NA,"N","U","AV","1","","COUN-03-12-08-2019"
"1406","COUN",3,12,8,2019,"15-May-2019","AMPI",7,"-999","-999",NA,"Y","U","A","1","","COUN-03-12-08-2019"
"1407","COUN",3,12,8,2019,"15-May-2019","CORE",0,"-999","-999",NA,"Y","U","A","1","","COUN-03-12-08-2019"
"1408","COUN",3,12,8,2019,"15-May-2019","CORE",3,"-999","-999",1,"N","U","VA","1","","COUN-03-12-08-2019"
"1409","COUN",3,12,8,2019,"15-May-2019","CORE",5,"-999","-999",1,"N","U","VA","1","","COUN-03-12-08-2019"
"1410","COUN",3,12,8,2019,"15-May-2019","FOSP",4,"-999","-999",101,"N","U","A","1","","COUN-03-12-08-2019"
"1411","COUN",3,12,8,2019,"15-May-2019","WIPT",9,"240","150",NA,"N","M","V","1","","COUN-03-12-08-2019"
"1412","COUN",4,12,8,2019,"17-Jul-2019","ATSP",0,"-999","-999",201,"N","U","A","1","","COUN-04-12-08-2019"
"1413","COUN",4,12,8,2019,"17-Jul-2019","CORE",1,"-999","-999",1,"N","U","A","1","","COUN-04-12-08-2019"
"1414","COUN",4,12,8,2019,"17-Jul-2019","CORE",5,"-999","-999",NA,"Y","U","A","1","","COUN-04-12-08-2019"
"1415","COUN",4,12,8,2019,"17-Jul-2019","LTJA",0,"-999","-999",NA,"Y","U","V","1","","COUN-04-12-08-2019"
"1416","COUN",4,12,8,2019,"17-Jul-2019","LTJA",0,"-999","-999",NA,"Y","U","VA","1","","COUN-04-12-08-2019"
"1417","COUN",4,12,8,2019,"17-Jul-2019","PAGP",6,"222","250",NA,"N","U","A","1","","COUN-04-12-08-2019"
"1418","COUN",4,12,8,2019,"17-Jul-2019","SAVS",1,"-999","-999",1,"N","U","V","2","","COUN-04-12-08-2019"
"1419","COUN",4,12,8,2019,"17-Jul-2019","SAVS",2,"-999","-999",1,"N","U","A","1","","COUN-04-12-08-2019"
"1420","COUN",4,12,8,2019,"17-Jul-2019","WCSP",1,"-999","-999",1,"N","U","AV","1","","COUN-04-12-08-2019"
"1421","COUN",2,15,8,2019,"28-Jun-2019","AMPI",2,"-999","-999",NA,"Y","U","A","1","","COUN-02-15-08-2019"
"1422","COUN",2,15,8,2019,"28-Jun-2019","ARWA",9,"-999","-999",201,"N","U","A","1","","COUN-02-15-08-2019"
"1423","COUN",2,15,8,2019,"28-Jun-2019","CORE",4,"-999","-999",NA,"Y","U","A","1","","COUN-02-15-08-2019"
"1424","COUN",2,15,8,2019,"28-Jun-2019","FOSP",4,"-999","-999",101,"N","U","A","1","","COUN-02-15-08-2019"
"1425","COUN",2,15,8,2019,"28-Jun-2019","GCSP",0,"-999","-999",101,"N","U","A","3","","COUN-02-15-08-2019"
"1426","COUN",2,15,8,2019,"28-Jun-2019","GCSP",2,"-999","-999",201,"N","U","A","1","","COUN-02-15-08-2019"
"1427","COUN",2,15,8,2019,"28-Jun-2019","GCTH",0,"-999","-999",201,"N","U","A","1","","COUN-02-15-08-2019"
"1428","COUN",2,15,8,2019,"28-Jun-2019","GCTH",1,"-999","-999",101,"N","U","A","2","","COUN-02-15-08-2019"
"1429","COUN",2,15,8,2019,"28-Jun-2019","LTJA",0,"1","438",NA,"N","U","A","1","","COUN-02-15-08-2019"
"1430","COUN",2,15,8,2019,"28-Jun-2019","SAVS",0,"-999","-999",101,"N","U","A","1","","COUN-02-15-08-2019"
"1431","KOUG",3,16,8,2019,"18-Jul-2019","AMRO",9,"-999","-999",NA,"Y","U","V","1","","KOUG-03-16-08-2019"
"1432","KOUG",3,16,8,2019,"18-Jul-2019","ATSP",1,"-999","-999",1,"N","U","A","2","","KOUG-03-16-08-2019"
"1433","KOUG",3,16,8,2019,"18-Jul-2019","CORE",0,"-999","-999",NA,"Y","U","A","1","","KOUG-03-16-08-2019"
"1434","KOUG",3,16,8,2019,"18-Jul-2019","CORE",9,"-999","-999",NA,"Y","U","A","1","","KOUG-03-16-08-2019"
"1435","KOUG",3,16,8,2019,"18-Jul-2019","GCTH",9,"-999","-999",1,"N","U","A","1","","KOUG-03-16-08-2019"
"1436","KOUG",3,16,8,2019,"18-Jul-2019","LALO",1,"-999","-999",1,"N","U","A","1","","KOUG-03-16-08-2019"
"1437","KOUG",3,16,8,2019,"18-Jul-2019","NOWA",3,"-999","-999",1,"N","U","VA","1","","KOUG-03-16-08-2019"
"1438","KOUG",3,16,8,2019,"18-Jul-2019","OCWA",1,"-999","-999",101,"N","U","A","1","","KOUG-03-16-08-2019"
"1439","KOUG",3,16,8,2019,"18-Jul-2019","OCWA",5,"-999","-999",201,"N","U","A","1","","KOUG-03-16-08-2019"
"1440","KOUG",3,16,8,2019,"18-Jul-2019","SAVS",4,"-999","-999",1,"N","U","VA","3","","KOUG-03-16-08-2019"
