"","lat_dec","long_dec","id"
"222",64.755,-165.750833333333,"TELL_5_10_10"
"223",64.6705555555556,-165.684444444444,"TELL_5_10_7"
"224",64.8388888888889,-165.770277777778,"TELL_5_10_4"
"225",64.8908333333333,-163.968888888889,"COUN_2_17_19"
"226",64.8061111111111,-163.9075,"COUN_2_17_17"
"227",64.9838888888889,-164.109166666667,"COUN_2_17_15"
"228",64.9063888888889,-164.053055555556,"COUN_2_17_13"
"229",64.8177777777778,-163.981111111111,"COUN_2_17_11"
"230",64.7238888888889,-164.069166666667,"COUN_2_17_8"
"231",64.8072222222222,-164.129444444444,"COUN_2_17_10"
"232",64.9741666666667,-163.946111111111,"COUN_2_17_7"
"233",64.7936111111111,-164.018888888889,"COUN_2_17_9"
"234",64.9722222222222,-163.993611111111,"COUN_2_17_14"
"235",64.7791666666667,-163.872222222222,"COUN_1_3_1"
"236",64.8897222222222,-164.038055555556,"COUN_1_3_4"
"237",64.9855555555555,-163.950555555556,"COUN_1_3_7"
"238",64.8080555555556,-164.010555555556,"COUN_1_3_9"
"239",64.8908333333333,-164.073888888889,"COUN_1_3_12"
"240",64.9738888888889,-163.873333333333,"COUN_1_3_14"
"241",64.8852777777778,-163.978888888889,"COUN_1_3_11"
"242",64.7947222222222,-163.898888888889,"COUN_1_3_8"
"243",64.9738888888889,-164.098611111111,"COUN_1_3_6"
"244",64.8811111111111,-163.929722222222,"COUN_1_3_3"
"245",64.8747222222222,-164.532777777778,"COUN_4_19_1"
"246",64.7077777777778,-164.708611111111,"COUN_4_19_4"
"247",64.7891666666667,-164.526111111111,"COUN_4_19_5"
"248",64.8866666666667,-164.683611111111,"COUN_4_19_8"
"249",64.72,-164.596666666667,"COUN_4_19_13"
"250",64.8147222222222,-164.510555555556,"COUN_4_19_16"
"251",64.8977777777778,-164.532222222222,"COUN_4_19_9"
"252",64.8025,-164.621944444444,"COUN_4_19_6"
"253",64.8855555555556,-164.642222222222,"COUN_4_19_2"
"254",65.2269444444444,-166.402777777778,"TELL_2_18_29"
"255",65.1341666666667,-166.221944444444,"TELL_2_18_24"
"256",65.0388888888889,-166.302222222222,"TELL_2_18_20"
"257",65.2072222222222,-166.125833333333,"TELL_2_18_16"
"258",65.0397222222222,-166.164166666667,"TELL_2_18_8"
"259",65.1091666666667,-166.200555555556,"TELL_2_18_12"
"260",65.1994444444445,-166.270555555556,"TELL_2_18_15"
"261",65.0283333333333,-166.213333333333,"TELL_2_18_19"
"262",65.1258333333333,-166.12,"TELL_2_18_23"
"263",65.2202777777778,-166.2875,"TELL_2_18_28"
"264",64.5941666666667,-165.293055555556,"KOUG_5_17_5"
"265",64.6727777777778,-165.354722222222,"KOUG_5_17_7"
"266",64.5811111111111,-165.438055555556,"KOUG_5_17_4"
"267",64.7472222222222,-165.258055555556,"KOUG_5_17_1"
"268",64.57,-165.324722222222,"KOUG_5_17_3"
"269",64.6652777777778,-165.238888888889,"KOUG_5_17_6"
"270",64.7577777777778,-165.415555555556,"KOUG_5_17_8"
"271",64.5916666666667,-165.331111111111,"KOUG_5_17_11"
"272",64.6852777777778,-165.245,"KOUG_5_17_14"
"273",64.7686111111111,-165.266666666667,"KOUG_5_17_9"
"274",65.2622222222222,-166.330277777778,"TELL_1_3_13"
"275",65.3452777777778,-166.417222222222,"TELL_1_3_17"
"276",65.1677777777778,-166.470555555556,"TELL_1_3_21"
"277",65.3372222222222,-166.300555555556,"TELL_1_3_16"
"278",65.1616666666667,-166.366111111111,"TELL_1_3_20"
"279",65.3291666666667,-166.446944444444,"TELL_1_3_15"
"280",65.2430555555555,-166.382222222222,"TELL_1_3_11"
"281",65.1572222222222,-166.318888888889,"TELL_1_3_8"
"282",65.2502777777778,-166.508333333333,"TELL_1_3_12"
"283",65.1658333333333,-166.436944444444,"TELL_1_3_9"
"284",64.9277777777778,-163.785,"COUN_1_14_20"
"285",65.0894444444444,-163.871111111111,"COUN_1_14_17"
"286",64.9941666666667,-163.698888888889,"COUN_1_14_14"
"287",64.8983333333333,-163.7875,"COUN_1_14_10"
"288",64.9130555555556,-163.905833333333,"COUN_1_14_11"
"289",65.0033333333333,-163.809444444444,"COUN_1_14_15"
"290",64.8419444444444,-163.725555555556,"COUN_1_14_18"
"291",64.8308333333333,-164.131944444444,"COUN_2_1_5"
"292",64.9263888888889,-164.043888888889,"COUN_2_1_9"
"293",64.7605555555556,-164.2175,"COUN_2_1_12"
"294",64.8561111111111,-164.131388888889,"COUN_2_1_16"
"295",64.9519444444445,-164.043888888889,"COUN_2_1_19"
"296",64.8677777777778,-164.2425,"COUN_2_1_17"
"297",64.7719444444444,-164.0675,"COUN_2_1_13"
"298",64.9377777777778,-164.154166666667,"COUN_2_1_10"
"299",64.8430555555556,-163.980555555556,"COUN_2_1_6"
"300",64.7536111111111,-164.061388888889,"COUN_2_1_2"
"301",64.6530555555556,-165.345277777778,"KOUG_5_21_21"
"302",64.7386111111111,-165.405555555556,"KOUG_5_21_22"
"303",64.6433333333333,-165.233055555556,"KOUG_5_21_20"
"304",64.81,-165.319444444444,"KOUG_5_21_17"
"305",64.6330555555556,-165.383611111111,"KOUG_5_21_19"
"306",64.8005555555555,-165.205555555556,"KOUG_5_21_16"
"307",64.7161111111111,-165.406666666667,"KOUG_5_21_13"
"308",64.6313888888889,-165.341666666667,"KOUG_5_21_11"
"309",64.6419444444444,-165.189722222222,"KOUG_5_21_12"
"310",64.7361111111111,-165.365555555556,"KOUG_5_21_15"
"311",65.1644444444444,-164.820833333333,"KOUG_3_29_22"
"312",65.0830555555556,-164.753611111111,"KOUG_3_29_20"
"313",64.9961111111111,-164.956666666667,"KOUG_3_29_18"
"314",65.0916666666667,-164.873055555556,"KOUG_3_29_21"
"315",64.6813888888889,-165.539166666667,"KOUG_5_10_6"
"316",64.67,-165.434444444444,"KOUG_5_10_5"
"317",64.5755555555556,-165.519444444444,"KOUG_5_10_2"
"318",64.6597222222222,-165.3225,"KOUG_5_10_4"
"319",64.5655555555556,-165.408333333333,"KOUG_5_10_1"
"320",64.65,-165.473888888889,"KOUG_5_10_3"
"321",64.7319444444445,-165.373888888889,"KOUG_5_10_7"
"322",64.7536111111111,-165.499722222222,"KOUG_5_10_8"
"323",64.5863888888889,-165.414166666667,"KOUG_5_10_11"
"324",64.7627777777778,-165.349444444444,"KOUG_5_10_9"
"325",64.7980555555555,-164.034166666667,"COUN_2_15_1"
"326",64.8983333333333,-164.202777777778,"COUN_2_15_2"
"327",64.9875,-164.120555555556,"COUN_2_15_5"
"328",64.8094444444444,-164.18,"COUN_2_15_8"
"329",64.9069444444444,-164.097222222222,"COUN_2_15_13"
"330",64.9880555555556,-164.156666666667,"COUN_2_15_17"
"331",64.8922222222222,-164.243055555556,"COUN_2_15_12"
"332",64.9613888888889,-164.2725,"COUN_2_15_16"
"333",64.8072222222222,-164.075277777778,"COUN_2_15_7"
"334",64.9755555555556,-164.268055555556,"COUN_2_15_4"
"335",64.9225,-166.058888888889,"TELL_4_5_11"
"336",64.8233333333333,-165.883333333333,"TELL_4_5_8"
"337",64.7483333333333,-166.0625,"TELL_4_5_7"
"338",64.8333333333333,-165.999444444444,"TELL_4_5_9"
"339",64.8402777777778,-166.110277777778,"TELL_4_5_10"
"340",64.9258333333333,-166.175555555556,"TELL_4_5_12"
"341",64.7494444444444,-165.979166666667,"TELL_4_5_15"
"342",64.8347222222222,-166.044722222222,"TELL_4_5_18"
"343",64.7408333333333,-166.128055555556,"TELL_4_5_14"
"344",64.6094444444444,-165.505555555556,"COUN_5_2_20"
"345",64.7847222222222,-165.443055555556,"COUN_5_2_18"
"346",64.7016666666667,-165.378333333333,"COUN_5_2_16"
"347",64.7975,-165.554722222222,"COUN_5_2_19"
"348",64.7119444444444,-165.493333333333,"COUN_5_2_17"
"349",64.6180555555556,-165.575555555556,"COUN_5_2_14"
"350",64.7944444444444,-165.512222222222,"COUN_5_2_11"
"351",64.6997222222222,-165.330833333333,"COUN_5_2_7"
"352",64.7847222222222,-165.394166666667,"COUN_5_2_10"
"353",64.6080555555556,-165.464722222222,"COUN_5_2_13"
"354",64.9680555555556,-165.397777777778,"KOUG_5_13_5"
"355",65.0630555555556,-165.578333333333,"KOUG_5_13_9"
"356",65.0713888888889,-165.428888888889,"KOUG_5_13_10"
"357",64.9880555555556,-165.6275,"KOUG_5_13_7"
"358",64.9025,-165.563333333333,"KOUG_5_13_4"
"359",65.0777777777778,-165.648611111111,"KOUG_5_13_2"
"360",64.8933333333333,-165.45,"KOUG_5_13_3"
"361",64.9780555555556,-165.513611111111,"KOUG_5_13_6"
"362",65.0861111111111,-166.363055555556,"TELL_2_11_10"
"363",65.2525,-166.181666666667,"TELL_2_11_7"
"364",65.0763888888889,-166.249166666667,"TELL_2_11_9"
"365",65.2761111111111,-166.110555555556,"TELL_2_11_6"
"366",65.165,-166.320277777778,"TELL_2_11_12"
"367",65.2555555555555,-166.230833333333,"TELL_2_11_16"
"368",65.1694444444444,-166.166111111111,"TELL_2_11_13"
"369",65.0736111111111,-166.152777777778,"TELL_2_11_21"
"370",65.2627777777778,-166.348055555556,"TELL_2_11_17"
"371",65.1772222222222,-166.267777777778,"TELL_2_11_14"
"372",65.0336111111111,-165.446111111111,"KOUG_5_6_25"
"373",65.1266666666667,-165.373888888889,"KOUG_5_6_29"
"374",65.1361111111111,-165.485833333333,"KOUG_5_6_30"
"375",65.0502777777778,-165.420277777778,"KOUG_5_6_27"
"376",64.9661111111111,-165.618888888889,"KOUG_5_6_23"
"377",64.8808333333333,-165.555277777778,"KOUG_5_6_19"
"378",65.0475,-165.638333333333,"KOUG_5_6_14"
"379",64.8713888888889,-165.441666666667,"KOUG_5_6_18"
"380",65.0375,-165.524444444444,"KOUG_5_6_13"
"381",65.1230555555556,-165.587777777778,"KOUG_5_6_17"
"382",64.9466666666667,-165.388333333333,"KOUG_5_6_21"
"383",65.0038888888889,-164.95,"KOUG_3_21_17"
"384",65.1427777777778,-164.816388888889,"KOUG_3_21_12"
"385",64.9633333333333,-164.876111111111,"KOUG_3_21_16"
"386",65.1308333333333,-164.697777777778,"KOUG_3_21_11"
"387",65.0466666666667,-164.898055555556,"KOUG_3_21_7"
"388",64.9686111111111,-164.842222222222,"KOUG_3_21_3"
"389",65.1391666666667,-164.774722222222,"KOUG_3_21_1"
"390",64.9744444444444,-164.940555555556,"KOUG_3_21_4"
"391",65.0680555555556,-164.866111111111,"KOUG_3_21_9"
"392",65.1522222222222,-164.928333333333,"KOUG_3_21_13"
"393",64.8997222222222,-166.248611111111,"TELL_3_17_27"
"394",65.0747222222222,-166.444722222222,"TELL_3_17_24"
"395",64.9077777777778,-166.362222222222,"TELL_3_17_28"
"396",64.8219444444444,-166.297222222222,"TELL_3_17_25"
"397",64.9894444444444,-166.378333333333,"TELL_3_17_21"
"398",64.8961111111111,-166.2,"TELL_3_17_17"
"399",64.8022222222222,-166.281666666667,"TELL_3_17_13"
"400",64.8891666666667,-166.346111111111,"TELL_3_17_16"
"401",64.9836111111111,-166.268333333333,"TELL_3_17_20"
"402",65.0669444444444,-166.330555555556,"TELL_3_17_23"
"403",65.5197222222222,-164.795833333333,"KOUG_1_15_29"
"404",65.4344444444445,-165,"KOUG_1_15_26"
"405",65.6111111111111,-164.936111111111,"KOUG_1_15_23"
"406",65.5266666666667,-164.875555555556,"KOUG_1_15_20"
"407",65.6258333333333,-164.807777777778,"KOUG_1_15_24"
"408",65.4455555555556,-164.851944444444,"KOUG_1_15_27"
"409",65.5319444444444,-164.912222222222,"KOUG_1_15_30"
"410",65.2016666666667,-166.406666666667,"TELL_2_22_21"
"411",65.0344444444444,-166.327222222222,"TELL_2_22_23"
"412",65.1283333333333,-166.506111111111,"TELL_2_22_26"
"413",65.2152777777778,-166.573055555556,"TELL_2_22_28"
"414",65.0461111111111,-166.489444444444,"TELL_2_22_31"
"415",65.14,-166.409166666667,"TELL_2_22_33"
"416",65.2211111111111,-166.423055555556,"TELL_2_22_29"
"417",65.1355555555556,-166.360555555556,"TELL_2_22_27"
"418",65.0422222222222,-166.44,"TELL_2_22_24"
"419",65.2094444444444,-166.520833333333,"TELL_2_22_22"
"420",65.1030555555556,-164.806111111111,"KOUG_3_16_11"
"421",65.1872222222222,-164.868888888889,"KOUG_3_16_14"
"422",65.0919444444444,-164.69,"KOUG_3_16_10"
"423",65.2686111111111,-164.891111111111,"KOUG_3_16_8"
"424",65.1852777777778,-164.829166666667,"KOUG_3_16_6"
"425",65.1041666666667,-164.759444444444,"KOUG_3_16_4"
"426",65.2772222222222,-164.966944444444,"KOUG_3_16_3"
"427",65.2083333333333,-164.911666666667,"KOUG_3_16_2"
"428",65.1094444444444,-164.845,"KOUG_3_16_1"
"429",64.7980555555556,-164.359166666667,"COUN_3_11_38"
"430",64.8905555555556,-164.440833333333,"COUN_3_11_39"
"431",64.7933333333333,-164.5325,"COUN_3_11_37"
"432",64.6983333333333,-164.358333333333,"COUN_3_11_34"
"433",64.8761111111111,-164.295277777778,"COUN_3_11_30"
"434",64.7813888888889,-164.380277777778,"COUN_3_11_25"
"435",64.6980555555556,-164.32,"COUN_3_11_21"
"436",64.7936111111111,-164.501111111111,"COUN_3_11_26"
"437",64.8883333333333,-164.409166666667,"COUN_3_11_31"
"438",64.7105555555556,-164.461388888889,"COUN_3_11_35"
"439",64.5788888888889,-165.345833333333,"COUN_4_12_5"
"440",64.6619444444444,-165.154722222222,"COUN_4_12_7"
"441",64.485,-165.218888888889,"COUN_4_12_9"
"442",64.5791666666667,-165.133055555556,"COUN_4_12_13"
"443",64.6630555555556,-165.1975,"COUN_4_12_15"
"444",64.5719444444444,-165.282222222222,"COUN_4_12_12"
"445",64.4744444444444,-165.108055555556,"COUN_4_12_8"
"446",64.6516666666667,-165.305555555556,"COUN_4_12_6"
"447",64.5677777777778,-165.240555555556,"COUN_4_12_4"
"448",64.4916666666667,-165.168888888889,"COUN_4_12_2"
"449",64.7366666666667,-165.369444444444,"KOUG_5_25_22"
"450",64.6519444444444,-165.566388888889,"KOUG_5_25_20"
"451",64.8327777777778,-165.499166666667,"KOUG_5_25_19"
"452",64.7447222222222,-165.4375,"KOUG_5_25_17"
