"","road","unit","transect","point","year","date","species","time_int","distance","dist_cat","flyover","count","id"
"646","KOUG",3,20,6,2019,"27-May-2019","WIWA",3,"NA",1,"N","1","KOUG_3_20_6"
"647","KOUG",3,20,6,2019,"27-May-2019","WIWA",4,"NA",1,"N","1","KOUG_3_20_6"
"648","TELL",3,21,6,2019,"1-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_3_21_6"
"649","TELL",3,21,6,2019,"1-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_3_21_6"
"650","TELL",3,21,6,2019,"1-Jun-2019","LALO",0,"NA",1,"N","1","TELL_3_21_6"
"651","TELL",3,21,6,2019,"1-Jun-2019","LALO",2,"NA",1,"N","1","TELL_3_21_6"
"652","TELL",3,21,6,2019,"1-Jun-2019","LTJA",2,"300",NA,"N","1","TELL_3_21_6"
"653","TELL",3,21,6,2019,"1-Jun-2019","PAGP",9,"200",NA,"N","1","TELL_3_21_6"
"654","TELL",3,21,6,2019,"1-Jun-2019","SAVS",5,"NA",1,"N","1","TELL_3_21_6"
"655","TELL",3,21,6,2019,"1-Jun-2019","WESA",0,"NA",101,"N","1","TELL_3_21_6"
"656","TELL",3,21,6,2019,"1-Jun-2019","WIPT",3,"400",NA,"N","1","TELL_3_21_6"
"657","TELL",3,21,6,2019,"1-Jun-2019","WIPT",6,"150",NA,"N","1","TELL_3_21_6"
"658","TELL",3,21,6,2019,"1-Jun-2019","WIPT",7,"400",NA,"N","1","TELL_3_21_6"
"659","TELL",3,21,6,2019,"1-Jun-2019","WIPT",8,"200",NA,"N","1","TELL_3_21_6"
"660","TELL",5,23,6,2019,"20-May-2019","AMPI",3,"NA",1,"N","1","TELL_5_23_6"
"661","TELL",5,23,6,2019,"20-May-2019","AMPI",8,"NA",1,"N","1","TELL_5_23_6"
"662","TELL",5,23,6,2019,"20-May-2019","AMRO",1,"100",NA,"N","1","TELL_5_23_6"
"663","TELL",5,23,6,2019,"20-May-2019","GCSP",0,"NA",101,"N","1","TELL_5_23_6"
"664","TELL",5,23,6,2019,"20-May-2019","NOWH",0,"NA",1,"N","1","TELL_5_23_6"
"665","TELL",5,23,6,2019,"20-May-2019","ROPT",5,"296",NA,"N","1","TELL_5_23_6"
"666","KOUG",5,10,7,2019,"1-Jul-2019","AMGP",9,"200",NA,"N","1","KOUG_5_10_7"
"667","KOUG",5,10,7,2019,"1-Jul-2019","ATSP",0,"NA",101,"N","1","KOUG_5_10_7"
"668","KOUG",5,10,7,2019,"1-Jul-2019","GCTH",7,"NA",1,"N","1","KOUG_5_10_7"
"669","KOUG",5,10,7,2019,"1-Jul-2019","SAVS",3,"NA",1,"N","1","KOUG_5_10_7"
"670","KOUG",5,10,7,2019,"1-Jul-2019","SAVS",7,"NA",1,"N","1","KOUG_5_10_7"
"671","COUN",3,12,7,2019,"15-May-2019","AMRO",9,"130",NA,"N","1","COUN_3_12_7"
"672","COUN",3,12,7,2019,"15-May-2019","FOSP",0,"NA",1,"N","6","COUN_3_12_7"
"673","COUN",3,12,7,2019,"15-May-2019","GCSP",6,"NA",101,"N","1","COUN_3_12_7"
"674","COUN",3,12,7,2019,"15-May-2019","GCSP",9,"NA",101,"N","1","COUN_3_12_7"
"675","COUN",3,12,7,2019,"15-May-2019","WCSP",7,"NA",1,"N","1","COUN_3_12_7"
"676","COUN",3,12,7,2019,"15-May-2019","WIPT",2,"150",NA,"N","1","COUN_3_12_7"
"677","COUN",3,12,7,2019,"15-May-2019","WIPT",4,"100",NA,"N","1","COUN_3_12_7"
"678","COUN",3,12,7,2019,"15-May-2019","WIPT",8,"150",NA,"N","1","COUN_3_12_7"
"679","COUN",5,12,7,2019,"18-May-2019","AMRO",0,"150",NA,"N","1","COUN_5_12_7"
"680","COUN",5,12,7,2019,"18-May-2019","AMRO",9,"200",NA,"N","1","COUN_5_12_7"
"681","COUN",5,12,7,2019,"18-May-2019","ATSP",0,"NA",1,"N","2","COUN_5_12_7"
"682","COUN",5,12,7,2019,"18-May-2019","FOSP",0,"NA",101,"N","1","COUN_5_12_7"
"683","COUN",5,12,7,2019,"18-May-2019","FOSP",6,"NA",101,"N","1","COUN_5_12_7"
"684","COUN",5,12,7,2019,"18-May-2019","FOSP",7,"NA",1,"N","1","COUN_5_12_7"
"685","COUN",5,12,7,2019,"18-May-2019","SAVS",8,"NA",1,"N","1","COUN_5_12_7"
"686","COUN",5,12,7,2019,"18-May-2019","WCSP",2,"NA",101,"N","1","COUN_5_12_7"
"687","COUN",5,12,7,2019,"18-May-2019","WCSP",3,"NA",1,"N","1","COUN_5_12_7"
"688","COUN",5,12,7,2019,"18-May-2019","WHIM",5,"300",NA,"N","1","COUN_5_12_7"
"689","COUN",5,12,7,2019,"18-May-2019","WIPT",2,"175",NA,"N","1","COUN_5_12_7"
"690","KOUG",5,17,7,2019,"17-Jun-2019","ATSP",0,"NA",101,"N","1","KOUG_5_17_7"
"691","KOUG",5,17,7,2019,"17-Jun-2019","CORE",6,"NA",1,"N","1","KOUG_5_17_7"
"692","KOUG",5,17,7,2019,"17-Jun-2019","FOSP",1,"NA",1,"N","1","KOUG_5_17_7"
"693","KOUG",5,17,7,2019,"17-Jun-2019","GULL",4,"400",NA,"N","3","KOUG_5_17_7"
"694","KOUG",5,17,7,2019,"17-Jun-2019","LALO",7,"NA",101,"N","1","KOUG_5_17_7"
"695","KOUG",5,17,7,2019,"17-Jun-2019","SAVS",0,"NA",1,"N","2","KOUG_5_17_7"
"696","KOUG",5,17,7,2019,"17-Jun-2019","WESA",0,"NA",1,"N","2","KOUG_5_17_7"
"697","KOUG",5,17,7,2019,"17-Jun-2019","WIPT",9,"125",NA,"N","1","KOUG_5_17_7"
"698","COUN",5,2,7,2019,"4-Jul-2019","ARWA",0,"NA",101,"N","1","COUN_5_2_7"
"699","COUN",5,2,7,2019,"4-Jul-2019","SAVS",1,"NA",1,"N","2","COUN_5_2_7"
"700","KOUG",1,3,7,2019,"3-Jun-2019","BLUE",9,"NA",101,"N","1","KOUG_1_3_7"
"701","KOUG",1,3,7,2019,"3-Jun-2019","BTCU",0,"300",NA,"N","1","KOUG_1_3_7"
"702","KOUG",1,3,7,2019,"3-Jun-2019","LALO",0,"NA",1,"N","1","KOUG_1_3_7"
"703","KOUG",1,3,7,2019,"3-Jun-2019","LTJA",6,"320",NA,"N","1","KOUG_1_3_7"
"704","KOUG",1,3,7,2019,"3-Jun-2019","WIPT",0,"300",NA,"N","1","KOUG_1_3_7"
"705","KOUG",1,3,7,2019,"3-Jun-2019","WIPT",3,"150",NA,"N","1","KOUG_1_3_7"
"706","COUN",1,3,7,2019,"12-Jun-2019","ARWA",0,"NA",101,"N","1","COUN_1_3_7"
"707","COUN",1,3,7,2019,"12-Jun-2019","LTJA",4,"278",NA,"N","1","COUN_1_3_7"
"708","COUN",1,3,7,2019,"12-Jun-2019","SAVS",0,"NA",101,"N","1","COUN_1_3_7"
"709","TELL",3,4,7,2019,"23-Jul-2019","PAGP",0,"114",NA,"N","1","TELL_3_4_7"
"710","TELL",3,4,7,2019,"23-Jul-2019","PAGP",0,"150",NA,"N","1","TELL_3_4_7"
"711","TELL",4,5,7,2019,"5-Jul-2019","ARWA",0,"NA",101,"N","1","TELL_4_5_7"
"712","TELL",4,5,7,2019,"5-Jul-2019","ARWA",3,"NA",101,"N","1","TELL_4_5_7"
"713","TELL",4,5,7,2019,"5-Jul-2019","ATSP",0,"NA",101,"N","1","TELL_4_5_7"
"714","TELL",4,5,7,2019,"5-Jul-2019","ATSP",1,"NA",1,"N","1","TELL_4_5_7"
"715","TELL",4,5,7,2019,"5-Jul-2019","FOSP",0,"NA",101,"N","1","TELL_4_5_7"
"716","TELL",4,5,7,2019,"5-Jul-2019","GCSP",2,"NA",101,"N","2","TELL_4_5_7"
"717","TELL",4,5,7,2019,"5-Jul-2019","GCTH",1,"NA",101,"N","1","TELL_4_5_7"
"718","TELL",4,5,7,2019,"5-Jul-2019","GCTH",1,"NA",1,"N","2","TELL_4_5_7"
"719","TELL",4,5,7,2019,"5-Jul-2019","SAVS",0,"NA",1,"N","1","TELL_4_5_7"
"720","TELL",4,5,7,2019,"5-Jul-2019","SAVS",0,"NA",1,"N","2","TELL_4_5_7"
"721","TELL",4,9,7,2019,"31-May-2019","LALO",0,"NA",101,"N","1","TELL_4_9_7"
"722","TELL",4,9,7,2019,"31-May-2019","LALO",9,"NA",101,"N","1","TELL_4_9_7"
"723","TELL",4,9,7,2019,"31-May-2019","NOWH",9,"NA",101,"N","1","TELL_4_9_7"
"724","TELL",4,9,7,2019,"31-May-2019","SAVS",0,"NA",101,"N","1","TELL_4_9_7"
"725","TELL",4,9,7,2019,"31-May-2019","WIPT",1,"400",NA,"N","1","TELL_4_9_7"
"726","COUN",4,10,7,2019,"19-May-2019","CORE",5,"NA",1,"N","1","COUN_4_10_7"
"727","COUN",4,10,7,2019,"19-May-2019","CORE",8,"NA",1,"N","8","COUN_4_10_7"
"728","COUN",4,10,7,2019,"19-May-2019","FOSP",0,"NA",1,"N","1","COUN_4_10_7"
"729","COUN",4,10,7,2019,"19-May-2019","FOSP",1,"NA",1,"N","1","COUN_4_10_7"
"730","COUN",4,10,7,2019,"19-May-2019","FOSP",4,"NA",1,"N","1","COUN_4_10_7"
"731","COUN",4,10,7,2019,"19-May-2019","LALO",1,"NA",101,"N","1","COUN_4_10_7"
"732","COUN",4,10,7,2019,"19-May-2019","SAVS",2,"NA",101,"N","1","COUN_4_10_7"
"733","COUN",4,10,7,2019,"19-May-2019","WHIM",0,"400",NA,"N","1","COUN_4_10_7"
"734","COUN",4,10,7,2019,"19-May-2019","WIPT",7,"209",NA,"N","1","COUN_4_10_7"
"735","TELL",5,10,7,2019,"10-Jun-2019","AMGP",1,"100",NA,"N","1","TELL_5_10_7"
"736","TELL",5,10,7,2019,"10-Jun-2019","AMPI",0,"NA",1,"N","1","TELL_5_10_7"
"737","TELL",5,10,7,2019,"10-Jun-2019","GCSP",0,"NA",1,"N","1","TELL_5_10_7"
"738","TELL",5,10,7,2019,"10-Jun-2019","LALO",3,"NA",1,"N","1","TELL_5_10_7"
"739","TELL",5,10,7,2019,"10-Jun-2019","NOWH",0,"NA",1,"N","1","TELL_5_10_7"
"740","TELL",5,10,7,2019,"10-Jun-2019","SAVS",1,"NA",1,"N","1","TELL_5_10_7"
"741","TELL",2,11,7,2019,"11-Jul-2019","PAGP",4,"350",NA,"N","1","TELL_2_11_7"
"742","COUN",4,12,7,2019,"17-Jul-2019","PAGP",0,"150",NA,"N","1","COUN_4_12_7"
"743","KOUG",5,13,7,2019,"7-Jul-2019","AMGP",4,"250",NA,"N","1","KOUG_5_13_7"
"744","KOUG",5,13,7,2019,"7-Jul-2019","AMPI",0,"NA",1,"N","3","KOUG_5_13_7"
"745","KOUG",5,13,7,2019,"7-Jul-2019","CORE",8,"NA",1,"N","1","KOUG_5_13_7"
"746","COUN",2,15,7,2019,"28-Jun-2019","GCSP",0,"NA",101,"N","2","COUN_2_15_7"
"747","COUN",2,15,7,2019,"28-Jun-2019","SQUIR",1,"188",NA,"N","1","COUN_2_15_7"
"748","COUN",2,15,7,2019,"28-Jun-2019","SQUIR",2,"238",NA,"N","1","COUN_2_15_7"
"749","COUN",2,15,7,2019,"28-Jun-2019","SQUIR",2,"152",NA,"N","1","COUN_2_15_7"
"750","KOUG",1,17,7,2019,"4-Jun-2019","ATSP",0,"NA",1,"N","1","KOUG_1_17_7"
"751","KOUG",1,17,7,2019,"4-Jun-2019","LALO",4,"NA",1,"N","1","KOUG_1_17_7"
"752","COUN",2,17,7,2019,"11-Jun-2019","AMRO",0,"200",NA,"N","1","COUN_2_17_7"
"753","COUN",2,17,7,2019,"11-Jun-2019","ARWA",0,"NA",1,"N","1","COUN_2_17_7"
"754","COUN",2,17,7,2019,"11-Jun-2019","FOSP",9,"NA",1,"N","1","COUN_2_17_7"
"755","COUN",2,17,7,2019,"11-Jun-2019","GCSP",0,"NA",1,"N","2","COUN_2_17_7"
"756","COUN",2,17,7,2019,"11-Jun-2019","GCTH",1,"NA",1,"N","1","COUN_2_17_7"
"757","COUN",2,17,7,2019,"11-Jun-2019","GCTH",2,"NA",1,"N","1","COUN_2_17_7"
"758","COUN",2,17,7,2019,"11-Jun-2019","OCWA",9,"NA",101,"N","1","COUN_2_17_7"
"759","COUN",2,17,7,2019,"11-Jun-2019","SAVS",1,"NA",101,"N","1","COUN_2_17_7"
"760","COUN",2,17,7,2019,"11-Jun-2019","WIWA",0,"NA",1,"N","1","COUN_2_17_7"
"761","COUN",2,17,7,2019,"11-Jun-2019","YEWA",2,"NA",1,"N","1","COUN_2_17_7"
"762","TELL",1,19,7,2019,"7-Jun-2019","FOSP",3,"NA",101,"N","1","TELL_1_19_7"
"763","TELL",1,19,7,2019,"7-Jun-2019","LALO",1,"NA",1,"N","1","TELL_1_19_7"
"764","TELL",1,19,7,2019,"7-Jun-2019","LALO",4,"NA",1,"N","1","TELL_1_19_7"
"765","TELL",1,19,7,2019,"7-Jun-2019","SAVS",0,"NA",1,"N","2","TELL_1_19_7"
"766","TELL",1,19,7,2019,"7-Jun-2019","SAVS",3,"NA",1,"N","1","TELL_1_19_7"
"767","TELL",1,19,7,2019,"7-Jun-2019","WIPT",0,"400",NA,"N","1","TELL_1_19_7"
"768","TELL",1,19,7,2019,"7-Jun-2019","WIPT",7,"250",NA,"N","1","TELL_1_19_7"
"769","TELL",1,19,7,2019,"7-Jun-2019","WIPT",9,"200",NA,"N","1","TELL_1_19_7"
"770","TELL",1,19,7,2019,"7-Jun-2019","WISN",5,"250",NA,"N","1","TELL_1_19_7"
"771","COUN",3,19,7,2019,"30-May-2019","AMRO",0,"25",NA,"N","1","COUN_3_19_7"
"772","COUN",3,19,7,2019,"30-May-2019","FOSP",0,"NA",1,"N","1","COUN_3_19_7"
"773","COUN",3,19,7,2019,"30-May-2019","FOSP",2,"NA",1,"N","1","COUN_3_19_7"
"774","COUN",3,19,7,2019,"30-May-2019","GCSP",0,"NA",1,"N","1","COUN_3_19_7"
"775","COUN",3,19,7,2019,"30-May-2019","GCSP",1,"NA",1,"N","1","COUN_3_19_7"
"776","COUN",3,19,7,2019,"30-May-2019","GCSP",6,"NA",101,"N","1","COUN_3_19_7"
"777","COUN",3,19,7,2019,"30-May-2019","GCTH",0,"NA",1,"N","1","COUN_3_19_7"
"778","COUN",3,19,7,2019,"30-May-2019","SAVS",4,"NA",1,"N","1","COUN_3_19_7"
"779","COUN",3,19,7,2019,"30-May-2019","WIWA",6,"NA",101,"N","1","COUN_3_19_7"
"780","KOUG",4,19,7,2019,"11-May-2019","ATSP",1,"NA",101,"N","1","KOUG_4_19_7"
"781","KOUG",4,19,7,2019,"11-May-2019","ATSP",8,"NA",101,"N","2","KOUG_4_19_7"
"782","KOUG",4,19,7,2019,"11-May-2019","GCSP",2,"NA",101,"N","1","KOUG_4_19_7"
"783","TELL",3,21,7,2019,"1-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_3_21_7"
"784","TELL",3,21,7,2019,"1-Jun-2019","LALO",0,"NA",101,"N","1","TELL_3_21_7"
"785","TELL",3,21,7,2019,"1-Jun-2019","LALO",6,"NA",101,"N","1","TELL_3_21_7"
"786","TELL",3,21,7,2019,"1-Jun-2019","SAVS",5,"NA",101,"N","1","TELL_3_21_7"
"787","TELL",3,21,7,2019,"1-Jun-2019","WATA",2,"400",NA,"N","1","TELL_3_21_7"
"788","TELL",3,21,7,2019,"1-Jun-2019","WATA",2,"400",NA,"N","1","TELL_3_21_7"
"789","KOUG",3,21,7,2019,"14-Jul-2019","AMGP",8,"250",NA,"N","1","KOUG_3_21_7"
"790","KOUG",3,21,7,2019,"14-Jul-2019","CORE",1,"NA",101,"N","1","KOUG_3_21_7"
"791","KOUG",3,21,7,2019,"14-Jul-2019","SQUIR",3,"72",NA,"N","1","KOUG_3_21_7"
"792","KOUG",3,21,7,2019,"14-Jul-2019","SQUIR",7,"227",NA,"N","1","KOUG_3_21_7"
"793","KOUG",5,10,8,2019,"1-Jul-2019","ATSP",0,"NA",1,"N","1","KOUG_5_10_8"
"794","KOUG",5,10,8,2019,"1-Jul-2019","LALO",2,"NA",1,"N","1","KOUG_5_10_8"
"795","KOUG",5,10,8,2019,"1-Jul-2019","LTJA",5,"156",NA,"N","1","KOUG_5_10_8"
"796","KOUG",5,10,8,2019,"1-Jul-2019","OCWA",1,"NA",1,"N","1","KOUG_5_10_8"
"797","KOUG",5,10,8,2019,"1-Jul-2019","SAVS",0,"NA",1,"N","1","KOUG_5_10_8"
"798","KOUG",5,10,8,2019,"1-Jul-2019","SAVS",0,"NA",1,"N","1","KOUG_5_10_8"
"799","KOUG",5,10,8,2019,"1-Jul-2019","TUSW",0,"327",NA,"N","1","KOUG_5_10_8"
"800","KOUG",5,10,8,2019,"1-Jul-2019","WCSP",0,"NA",1,"N","1","KOUG_5_10_8"
"801","KOUG",5,17,8,2019,"17-Jun-2019","ATSP",6,"NA",101,"N","1","KOUG_5_17_8"
"802","KOUG",5,17,8,2019,"17-Jun-2019","CANG",0,"NA",101,"N","2","KOUG_5_17_8"
"803","KOUG",5,17,8,2019,"17-Jun-2019","LALO",0,"NA",1,"N","2","KOUG_5_17_8"
"804","KOUG",5,17,8,2019,"17-Jun-2019","LALO",1,"NA",1,"N","1","KOUG_5_17_8"
"805","KOUG",5,17,8,2019,"17-Jun-2019","SAVS",6,"NA",101,"N","1","KOUG_5_17_8"
"806","KOUG",1,3,8,2019,"3-Jun-2019","AMGP",6,"300",NA,"N","1","KOUG_1_3_8"
"807","KOUG",1,3,8,2019,"3-Jun-2019","AMRO",1,"300",NA,"N","1","KOUG_1_3_8"
"808","KOUG",1,3,8,2019,"3-Jun-2019","BLUE",0,"NA",101,"N","1","KOUG_1_3_8"
"809","KOUG",1,3,8,2019,"3-Jun-2019","GCSP",0,"NA",101,"N","1","KOUG_1_3_8"
"810","KOUG",1,3,8,2019,"3-Jun-2019","LALO",0,"NA",1,"N","1","KOUG_1_3_8"
"811","KOUG",1,3,8,2019,"3-Jun-2019","LALO",3,"NA",1,"N","1","KOUG_1_3_8"
"812","KOUG",1,3,8,2019,"3-Jun-2019","SAVS",1,"NA",1,"N","1","KOUG_1_3_8"
"813","KOUG",1,3,8,2019,"3-Jun-2019","WCSP",1,"NA",101,"N","1","KOUG_1_3_8"
"814","COUN",1,3,8,2019,"12-Jun-2019","AMRO",3,"78",NA,"N","1","COUN_1_3_8"
"815","COUN",1,3,8,2019,"12-Jun-2019","ARWA",0,"NA",1,"N","1","COUN_1_3_8"
"816","COUN",1,3,8,2019,"12-Jun-2019","CORE",6,"NA",1,"N","2","COUN_1_3_8"
"817","COUN",1,3,8,2019,"12-Jun-2019","FOSP",0,"NA",1,"N","1","COUN_1_3_8"
"818","COUN",1,3,8,2019,"12-Jun-2019","FOSP",6,"NA",101,"N","1","COUN_1_3_8"
"819","COUN",1,3,8,2019,"12-Jun-2019","GCSP",0,"NA",1,"N","1","COUN_1_3_8"
"820","COUN",1,3,8,2019,"12-Jun-2019","GCTH",0,"NA",1,"N","1","COUN_1_3_8"
"821","COUN",1,3,8,2019,"12-Jun-2019","OCWA",6,"NA",1,"N","1","COUN_1_3_8"
"822","COUN",1,3,8,2019,"12-Jun-2019","SAVS",0,"NA",1,"N","1","COUN_1_3_8"
"823","COUN",1,3,8,2019,"12-Jun-2019","VATH",6,"NA",1,"N","1","COUN_1_3_8"
"824","COUN",1,3,8,2019,"12-Jun-2019","WIWA",0,"NA",1,"N","2","COUN_1_3_8"
"825","TELL",1,3,8,2019,"19-Jun-2019","ARWA",1,"NA",101,"N","1","TELL_1_3_8"
"826","TELL",1,3,8,2019,"19-Jun-2019","ATSP",6,"NA",1,"N","1","TELL_1_3_8"
"827","TELL",1,3,8,2019,"19-Jun-2019","FOSP",2,"NA",101,"N","1","TELL_1_3_8"
"828","TELL",1,3,8,2019,"19-Jun-2019","FOSP",5,"NA",1,"N","1","TELL_1_3_8"
"829","TELL",1,3,8,2019,"19-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_1_3_8"
"830","TELL",1,3,8,2019,"19-Jun-2019","GCSP",1,"NA",1,"N","1","TELL_1_3_8"
"831","TELL",1,3,8,2019,"19-Jun-2019","NOWA",0,"NA",1,"N","1","TELL_1_3_8"
"832","TELL",1,3,8,2019,"19-Jun-2019","OCWA",3,"NA",101,"N","2","TELL_1_3_8"
"833","TELL",1,3,8,2019,"19-Jun-2019","WCSP",1,"NA",101,"N","1","TELL_1_3_8"
"834","TELL",1,3,8,2019,"19-Jun-2019","WIPT",1,"250",NA,"N","1","TELL_1_3_8"
"835","TELL",1,3,8,2019,"19-Jun-2019","WIWA",4,"NA",1,"N","1","TELL_1_3_8"
"836","TELL",4,4,8,2019,"14-May-2019","AMRO",4,"175",NA,"N","4","TELL_4_4_8"
"837","TELL",4,4,8,2019,"14-May-2019","ATSP",2,"NA",1,"N","3","TELL_4_4_8"
"838","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"NA",1,"N","1","TELL_4_4_8"
"839","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"NA",1,"N","1","TELL_4_4_8"
"840","TELL",4,4,8,2019,"14-May-2019","GCSP",1,"NA",1,"N","1","TELL_4_4_8"
"841","TELL",4,4,8,2019,"14-May-2019","SONG",3,"NA",101,"N","1","TELL_4_4_8"
"842","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"123",NA,"N","1","TELL_4_4_8"
"843","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"150",NA,"N","1","TELL_4_4_8"
"844","TELL",4,4,8,2019,"14-May-2019","WIPT",0,"207",NA,"N","1","TELL_4_4_8"
"845","TELL",4,4,8,2019,"14-May-2019","WIPT",4,"227",NA,"N","1","TELL_4_4_8"
"846","TELL",4,4,8,2019,"14-May-2019","WIPT",5,"146",NA,"N","1","TELL_4_4_8"
"847","TELL",4,4,8,2019,"14-May-2019","WIPT",8,"63",NA,"N","1","TELL_4_4_8"
"848","TELL",4,5,8,2019,"5-Jul-2019","AMRO",7,"300",NA,"N","1","TELL_4_5_8"
"849","TELL",4,5,8,2019,"5-Jul-2019","ATSP",3,"NA",101,"N","1","TELL_4_5_8"
"850","TELL",4,5,8,2019,"5-Jul-2019","ATSP",6,"NA",1,"N","2","TELL_4_5_8"
"851","TELL",4,5,8,2019,"5-Jul-2019","GCSP",0,"NA",101,"N","1","TELL_4_5_8"
"852","TELL",4,5,8,2019,"5-Jul-2019","GCSP",1,"NA",1,"N","1","TELL_4_5_8"
"853","TELL",4,5,8,2019,"5-Jul-2019","GCSP",2,"NA",101,"N","1","TELL_4_5_8"
"854","TELL",4,5,8,2019,"5-Jul-2019","GCTH",0,"NA",101,"N","1","TELL_4_5_8"
"855","TELL",4,5,8,2019,"5-Jul-2019","GCTH",9,"NA",101,"N","1","TELL_4_5_8"
"856","TELL",4,5,8,2019,"5-Jul-2019","LALO",5,"NA",1,"N","1","TELL_4_5_8"
"857","TELL",4,5,8,2019,"5-Jul-2019","SAVS",1,"NA",1,"N","1","TELL_4_5_8"
"858","TELL",4,5,8,2019,"5-Jul-2019","YEWA",4,"NA",101,"N","1","TELL_4_5_8"
"859","TELL",1,6,8,2019,"8-Jun-2019","FOSP",0,"NA",1,"N","1","TELL_1_6_8"
"860","TELL",1,6,8,2019,"8-Jun-2019","ROPT",4,"175",NA,"N","1","TELL_1_6_8"
"861","TELL",1,6,8,2019,"8-Jun-2019","SAVS",0,"NA",1,"N","1","TELL_1_6_8"
"862","TELL",1,6,8,2019,"8-Jun-2019","WIPT",9,"300",NA,"N","1","TELL_1_6_8"
"863","COUN",4,10,8,2019,"19-May-2019","ATSP",0,"NA",1,"N","1","COUN_4_10_8"
"864","COUN",4,10,8,2019,"19-May-2019","ATSP",9,"NA",101,"N","1","COUN_4_10_8"
"865","COUN",4,10,8,2019,"19-May-2019","CORE",3,"NA",1,"N","2","COUN_4_10_8"
"866","COUN",4,10,8,2019,"19-May-2019","CORE",7,"NA",1,"N","3","COUN_4_10_8"
"867","COUN",4,10,8,2019,"19-May-2019","FOSP",0,"NA",1,"N","1","COUN_4_10_8"
"868","COUN",4,10,8,2019,"19-May-2019","GCSP",0,"NA",101,"N","1","COUN_4_10_8"
"869","COUN",4,10,8,2019,"19-May-2019","GCSP",8,"NA",101,"N","1","COUN_4_10_8"
"870","COUN",4,10,8,2019,"19-May-2019","SAVS",4,"NA",1,"N","1","COUN_4_10_8"
"871","COUN",4,10,8,2019,"19-May-2019","WCSP",6,"NA",101,"N","1","COUN_4_10_8"
"872","COUN",4,10,8,2019,"19-May-2019","WIPT",0,"78",NA,"N","1","COUN_4_10_8"
"873","COUN",4,10,8,2019,"19-May-2019","WIPT",3,"200",NA,"N","1","COUN_4_10_8"
"874","COUN",4,10,8,2019,"19-May-2019","WIPT",3,"150",NA,"N","1","COUN_4_10_8"
"875","COUN",3,12,8,2019,"15-May-2019","AMGP",0,"94",NA,"N","1","COUN_3_12_8"
"876","COUN",3,12,8,2019,"15-May-2019","CORE",3,"NA",1,"N","1","COUN_3_12_8"
"877","COUN",3,12,8,2019,"15-May-2019","CORE",5,"NA",1,"N","1","COUN_3_12_8"
"878","COUN",3,12,8,2019,"15-May-2019","FOSP",4,"NA",101,"N","1","COUN_3_12_8"
"879","COUN",3,12,8,2019,"15-May-2019","WIPT",9,"150",NA,"N","1","COUN_3_12_8"
"880","COUN",4,12,8,2019,"17-Jul-2019","CORE",1,"NA",1,"N","1","COUN_4_12_8"
"881","COUN",4,12,8,2019,"17-Jul-2019","PAGP",6,"250",NA,"N","1","COUN_4_12_8"
"882","COUN",4,12,8,2019,"17-Jul-2019","SAVS",1,"NA",1,"N","2","COUN_4_12_8"
"883","COUN",4,12,8,2019,"17-Jul-2019","SAVS",2,"NA",1,"N","1","COUN_4_12_8"
"884","COUN",4,12,8,2019,"17-Jul-2019","WCSP",1,"NA",1,"N","1","COUN_4_12_8"
"885","COUN",2,15,8,2019,"28-Jun-2019","FOSP",4,"NA",101,"N","1","COUN_2_15_8"
"886","COUN",2,15,8,2019,"28-Jun-2019","GCSP",0,"NA",101,"N","3","COUN_2_15_8"
"887","COUN",2,15,8,2019,"28-Jun-2019","GCTH",1,"NA",101,"N","2","COUN_2_15_8"
"888","COUN",2,15,8,2019,"28-Jun-2019","SAVS",0,"NA",101,"N","1","COUN_2_15_8"
"889","KOUG",3,16,8,2019,"18-Jul-2019","ATSP",1,"NA",1,"N","2","KOUG_3_16_8"
"890","KOUG",3,16,8,2019,"18-Jul-2019","GCTH",9,"NA",1,"N","1","KOUG_3_16_8"
"891","KOUG",3,16,8,2019,"18-Jul-2019","LALO",1,"NA",1,"N","1","KOUG_3_16_8"
"892","KOUG",3,16,8,2019,"18-Jul-2019","NOWA",3,"NA",1,"N","1","KOUG_3_16_8"
"893","KOUG",3,16,8,2019,"18-Jul-2019","OCWA",1,"NA",101,"N","1","KOUG_3_16_8"
"894","KOUG",3,16,8,2019,"18-Jul-2019","SAVS",4,"NA",1,"N","3","KOUG_3_16_8"
"895","KOUG",3,16,8,2019,"18-Jul-2019","WCSP",7,"NA",1,"N","1","KOUG_3_16_8"
"896","KOUG",1,17,8,2019,"4-Jun-2019","ATSP",4,"NA",101,"N","1","KOUG_1_17_8"
"897","KOUG",1,17,8,2019,"4-Jun-2019","FOSP",1,"NA",101,"N","1","KOUG_1_17_8"
"898","KOUG",1,17,8,2019,"4-Jun-2019","LALO",0,"NA",1,"N","1","KOUG_1_17_8"
"899","KOUG",1,17,8,2019,"4-Jun-2019","LALO",0,"NA",1,"N","1","KOUG_1_17_8"
"900","KOUG",1,17,8,2019,"4-Jun-2019","LALO",1,"NA",101,"N","1","KOUG_1_17_8"
