"","road","unit","transect","point","year","date","species","time_int","distance","dist_cat","flyover","count","id"
"1325","COUN",2,17,11,2019,"11-Jun-2019","FOSP",8,"NA",1,"N","1","COUN_2_17_11"
"1326","COUN",2,17,11,2019,"11-Jun-2019","GCSP",0,"NA",1,"N","1","COUN_2_17_11"
"1327","COUN",2,17,11,2019,"11-Jun-2019","GCSP",1,"NA",101,"N","1","COUN_2_17_11"
"1328","COUN",2,17,11,2019,"11-Jun-2019","GCTH",0,"NA",1,"N","1","COUN_2_17_11"
"1329","COUN",2,17,11,2019,"11-Jun-2019","SAVS",6,"NA",1,"N","1","COUN_2_17_11"
"1330","COUN",2,17,11,2019,"11-Jun-2019","YEWA",0,"NA",1,"N","1","COUN_2_17_11"
"1331","COUN",3,19,11,2019,"30-May-2019","AMRO",0,"110",NA,"N","1","COUN_3_19_11"
"1332","COUN",3,19,11,2019,"30-May-2019","AMRO",1,"123",NA,"N","1","COUN_3_19_11"
"1333","COUN",3,19,11,2019,"30-May-2019","FOSP",0,"NA",1,"N","1","COUN_3_19_11"
"1334","COUN",3,19,11,2019,"30-May-2019","FOSP",5,"NA",101,"N","1","COUN_3_19_11"
"1335","COUN",3,19,11,2019,"30-May-2019","GCTH",8,"NA",101,"N","1","COUN_3_19_11"
"1336","COUN",3,19,11,2019,"30-May-2019","SAVS",4,"NA",1,"N","1","COUN_3_19_11"
"1337","COUN",3,19,11,2019,"30-May-2019","WIWA",1,"NA",1,"N","1","COUN_3_19_11"
"1338","KOUG",4,19,11,2019,"11-May-2019","ATSP",2,"110",NA,"N","1","KOUG_4_19_11"
"1339","KOUG",4,19,11,2019,"11-May-2019","ATSP",2,"100",NA,"N","1","KOUG_4_19_11"
"1340","KOUG",4,19,11,2019,"11-May-2019","ATSP",2,"70",NA,"N","2","KOUG_4_19_11"
"1341","KOUG",4,19,11,2019,"11-May-2019","CORA",5,"NA",101,"N","1","KOUG_4_19_11"
"1342","KOUG",3,20,11,2019,"27-May-2019","AMGP",1,"300",NA,"N","1","KOUG_3_20_11"
"1343","KOUG",3,20,11,2019,"27-May-2019","AMPI",0,"NA",101,"N","2","KOUG_3_20_11"
"1344","KOUG",3,20,11,2019,"27-May-2019","GCSP",0,"NA",1,"N","1","KOUG_3_20_11"
"1345","KOUG",3,21,11,2019,"14-Jul-2019","AMGP",7,"250",NA,"N","1","KOUG_3_21_11"
"1346","KOUG",3,21,11,2019,"14-Jul-2019","AMRO",3,"15",NA,"N","1","KOUG_3_21_11"
"1347","KOUG",3,21,11,2019,"14-Jul-2019","GCTH",0,"NA",101,"N","1","KOUG_3_21_11"
"1348","KOUG",3,21,11,2019,"14-Jul-2019","GCTH",6,"NA",101,"N","1","KOUG_3_21_11"
"1349","KOUG",3,21,11,2019,"14-Jul-2019","OCWA",0,"NA",101,"N","1","KOUG_3_21_11"
"1350","KOUG",5,21,11,2019,"25-Jun-2019","CORE",0,"NA",101,"N","1","KOUG_5_21_11"
"1351","KOUG",5,21,11,2019,"25-Jun-2019","GCSP",0,"NA",101,"N","1","KOUG_5_21_11"
"1352","KOUG",5,21,11,2019,"25-Jun-2019","LALO",0,"NA",1,"N","2","KOUG_5_21_11"
"1353","KOUG",5,21,11,2019,"25-Jun-2019","SAVS",0,"NA",1,"N","1","KOUG_5_21_11"
"1354","TELL",2,22,11,2019,"29-May-2019","AMPI",3,"NA",1,"N","1","TELL_2_22_11"
"1355","TELL",2,22,11,2019,"29-May-2019","ROPT",2,"92",NA,"N","2","TELL_2_22_11"
"1356","TELL",5,23,11,2019,"20-May-2019","AMPI",1,"NA",101,"N","1","TELL_5_23_11"
"1357","TELL",5,23,11,2019,"20-May-2019","GCSP",0,"NA",101,"N","1","TELL_5_23_11"
"1358","KOUG",5,25,11,2019,"19-Jul-2019","CORE",5,"NA",1,"N","1","KOUG_5_25_11"
"1359","KOUG",5,25,11,2019,"19-Jul-2019","GCSP",0,"NA",1,"N","4","KOUG_5_25_11"
"1360","KOUG",5,25,11,2019,"19-Jul-2019","GCSP",1,"NA",1,"N","1","KOUG_5_25_11"
"1361","KOUG",5,25,11,2019,"19-Jul-2019","GCTH",0,"NA",1,"N","1","KOUG_5_25_11"
"1362","KOUG",5,25,11,2019,"19-Jul-2019","SAVS",2,"NA",101,"N","1","KOUG_5_25_11"
"1363","COUN",2,1,12,2019,"20-Jun-2019","FOSP",0,"NA",101,"N","2","COUN_2_1_12"
"1364","COUN",2,1,12,2019,"20-Jun-2019","GCSP",0,"NA",101,"N","1","COUN_2_1_12"
"1365","COUN",2,1,12,2019,"20-Jun-2019","GCTH",1,"NA",101,"N","1","COUN_2_1_12"
"1366","COUN",2,1,12,2019,"20-Jun-2019","REKN",2,"125",NA,"N","1","COUN_2_1_12"
"1367","COUN",2,1,12,2019,"20-Jun-2019","SAVS",0,"NA",1,"N","1","COUN_2_1_12"
"1368","COUN",1,3,12,2019,"12-Jun-2019","AMPI",6,"NA",1,"N","1","COUN_1_3_12"
"1369","COUN",1,3,12,2019,"12-Jun-2019","AMRO",0,"175",NA,"N","1","COUN_1_3_12"
"1370","COUN",1,3,12,2019,"12-Jun-2019","FOSP",3,"NA",101,"N","1","COUN_1_3_12"
"1371","COUN",1,3,12,2019,"12-Jun-2019","GCSP",0,"NA",101,"N","1","COUN_1_3_12"
"1372","COUN",1,3,12,2019,"12-Jun-2019","GCSP",1,"NA",101,"N","1","COUN_1_3_12"
"1373","TELL",1,3,12,2019,"19-Jun-2019","ARWA",0,"NA",101,"N","2","TELL_1_3_12"
"1374","TELL",1,3,12,2019,"19-Jun-2019","FOSP",0,"NA",101,"N","2","TELL_1_3_12"
"1375","TELL",1,3,12,2019,"19-Jun-2019","GCSP",3,"NA",101,"N","1","TELL_1_3_12"
"1376","TELL",1,3,12,2019,"19-Jun-2019","GCTH",7,"NA",101,"N","1","TELL_1_3_12"
"1377","TELL",1,3,12,2019,"19-Jun-2019","LALO",1,"NA",1,"N","1","TELL_1_3_12"
"1378","TELL",1,3,12,2019,"19-Jun-2019","LALO",3,"NA",1,"N","1","TELL_1_3_12"
"1379","TELL",1,3,12,2019,"19-Jun-2019","SAVS",3,"NA",101,"N","1","TELL_1_3_12"
"1380","TELL",1,3,12,2019,"19-Jun-2019","WISN",5,"249",NA,"N","1","TELL_1_3_12"
"1381","TELL",1,3,12,2019,"19-Jun-2019","WIWA",4,"NA",101,"N","1","TELL_1_3_12"
"1382","TELL",4,4,12,2019,"14-May-2019","ATSP",2,"NA",1,"N","1","TELL_4_4_12"
"1383","TELL",4,4,12,2019,"14-May-2019","GCSP",0,"NA",101,"N","1","TELL_4_4_12"
"1384","TELL",4,4,12,2019,"14-May-2019","GCSP",6,"NA",101,"N","1","TELL_4_4_12"
"1385","TELL",4,4,12,2019,"14-May-2019","LALO",3,"NA",1,"N","1","TELL_4_4_12"
"1386","TELL",4,4,12,2019,"14-May-2019","LALO",3,"NA",1,"N","1","TELL_4_4_12"
"1387","TELL",4,4,12,2019,"14-May-2019","WHIM",2,"300",NA,"N","1","TELL_4_4_12"
"1388","TELL",4,4,12,2019,"14-May-2019","WIPT",0,"250",NA,"N","1","TELL_4_4_12"
"1389","TELL",4,4,12,2019,"14-May-2019","WIPT",0,"150",NA,"N","1","TELL_4_4_12"
"1390","TELL",4,4,12,2019,"14-May-2019","WIPT",1,"290",NA,"N","1","TELL_4_4_12"
"1391","TELL",4,4,12,2019,"14-May-2019","WIPT",6,"200",NA,"N","1","TELL_4_4_12"
"1392","TELL",4,4,12,2019,"14-May-2019","WIPT",8,"36",NA,"N","1","TELL_4_4_12"
"1393","TELL",4,4,12,2019,"14-May-2019","WIPT",9,"126",NA,"N","1","TELL_4_4_12"
"1394","TELL",4,5,12,2019,"5-Jul-2019","LALO",0,"NA",1,"N","1","TELL_4_5_12"
"1395","TELL",4,5,12,2019,"5-Jul-2019","PAGP",4,"91",NA,"N","1","TELL_4_5_12"
"1396","TELL",1,6,12,2019,"8-Jun-2019","BLUE",0,"NA",101,"N","1","TELL_1_6_12"
"1397","TELL",1,6,12,2019,"8-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_1_6_12"
"1398","TELL",1,6,12,2019,"8-Jun-2019","GCSP",2,"NA",1,"N","1","TELL_1_6_12"
"1399","TELL",1,6,12,2019,"8-Jun-2019","LALO",0,"NA",1,"N","2","TELL_1_6_12"
"1400","TELL",1,6,12,2019,"8-Jun-2019","LALO",9,"NA",1,"N","1","TELL_1_6_12"
"1401","TELL",1,6,12,2019,"8-Jun-2019","LTJA",8,"255",NA,"N","1","TELL_1_6_12"
"1402","TELL",1,6,12,2019,"8-Jun-2019","PAGP",9,"150",NA,"N","1","TELL_1_6_12"
"1403","TELL",1,6,12,2019,"8-Jun-2019","SAVS",0,"NA",1,"N","2","TELL_1_6_12"
"1404","TELL",1,6,12,2019,"8-Jun-2019","WIPT",3,"350",NA,"N","1","TELL_1_6_12"
"1405","TELL",1,6,12,2019,"8-Jun-2019","WIPT",7,"231",NA,"N","1","TELL_1_6_12"
"1406","TELL",4,9,12,2019,"31-May-2019","AMPI",1,"NA",101,"N","1","TELL_4_9_12"
"1407","TELL",4,9,12,2019,"31-May-2019","LALO",0,"NA",1,"N","3","TELL_4_9_12"
"1408","TELL",4,9,12,2019,"31-May-2019","LALO",2,"NA",101,"N","3","TELL_4_9_12"
"1409","COUN",4,10,12,2019,"19-May-2019","AMGP",5,"200",NA,"N","1","COUN_4_10_12"
"1410","COUN",4,10,12,2019,"19-May-2019","FOSP",8,"NA",101,"N","1","COUN_4_10_12"
"1411","COUN",4,10,12,2019,"19-May-2019","GCSP",0,"NA",1,"N","1","COUN_4_10_12"
"1412","COUN",4,10,12,2019,"19-May-2019","LALO",0,"NA",1,"N","1","COUN_4_10_12"
"1413","COUN",4,10,12,2019,"19-May-2019","LALO",1,"NA",101,"N","1","COUN_4_10_12"
"1414","COUN",4,10,12,2019,"19-May-2019","LALO",2,"NA",1,"N","1","COUN_4_10_12"
"1415","COUN",4,10,12,2019,"19-May-2019","LALO",4,"NA",101,"N","1","COUN_4_10_12"
"1416","COUN",4,10,12,2019,"19-May-2019","SAVS",0,"NA",1,"N","1","COUN_4_10_12"
"1417","COUN",4,10,12,2019,"19-May-2019","WESA",4,"NA",1,"N","2","COUN_4_10_12"
"1418","TELL",2,11,12,2019,"11-Jul-2019","CORE",0,"NA",1,"N","2","TELL_2_11_12"
"1419","TELL",2,11,12,2019,"11-Jul-2019","EYWA",5,"NA",101,"N","1","TELL_2_11_12"
"1420","TELL",2,11,12,2019,"11-Jul-2019","SAVS",0,"NA",1,"N","2","TELL_2_11_12"
"1421","COUN",4,12,12,2019,"17-Jul-2019","ATSP",5,"NA",1,"N","1","COUN_4_12_12"
"1422","COUN",4,12,12,2019,"17-Jul-2019","CORE",6,"NA",1,"N","1","COUN_4_12_12"
"1423","COUN",4,12,12,2019,"17-Jul-2019","LTJA",1,"400",NA,"N","1","COUN_4_12_12"
"1424","COUN",4,12,12,2019,"17-Jul-2019","PAGP",0,"250",NA,"N","1","COUN_4_12_12"
"1425","COUN",4,12,12,2019,"17-Jul-2019","PAGP",2,"300",NA,"N","1","COUN_4_12_12"
"1426","COUN",4,12,12,2019,"17-Jul-2019","PAGP",6,"250",NA,"N","1","COUN_4_12_12"
"1427","COUN",2,15,12,2019,"28-Jun-2019","AMPI",1,"NA",101,"N","1","COUN_2_15_12"
"1428","COUN",2,15,12,2019,"28-Jun-2019","AMPI",6,"NA",1,"N","1","COUN_2_15_12"
"1429","TELL",2,18,12,2019,"18-Jun-2019","NOWH",4,"NA",1,"N","1","TELL_2_18_12"
"1430","TELL",2,18,12,2019,"18-Jun-2019","REKN",1,"260",NA,"N","1","TELL_2_18_12"
"1431","TELL",2,18,12,2019,"18-Jun-2019","SNBU",0,"NA",101,"N","1","TELL_2_18_12"
"1432","TELL",1,19,12,2019,"7-Jun-2019","BLUE",5,"NA",1,"N","1","TELL_1_19_12"
"1433","TELL",1,19,12,2019,"7-Jun-2019","FOSP",0,"NA",101,"N","2","TELL_1_19_12"
"1434","TELL",1,19,12,2019,"7-Jun-2019","GCSP",2,"NA",1,"N","1","TELL_1_19_12"
"1435","TELL",1,19,12,2019,"7-Jun-2019","GCSP",3,"NA",101,"N","1","TELL_1_19_12"
"1436","TELL",1,19,12,2019,"7-Jun-2019","LALO",1,"NA",1,"N","1","TELL_1_19_12"
"1437","TELL",1,19,12,2019,"7-Jun-2019","LALO",6,"NA",1,"N","1","TELL_1_19_12"
"1438","TELL",1,19,12,2019,"7-Jun-2019","SAVS",0,"NA",1,"N","3","TELL_1_19_12"
"1439","TELL",1,19,12,2019,"7-Jun-2019","WIPT",0,"175",NA,"N","1","TELL_1_19_12"
"1440","TELL",1,19,12,2019,"7-Jun-2019","WIPT",2,"175",NA,"N","1","TELL_1_19_12"
"1441","TELL",1,19,12,2019,"7-Jun-2019","WIPT",2,"125",NA,"N","1","TELL_1_19_12"
"1442","TELL",1,19,12,2019,"7-Jun-2019","WIPT",5,"350",NA,"N","1","TELL_1_19_12"
"1443","TELL",1,19,12,2019,"7-Jun-2019","WIPT",8,"200",NA,"N","1","TELL_1_19_12"
"1444","TELL",1,19,12,2019,"7-Jun-2019","WISN",8,"150",NA,"N","1","TELL_1_19_12"
"1445","KOUG",4,19,12,2019,"11-May-2019","AMRO",3,"150",NA,"N","1","KOUG_4_19_12"
"1446","KOUG",4,19,12,2019,"11-May-2019","ATSP",0,"60",NA,"N","1","KOUG_4_19_12"
"1447","KOUG",4,19,12,2019,"11-May-2019","ATSP",1,"NA",101,"N","1","KOUG_4_19_12"
"1448","KOUG",4,19,12,2019,"11-May-2019","ATSP",3,"75",NA,"N","1","KOUG_4_19_12"
"1449","KOUG",4,19,12,2019,"11-May-2019","ATSP",1,"80",NA,"N","1","KOUG_4_19_12"
"1450","KOUG",4,19,12,2019,"11-May-2019","CANG",0,"210",NA,"N","2","KOUG_4_19_12"
"1451","KOUG",4,19,12,2019,"11-May-2019","WIPT",7,"190",NA,"N","1","KOUG_4_19_12"
"1452","KOUG",3,21,12,2019,"14-Jul-2019","AMGP",0,"150",NA,"N","1","KOUG_3_21_12"
"1453","KOUG",3,21,12,2019,"14-Jul-2019","AMGP",5,"120",NA,"N","1","KOUG_3_21_12"
"1454","KOUG",3,21,12,2019,"14-Jul-2019","GCTH",0,"NA",101,"N","2","KOUG_3_21_12"
"1455","KOUG",4,21,12,2019,"17-May-2019","AMPI",2,"NA",101,"N","1","KOUG_4_21_12"
"1456","KOUG",4,21,12,2019,"17-May-2019","AMPI",8,"NA",1,"N","1","KOUG_4_21_12"
"1457","KOUG",4,21,12,2019,"17-May-2019","GCSP",0,"NA",1,"N","1","KOUG_4_21_12"
"1458","KOUG",4,21,12,2019,"17-May-2019","GCSP",8,"NA",101,"N","1","KOUG_4_21_12"
"1459","KOUG",4,21,12,2019,"17-May-2019","LALO",6,"NA",1,"N","1","KOUG_4_21_12"
"1460","KOUG",4,21,12,2019,"17-May-2019","LALO",7,"NA",1,"N","1","KOUG_4_21_12"
"1461","KOUG",4,21,12,2019,"17-May-2019","ROPT",0,"150",NA,"N","1","KOUG_4_21_12"
"1462","KOUG",5,21,12,2019,"25-Jun-2019","AMPI",0,"NA",1,"N","1","KOUG_5_21_12"
"1463","KOUG",5,21,12,2019,"25-Jun-2019","BLUE",3,"NA",1,"N","1","KOUG_5_21_12"
"1464","KOUG",5,21,12,2019,"25-Jun-2019","GCSP",0,"NA",101,"N","2","KOUG_5_21_12"
"1465","KOUG",5,21,12,2019,"25-Jun-2019","NOWH",7,"NA",101,"N","2","KOUG_5_21_12"
"1466","TELL",2,22,12,2019,"29-May-2019","AMGP",5,"199",NA,"N","1","TELL_2_22_12"
"1467","TELL",2,22,12,2019,"29-May-2019","LALO",1,"NA",101,"N","1","TELL_2_22_12"
"1468","TELL",2,22,12,2019,"29-May-2019","LALO",2,"NA",101,"N","1","TELL_2_22_12"
"1469","TELL",2,22,12,2019,"29-May-2019","ROPT",1,"230",NA,"N","1","TELL_2_22_12"
"1470","TELL",2,22,12,2019,"29-May-2019","ROPT",3,"193",NA,"N","1","TELL_2_22_12"
"1471","TELL",2,22,12,2019,"29-May-2019","ROPT",6,"263",NA,"N","1","TELL_2_22_12"
"1472","TELL",2,22,12,2019,"29-May-2019","WCSP",0,"NA",1,"N","1","TELL_2_22_12"
"1473","COUN",2,1,13,2019,"20-Jun-2019","AMGP",0,"101",NA,"N","1","COUN_2_1_13"
"1474","COUN",2,1,13,2019,"20-Jun-2019","AMGP",0,"112",NA,"N","1","COUN_2_1_13"
"1475","COUN",2,1,13,2019,"20-Jun-2019","AMGP",9,"249",NA,"N","1","COUN_2_1_13"
"1476","COUN",2,1,13,2019,"20-Jun-2019","AMRO",1,"60",NA,"N","1","COUN_2_1_13"
"1477","COUN",2,1,13,2019,"20-Jun-2019","LTJA",0,"319",NA,"N","1","COUN_2_1_13"
"1478","COUN",2,1,13,2019,"20-Jun-2019","LTJA",5,"310",NA,"N","1","COUN_2_1_13"
"1479","TELL",3,1,13,2019,"22-May-2019","LALO",2,"NA",101,"N","2","TELL_3_1_13"
"1480","TELL",3,1,13,2019,"22-May-2019","LALO",3,"NA",101,"N","2","TELL_3_1_13"
"1481","COUN",5,2,13,2019,"4-Jul-2019","GCSP",0,"NA",1,"N","1","COUN_5_2_13"
"1482","COUN",5,2,13,2019,"4-Jul-2019","LALO",0,"NA",1,"N","2","COUN_5_2_13"
"1483","COUN",5,2,13,2019,"4-Jul-2019","SAVS",0,"NA",1,"N","2","COUN_5_2_13"
"1484","KOUG",1,3,13,2019,"3-Jun-2019","BLUE",0,"NA",1,"N","1","KOUG_1_3_13"
"1485","KOUG",1,3,13,2019,"3-Jun-2019","BLUE",2,"NA",1,"N","1","KOUG_1_3_13"
"1486","KOUG",1,3,13,2019,"3-Jun-2019","FOSP",1,"NA",101,"N","1","KOUG_1_3_13"
"1487","KOUG",1,3,13,2019,"3-Jun-2019","GCSP",0,"NA",101,"N","1","KOUG_1_3_13"
"1488","KOUG",1,3,13,2019,"3-Jun-2019","GCSP",0,"NA",101,"N","1","KOUG_1_3_13"
"1489","KOUG",1,3,13,2019,"3-Jun-2019","GCTH",2,"NA",1,"N","1","KOUG_1_3_13"
"1490","KOUG",1,3,13,2019,"3-Jun-2019","SAVS",0,"NA",101,"N","1","KOUG_1_3_13"
"1491","KOUG",1,3,13,2019,"3-Jun-2019","WCSP",9,"NA",101,"N","1","KOUG_1_3_13"
"1492","TELL",1,3,13,2019,"19-Jun-2019","CORE",4,"NA",1,"N","1","TELL_1_3_13"
"1493","TELL",1,3,13,2019,"19-Jun-2019","GCSP",5,"NA",101,"N","1","TELL_1_3_13"
"1494","TELL",1,3,13,2019,"19-Jun-2019","LALO",0,"NA",101,"N","1","TELL_1_3_13"
"1495","TELL",1,3,13,2019,"19-Jun-2019","LALO",2,"NA",1,"N","1","TELL_1_3_13"
"1496","TELL",1,3,13,2019,"19-Jun-2019","LALO",2,"NA",1,"N","1","TELL_1_3_13"
"1497","TELL",1,3,13,2019,"19-Jun-2019","LALO",3,"NA",1,"N","1","TELL_1_3_13"
"1498","TELL",1,3,13,2019,"19-Jun-2019","SAVS",5,"NA",1,"N","1","TELL_1_3_13"
"1499","KOUG",4,6,13,2019,"13-May-2019","AMRO",1,"NA",101,"N","1","KOUG_4_6_13"
"1500","KOUG",4,6,13,2019,"13-May-2019","AMRO",5,"NA",101,"N","1","KOUG_4_6_13"
"1501","KOUG",4,6,13,2019,"13-May-2019","AMRO",7,"125",NA,"N","1","KOUG_4_6_13"
"1502","KOUG",4,6,13,2019,"13-May-2019","ATSP",0,"NA",101,"N","1","KOUG_4_6_13"
"1503","KOUG",4,6,13,2019,"13-May-2019","ATSP",0,"NA",101,"N","1","KOUG_4_6_13"
"1504","KOUG",4,6,13,2019,"13-May-2019","ATSP",5,"NA",101,"N","1","KOUG_4_6_13"
"1505","KOUG",4,6,13,2019,"13-May-2019","ROPT",1,"350",NA,"N","1","KOUG_4_6_13"
"1506","KOUG",4,6,13,2019,"13-May-2019","ROPT",5,"300",NA,"N","1","KOUG_4_6_13"
"1507","KOUG",4,6,13,2019,"13-May-2019","ATSP",1,"NA",101,"N","1","KOUG_4_6_13"
"1508","KOUG",4,6,13,2019,"13-May-2019","WIPT",1,"NA",101,"N","1","KOUG_4_6_13"
"1509","KOUG",5,6,13,2019,"6-Jul-2019","CORE",0,"NA",101,"N","1","KOUG_5_6_13"
"1510","KOUG",5,6,13,2019,"6-Jul-2019","SAVS",7,"NA",1,"N","1","KOUG_5_6_13"
"1511","COUN",3,10,13,2019,"5-Jun-2019","AMRO",8,"105",NA,"N","1","COUN_3_10_13"
"1512","COUN",3,10,13,2019,"5-Jun-2019","BLUE",6,"NA",101,"N","1","COUN_3_10_13"
"1513","COUN",3,10,13,2019,"5-Jun-2019","FOSP",3,"NA",101,"N","2","COUN_3_10_13"
"1514","COUN",3,10,13,2019,"5-Jun-2019","GCSP",0,"NA",101,"N","2","COUN_3_10_13"
"1515","COUN",3,10,13,2019,"5-Jun-2019","GCTH",3,"NA",101,"N","3","COUN_3_10_13"
"1516","COUN",3,10,13,2019,"5-Jun-2019","NOWA",2,"NA",101,"N","1","COUN_3_10_13"
"1517","COUN",3,10,13,2019,"5-Jun-2019","SAVS",0,"NA",101,"N","1","COUN_3_10_13"
"1518","COUN",3,10,13,2019,"5-Jun-2019","WIPT",8,"89",NA,"N","1","COUN_3_10_13"
"1519","COUN",3,10,13,2019,"5-Jun-2019","WIWA",1,"NA",101,"N","2","COUN_3_10_13"
"1520","COUN",3,10,13,2019,"5-Jun-2019","YEWA",0,"NA",101,"N","1","COUN_3_10_13"
"1521","TELL",2,11,13,2019,"11-Jul-2019","LALO",0,"NA",1,"N","1","TELL_2_11_13"
"1522","TELL",2,11,13,2019,"11-Jul-2019","LALO",1,"NA",1,"N","1","TELL_2_11_13"
"1523","COUN",3,12,13,2019,"15-May-2019","AMRO",2,"240",NA,"N","1","COUN_3_12_13"
"1524","COUN",3,12,13,2019,"15-May-2019","LALO",0,"NA",101,"N","1","COUN_3_12_13"
"1525","COUN",4,12,13,2019,"17-Jul-2019","LALO",2,"NA",101,"N","1","COUN_4_12_13"
"1526","COUN",4,12,13,2019,"17-Jul-2019","PAGP",0,"200",NA,"N","1","COUN_4_12_13"
"1527","COUN",2,15,13,2019,"28-Jun-2019","AMGP",5,"335",NA,"N","1","COUN_2_15_13"
"1528","COUN",2,15,13,2019,"28-Jun-2019","FOSP",1,"NA",101,"N","2","COUN_2_15_13"
"1529","COUN",2,15,13,2019,"28-Jun-2019","GCSP",0,"NA",1,"N","2","COUN_2_15_13"
"1530","COUN",2,15,13,2019,"28-Jun-2019","GCSP",1,"NA",101,"N","1","COUN_2_15_13"
"1531","COUN",2,15,13,2019,"28-Jun-2019","SAVS",0,"NA",101,"N","2","COUN_2_15_13"
"1532","COUN",2,17,13,2019,"11-Jun-2019","ARWA",3,"NA",101,"N","2","COUN_2_17_13"
"1533","COUN",2,17,13,2019,"11-Jun-2019","FOSP",0,"NA",1,"N","1","COUN_2_17_13"
"1534","COUN",2,17,13,2019,"11-Jun-2019","FOSP",1,"NA",101,"N","1","COUN_2_17_13"
"1535","COUN",2,17,13,2019,"11-Jun-2019","GCSP",5,"NA",1,"N","1","COUN_2_17_13"
"1536","COUN",2,17,13,2019,"11-Jun-2019","GCTH",0,"NA",1,"N","1","COUN_2_17_13"
"1537","COUN",2,17,13,2019,"11-Jun-2019","GCTH",3,"NA",101,"N","1","COUN_2_17_13"
"1538","COUN",2,17,13,2019,"11-Jun-2019","SAVS",5,"NA",101,"N","1","COUN_2_17_13"
"1539","COUN",2,17,13,2019,"11-Jun-2019","YEWA",1,"NA",1,"N","1","COUN_2_17_13"
"1540","TELL",3,17,13,2019,"10-Jul-2019","LTJA",1,"152",NA,"N","1","TELL_3_17_13"
"1541","TELL",3,17,13,2019,"10-Jul-2019","LTJA",1,"138",NA,"N","1","TELL_3_17_13"
"1542","TELL",3,17,13,2019,"10-Jul-2019","PAGP",3,"200",NA,"N","1","TELL_3_17_13"
"1543","TELL",3,17,13,2019,"10-Jul-2019","PAGP",5,"386",NA,"N","1","TELL_3_17_13"
"1544","TELL",3,17,13,2019,"10-Jul-2019","SAVS",9,"NA",1,"N","1","TELL_3_17_13"
"1545","TELL",4,18,13,2019,"28-May-2019","FOSP",2,"NA",101,"N","1","TELL_4_18_13"
"1546","TELL",4,18,13,2019,"28-May-2019","FOSP",3,"NA",1,"N","1","TELL_4_18_13"
"1547","TELL",4,18,13,2019,"28-May-2019","GCSP",0,"NA",1,"N","1","TELL_4_18_13"
"1548","TELL",4,18,13,2019,"28-May-2019","GCSP",2,"NA",101,"N","1","TELL_4_18_13"
"1549","TELL",4,18,13,2019,"28-May-2019","LALO",0,"NA",1,"N","1","TELL_4_18_13"
"1550","TELL",4,18,13,2019,"28-May-2019","LALO",1,"NA",1,"N","1","TELL_4_18_13"
"1551","TELL",4,18,13,2019,"28-May-2019","LTJA",3,"100",NA,"N","1","TELL_4_18_13"
"1552","TELL",4,18,13,2019,"28-May-2019","PAGP",6,"200",NA,"N","1","TELL_4_18_13"
"1553","TELL",4,18,13,2019,"28-May-2019","SAVS",0,"NA",101,"N","1","TELL_4_18_13"
"1554","TELL",1,19,13,2019,"7-Jun-2019","ARWA",3,"NA",101,"N","1","TELL_1_19_13"
"1555","TELL",1,19,13,2019,"7-Jun-2019","BLUE",0,"NA",1,"N","1","TELL_1_19_13"
"1556","TELL",1,19,13,2019,"7-Jun-2019","BLUE",7,"NA",101,"N","1","TELL_1_19_13"
"1557","TELL",1,19,13,2019,"7-Jun-2019","FOSP",5,"NA",101,"N","1","TELL_1_19_13"
"1558","TELL",1,19,13,2019,"7-Jun-2019","GCSP",0,"NA",101,"N","1","TELL_1_19_13"
"1559","TELL",1,19,13,2019,"7-Jun-2019","GCSP",2,"NA",1,"N","1","TELL_1_19_13"
"1560","TELL",1,19,13,2019,"7-Jun-2019","GCSP",5,"NA",101,"N","1","TELL_1_19_13"
"1561","TELL",1,19,13,2019,"7-Jun-2019","GCTH",0,"NA",101,"N","1","TELL_1_19_13"
"1562","TELL",1,19,13,2019,"7-Jun-2019","ROPT",6,"300",NA,"N","1","TELL_1_19_13"
"1563","TELL",1,19,13,2019,"7-Jun-2019","SAVS",1,"NA",1,"N","1","TELL_1_19_13"
"1564","TELL",1,19,13,2019,"7-Jun-2019","WIPT",0,"50",NA,"N","1","TELL_1_19_13"
"1565","TELL",1,19,13,2019,"7-Jun-2019","WIPT",0,"60",NA,"N","1","TELL_1_19_13"
"1566","COUN",3,19,13,2019,"30-May-2019","GCSP",0,"NA",101,"N","1","COUN_3_19_13"
"1567","COUN",3,19,13,2019,"30-May-2019","GCSP",4,"NA",101,"N","1","COUN_3_19_13"
"1568","COUN",3,19,13,2019,"30-May-2019","LALO",2,"NA",101,"N","1","COUN_3_19_13"
"1569","COUN",3,19,13,2019,"30-May-2019","LALO",5,"NA",101,"N","1","COUN_3_19_13"
"1570","COUN",3,19,13,2019,"30-May-2019","SAVS",0,"NA",101,"N","1","COUN_3_19_13"
"1571","COUN",4,19,13,2019,"15-Jun-2019","GCSP",1,"NA",101,"N","1","COUN_4_19_13"
"1572","COUN",4,19,13,2019,"15-Jun-2019","LALO",0,"NA",1,"N","3","COUN_4_19_13"
"1573","COUN",4,19,13,2019,"15-Jun-2019","LALO",3,"NA",1,"N","1","COUN_4_19_13"
"1574","COUN",4,19,13,2019,"15-Jun-2019","SAVS",4,"NA",1,"N","2","COUN_4_19_13"
"1575","KOUG",3,20,13,2019,"27-May-2019","AMRO",4,"115",NA,"N","1","KOUG_3_20_13"
