 "STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-01-31","0.21",,"33","28"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-01","0.00",,"31","19"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-02","0.00",,"28","18"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-03","0.00",,"26","9"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-04","0.00",,"29","4"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-05","0.00",,"22","8"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-06","0.00",,"22","3"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-07","0.00",,"23","4"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-08","0.00",,"24","10"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-09","0.00",,"11","0"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-10","0.00",,"7","-7"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-11","0.00",,"7","-9"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-12","0.00",,"7","-7"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-13","0.00",,"5","-10"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-14","0.00",,"3","-13"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-15","0.00",,"6","-11"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-16","0.00",,"12","-7"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-17","0.00",,"5","-12"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-18","0.00",,"16","-10"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-19","0.00",,"27","-7"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-20","0.00",,"34","10"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-21","0.02",,"38","16"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-22","0.00",,"39","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-23","0.00",,"34","25"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-24","0.87",,"39","30"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-25","0.05",,"38","26"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-26","1.92",,"30","16"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-27","0.27",,"34","30"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-02-28","0.00",,"50","23"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-01","0.00",,"39","29"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-02","0.03",,"32","28"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-03","0.00",,"38","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-04","0.01",,"45","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-05","0.00",,"50","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-06","1.10",,"46","42"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-07","0.49",,"45","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-08","0.60",,"40","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-09","0.00",,"45","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-10","0.67",,"38","29"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-11","0.33",,"37","21"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-12","0.00",,"25","13"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-13","0.00",,"35","7"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-14","0.03",,"48","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-15","0.00",,"37","6"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-16","0.00",,"27","6"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-17","0.00",,"31","16"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-18","0.00",,"42","18"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-19","0.00",,"41","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-20","0.02",,"43","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-21","0.00",,"61","41"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-22","0.00",,"67","36"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-23","0.00",,"66","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-24","0.00",,"59","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-25","1.46",,"50","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-26","0.16",,"47","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-27","0.00",,"32","23"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-28","0.00",,"42","21"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-29","0.00",,"40","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-30","0.16",,"49","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-03-31","0.32",,"41","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-01","0.07",,"47","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-02","0.55",,"43","29"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-03","0.03",,"42","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-04","0.00",,"49","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-05","0.29",,"37","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-06","0.15",,"39","30"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-07","0.00",,"38","28"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-08","0.00",,"44","26"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-09","0.47",,"37","29"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-10","0.16",,"40","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-11","0.00",,"46","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-12","0.00",,"52","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-13","0.00",,"57","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-14","0.05",,"46","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-15","0.14",,"38","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-16","0.01",,"45","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-17","0.00",,"52","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-18","0.00",,"55","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-19","0.00",,"48","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-20","0.00",,"60","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-21","0.00",,"62","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-22","0.00",,"59","36"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-23","0.00",,"67","41"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-24","0.00",,"64","43"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-25","0.00",,"63","39"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-26","0.00",,"70","44"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-27","3.26",,"58","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-28","0.36",,"56","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-29","0.09",,"60","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-04-30","0.00",,"68","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-01","0.00",,"56","41"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-02","0.00",,"54","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-03","0.10",,"65","39"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-04","0.34",,"60","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-05","0.00",,"52","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-06","0.00",,"58","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-07","0.00",,"67","40"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-08","0.00",,"70","43"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-09","0.00",,"86","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-10","0.00",,"79","57"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-11","0.00",,"68","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-12","0.00",,"64","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-13","0.08",,"63","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-14","0.20",,"62","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-15","0.14",,"61","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-16","0.09",,"64","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-17","0.00",,"70","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-18","0.00",,"61","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-19","0.02",,"66","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-20","0.02",,"64","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-21","0.56",,"60","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-22","0.01",,"66","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-23","0.02",,"67","42"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-24","1.16",,"57","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-25","0.96",,"54","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-26","0.39",,"53","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-27","0.04",,"63","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-28","0.79",,"56","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-29","0.16",,"68","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-30","0.96",,"58","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-05-31","0.09",,"64","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-01","0.00",,"72","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-02","0.00",,"71","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-03","0.09",,"74","54"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-04","0.00",,"75","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-05","0.19",,"69","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-06","0.00",,"71","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-07","0.00",,"74","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-08","0.00",,"69","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-09","0.00",,"73","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-10","0.00",,"76","60"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-11","0.00",,"75","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-12","0.09",,"63","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-13","0.00",,"67","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-14","0.00",,"74","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-15","0.00",,"85","54"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-16","0.00",,"88","64"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-17","0.00",,"86","65"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-18","0.07",,"83","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-19","0.00",,"77","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-20","0.00",,"79","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-21","0.00",,"78","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-22","0.03",,"69","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-23","0.00",,"73","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-24","0.00",,"69","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-25","0.01",,"63","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-26","0.00",,"75","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-27","0.00",,"72","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-28","0.00",,"81","57"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-29","0.00",,"79","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-06-30","0.00",,"73","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-01","0.72",,"65","61"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-02","0.02",,"75","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-03","0.00",,"78","60"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-04","0.00",,"72","54"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-05","0.00",,"65","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-06","0.00",,"74","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-07","0.00",,"77","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-08","0.00",,"83","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-09","0.00",,"83","63"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-10","0.00",,"85","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-11","0.00",,"76","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-12","0.00",,"77","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-13","0.00",,"88","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-14","0.00",,"87","66"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-15","0.00",,"71","61"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-16","0.36",,"76","61"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-17","1.01",,"81","67"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-18","0.03",,"72","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-19","0.00",,"82","63"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-20","0.00",,"84","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-21","0.00",,"85","64"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-22","0.33",,"86","65"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-23","0.00",,"83","65"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-24","0.00",,"87","63"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-25","0.00",,"77","68"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-26","0.48",,"80","69"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-27","0.21",,"83","71"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-28","0.09",,"82","68"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-29","0.00",,"86","71"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-30","0.00",,"87","66"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-07-31","0.00",,"82","67"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-01","0.72",,"82","72"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-02","0.01",,"78","70"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-03","0.18",,"86","72"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-04","0.00",,"87","72"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-05","0.00",,"87","72"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-06","0.00",,"78","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-07","0.03",,"77","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-08","0.02",,"82","60"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-09","0.00",,"76","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-10","0.56",,"59","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-11","0.00",,"69","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-12","0.36",,"60","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-13","0.96",,"67","54"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-14","0.07",,"77","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-15","0.00",,"68","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-16","0.00",,"73","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-17","0.00",,"72","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-18","0.00",,"65","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-19","0.91",,"61","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-20","0.00",,"72","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-21","0.01",,"73","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-22","0.00",,"76","57"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-23","0.00",,"72","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-24","0.00",,"74","60"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-25","0.00",,"78","68"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-26","0.00",,"79","63"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-27","0.02",,"69","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-28","0.00",,"79","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-29","0.41",,"68","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-30","0.28",,"81","68"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-08-31","0.00",,"74","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-01","0.00",,"73","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-02","0.00",,"79","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-03","0.32",,"83","68"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-04","0.00",,"75","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-05","0.00",,"78","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-06","1.33",,"72","66"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-07","0.00",,"76","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-08","0.00",,"69","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-09","0.00",,"67","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-10","0.03",,"68","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-11","0.00",,"60","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-12","0.00",,"72","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-13","0.00",,"74","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-14","1.07",,"71","57"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-15","0.00",,"70","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-16","0.00",,"68","51"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-17","0.00",,"74","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-18","0.00",,"77","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-19","0.02",,"60","39"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-20","0.00",,"56","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-21","0.15",,"62","43"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-22","0.32",,"63","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-23","0.00",,"60","40"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-24","0.00",,"64","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-25","0.00",,"64","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-26","0.00",,"73","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-27","0.00",,"69","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-28","0.07",,"70","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-29","0.15",,"74","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-09-30","0.07",,"56","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-01","1.78",,"60","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-02","0.04",,"70","59"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-03","0.94",,"63","58"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-04","0.02",,"70","57"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-05","0.51",,"67","56"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-06","0.18",,"66","52"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-07","0.74",,"62","49"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-08","0.00",,"52","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-09","0.01",,"38","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-10","0.04",,"40","33"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-11","0.00",,"45","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-12","0.38",,"48","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-13","0.00",,"56","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-14","0.00",,"47","40"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-15","0.04",,"50","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-16","0.00",,"50","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-17","0.00",,"51","27"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-18","0.00",,"58","42"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-19","0.00",,"57","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-20","0.00",,"61","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-21","0.00",,"75","53"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-22","0.00",,"80","62"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-23","0.00",,"77","55"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-24","0.61",,"66","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-25","0.00",,"48","42"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-26","0.00",,"45","37"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-27","0.00",,"39","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-28","0.10",,"40","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-29","0.20",,"43","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-30","0.00",,"50","38"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-10-31","0.00",,"52","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-01","0.00",,"57","29"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-02","0.00",,"64","45"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-03","2.39",,"54","42"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-04","0.00",,"52","34"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-05","0.00",,"48","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-06","0.00",,"51","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-07","0.00",,"52","41"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-08","0.00",,"49","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-09","0.04",,"53","40"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-10","0.50",,"60","47"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-11","0.02",,"47","39"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-12","0.01",,"43","30"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-13","0.00",,"38","30"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-14","0.02",,"40","36"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-15","0.00",,"40","32"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-16","0.01",,"35","18"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-17","0.00",,"44","21"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-18","0.00",,"44","26"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-19","0.00",,"41","18"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-20","0.03",,"38","31"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-21","0.00",,"50","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-22","0.15",,"47","36"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-23","0.00",,"57","44"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-24","0.03",,"54","46"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-25","0.04",,"54","50"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-26","0.56",,"62","48"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-27","0.00",,"60","40"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-28","0.00",,"55","35"
"USW00014605","AUGUSTA STATE AIRPORT, ME US","1979-11-29","0.00",,"43","31"
