"","id","year","species","time_int","distance","dist_cat","flyover","count","display"
"3297","COUN_C5_T14_29",2021,"LALO","0",NA,1,"N","1",""
"3298","COUN_C5_T14_29",2021,"FOSP","1",NA,101,"N","1",""
"3299","COUN_C5_T14_29",2021,"LALO","2",NA,1,"N","1",""
"3300","COUN_C5_T14_29",2021,"GCSP","2",NA,101,"N","1",""
"3301","COUN_C5_T14_29",2021,"SAVS","3",NA,1,"N","1",""
"3302","COUN_C5_T14_29",2021,"WCSP","8",NA,1,"N","1",""
"3303","COUN_C5_T14_27",2021,"LALO","0",NA,1,"N","2",""
"3304","COUN_C5_T14_27",2021,"LALO","0",NA,101,"N","1",""
"3305","COUN_C5_T14_27",2021,"AMPI","0",NA,101,"N","1",""
"3306","COUN_C5_T14_27",2021,"LALO","3",NA,1,"N","3",""
"3307","COUN_C5_T14_19",2021,"WCSP","0",NA,101,"N","1",""
"3308","COUN_C5_T14_19",2021,"LALO","2",NA,101,"N","1",""
"3309","COUN_C5_T14_19",2021,"SAVS","4",NA,101,"N","1",""
"3310","COUN_C5_T14_19",2021,"GCSP","4",NA,101,"N","1",""
"3311","COUN_C5_T14_19",2021,"LALO","6",NA,101,"N","1",""
"3312","COUN_C5_T14_19",2021,"AMPI","7",NA,1,"N","1",""
"3313","COUN_C5_T14_15",2021,"WCSP","0",NA,101,"N","1",""
"3314","COUN_C5_T14_15",2021,"GCSP","0",NA,1,"N","1",""
"3315","COUN_C5_T14_15",2021,"FOSP","0",NA,1,"N","1",""
"3316","COUN_C5_T14_15",2021,"SAVS","1",NA,1,"N","1",""
"3317","COUN_C5_T14_15",2021,"GCSP","1",NA,101,"N","1",""
"3318","COUN_C5_T14_15",2021,"WCSP","1",NA,101,"N","1",""
"3319","COUN_C5_T14_15",2021,"SAVS","1",NA,1,"N","1",""
"3320","COUN_C5_T14_15",2021,"FOSP","4",NA,1,"N","2",""
"3321","COUN_C5_T14_15",2021,"SAVS","7",NA,1,"N","1",""
"3322","COUN_C5_T14_15",2021,"WCSP","8",NA,1,"N","1",""
"3323","COUN_C5_T14_15",2021,"GCSP","8",NA,1,"N","1",""
"3324","COUN_C5_T14_15",2021,"WISN","9","100",NA,"N","1",""
"3325","COUN_C5_T14_10",2021,"FOSP","0",NA,1,"N","1",""
"3326","COUN_C5_T14_10",2021,"GCSP","0",NA,1,"N","1",""
"3327","COUN_C5_T14_10",2021,"SAVS","0",NA,1,"N","1",""
"3328","COUN_C5_T14_10",2021,"WIWA","0",NA,1,"N","1",""
"3329","COUN_C5_T14_10",2021,"WCSP","1",NA,101,"N","1",""
"3330","COUN_C5_T14_10",2021,"GCSP","1",NA,101,"N","1",""
"3331","COUN_C5_T14_10",2021,"WCSP","2",NA,101,"N","1",""
"3332","COUN_C5_T14_10",2021,"WCSP","2",NA,101,"N","1",""
"3333","COUN_C5_T14_10",2021,"WISN","3",NA,101,"N","1",""
"3334","COUN_C5_T14_10",2021,"ATSP","3",NA,1,"N","1",""
"3335","COUN_C5_T14_10",2021,"LTJA","4","250",NA,"N","2",""
"3336","COUN_C5_T14_10",2021,"FOSP","7",NA,1,"N","1",""
"3337","COUN_C5_T14_14",2021,"GCSP","0",NA,1,"N","1",""
"3338","COUN_C5_T14_14",2021,"GCSP","0",NA,1,"N","1",""
"3339","COUN_C5_T14_14",2021,"SAVS","0",NA,1,"N","1",""
"3340","COUN_C5_T14_14",2021,"WCSP","0",NA,101,"N","1",""
"3341","COUN_C5_T14_14",2021,"WISN","1","200",NA,"N","1",""
"3342","COUN_C5_T14_14",2021,"AMRO","6","270",NA,"N","1",""
"3343","COUN_C5_T14_18",2021,"GCSP","0",NA,101,"N","1",""
"3344","COUN_C5_T14_18",2021,"GCSP","0",NA,1,"N","1",""
"3345","COUN_C5_T14_18",2021,"FOSP","0",NA,101,"N","1",""
"3346","COUN_C5_T14_18",2021,"FOSP","0",NA,101,"N","1",""
"3347","COUN_C5_T14_18",2021,"WISN","0","45",NA,"N","1",""
"3348","COUN_C5_T14_18",2021,"FOSP","2",NA,1,"N","1",""
"3349","COUN_C5_T14_18",2021,"GCSP","2",NA,101,"N","1",""
"3350","COUN_C5_T14_18",2021,"SAVS","2",NA,1,"N","1",""
"3351","COUN_C5_T14_18",2021,"AMRO","6","200",NA,"N","1",""
"3352","COUN_C5_T14_18",2021,"WISN","9","250",NA,"N","1",""
"3353","COUN_C5_T14_22",2021,"GCSP","0",NA,1,"N","1",""
"3354","COUN_C5_T14_22",2021,"GCSP","0",NA,1,"N","1",""
"3355","COUN_C5_T14_22",2021,"WCSP","0",NA,101,"N","1",""
"3356","COUN_C5_T14_22",2021,"FOSP","0",NA,101,"N","1",""
"3357","COUN_C5_T14_22",2021,"NOPI","2","350",NA,"N","2",""
"3358","COUN_C5_T14_22",2021,"ATSP","4",NA,101,"N","1",""
"3359","COUN_C5_T14_22",2021,"GCSP","5",NA,1,"N","1",""
"3360","COUN_C5_T14_22",2021,"WCSP","6",NA,101,"N","1",""
"3361","COUN_C5_T14_22",2021,"AMPI","6",NA,1,"N","1",""
"3362","COUN_C5_T14_25",2021,"AMRO","0","110",NA,"N","1",""
"3363","COUN_C5_T14_25",2021,"GCSP","0",NA,101,"N","1",""
"3364","COUN_C5_T14_25",2021,"WCSP","0",NA,101,"N","1",""
"3365","COUN_C5_T14_25",2021,"ATSP","0",NA,101,"N","1",""
"3366","COUN_C5_T14_25",2021,"FOSP","2",NA,1,"N","1",""
"3367","COUN_C5_T14_25",2021,"SAVS","2",NA,1,"N","1",""
"3368","COUN_C5_T14_25",2021,"CORE","6",NA,1,"N","1",""
"3369","COUN_C5_T14_25",2021,"WCSP","7",NA,1,"N","1",""
"3370","COUN_C5_T14_25",2021,"ATSP","7",NA,1,"N","2",""
"3371","TELL_T3_T19_16",2021,"LALO","0",NA,1,"N","1",""
"3372","TELL_T3_T19_16",2021,"LALO","0",NA,1,"N","1",""
"3373","TELL_T3_T19_16",2021,"SAVS","0",NA,101,"N","1",""
"3374","TELL_T3_T19_16",2021,"WIPT","1","230",NA,"N","1",""
"3375","TELL_T3_T19_16",2021,"SAVS","4",NA,101,"N","1",""
"3376","TELL_T3_T19_16",2021,"LALO","8",NA,101,"N","1",""
"3377","TELL_T3_T19_16",2021,"SAVS","8",NA,1,"N","1",""
"3378","TELL_T3_T19_15",2021,"SAVS","0",NA,1,"N","1",""
"3379","TELL_T3_T19_15",2021,"LALO","0",NA,1,"N","1",""
"3380","TELL_T3_T19_15",2021,"LALO","0",NA,101,"N","1",""
"3381","TELL_T3_T19_15",2021,"WIPT","0","200",NA,"N","1",""
"3382","TELL_T3_T19_15",2021,"GCSP","1",NA,1,"N","1",""
"3383","TELL_T3_T19_15",2021,"SAVS","2",NA,1,"N","1",""
"3384","TELL_T3_T19_15",2021,"BTGO","2","300",NA,"N","1",""
"3385","TELL_T3_T19_15",2021,"WIPT","3","150",NA,"N","1",""
"3386","TELL_T3_T19_15",2021,"SAVS","4",NA,1,"N","1",""
"3387","TELL_T3_T19_15",2021,"WIPT","6","200",NA,"N","1",""
"3388","TELL_T3_T19_15",2021,"CANG","7",NA,699,"N","1",""
"3389","TELL_T3_T19_14",2021,"LALO","0",NA,1,"N","1",""
"3390","TELL_T3_T19_14",2021,"GCSP","0",NA,101,"N","1",""
"3391","TELL_T3_T19_14",2021,"SAVS","1",NA,1,"N","1",""
"3392","TELL_T3_T19_14",2021,"SAVS","1",NA,101,"N","1",""
"3393","TELL_T3_T19_14",2021,"GCSP","3",NA,101,"N","1",""
"3394","TELL_T3_T19_14",2021,"SAVS","3",NA,101,"N","1",""
"3395","TELL_T3_T19_14",2021,"LALO","8",NA,101,"N","1",""
"3396","TELL_T3_T19_14",2021,"WIPT","8","139",NA,"N","2",""
"3397","TELL_T3_T19_14",2021,"WESA","9",NA,101,"N","1",""
"3398","TELL_T3_T19_11",2021,"LALO","0",NA,1,"N","1",""
"3399","TELL_T3_T19_11",2021,"SAVS","4",NA,101,"N","1",""
"3400","TELL_T3_T19_11",2021,"SAVS","6",NA,1,"N","1",""
"3401","TELL_T3_T19_11",2021,"WIPT","8","350",NA,"N","1",""
"3402","TELL_T3_T19_8",2021,"SAVS","0",NA,1,"N","1",""
"3403","TELL_T3_T19_8",2021,"SAVS","0",NA,101,"N","1",""
"3404","TELL_T3_T19_8",2021,"CANG","2","400",NA,"N","5",""
"3405","TELL_T3_T19_8",2021,"LALO","3",NA,101,"N","1",""
"3406","TELL_T3_T19_8",2021,"WIPT","5","400",NA,"N","1",""
"3407","TELL_T3_T19_8",2021,"SACR","7","200",NA,"N","3",""
"3408","TELL_T3_T19_8",2021,"LALO","9",NA,1,"N","1",""
"3409","TELL_T3_T19_10",2021,"LALO","0",NA,1,"N","1",""
"3410","TELL_T3_T19_10",2021,"WISN","0","15",NA,"N","1",""
"3411","TELL_T3_T19_10",2021,"LALO","1",NA,1,"N","1",""
"3412","TELL_T3_T19_10",2021,"SAVS","1",NA,1,"N","1",""
"3413","TELL_T3_T19_10",2021,"WIPT","2","183",NA,"N","1",""
"3414","TELL_T3_T19_10",2021,"SAVS","2",NA,101,"N","1",""
"3415","TELL_T3_T19_10",2021,"WIPT","3","100",NA,"N","1",""
"3416","TELL_T3_T19_10",2021,"WESA","6",NA,101,"N","1",""
"3417","TELL_T3_T19_10",2021,"SAVS","8",NA,1,"N","1",""
"3418","TELL_T3_T19_10",2021,"UNKNP","9","300",NA,"N","1",""
"3419","TELL_T3_T19_13",2021,"LALO","0",NA,101,"N","1",""
"3420","TELL_T3_T19_13",2021,"SAVS","0",NA,101,"N","1",""
"3421","TELL_T3_T19_13",2021,"LALO","0",NA,1,"N","1",""
"3422","TELL_T3_T19_13",2021,"GCSP","0",NA,101,"N","1",""
"3423","TELL_T3_T19_13",2021,"GCSP","1",NA,1,"N","1",""
"3424","TELL_T3_T19_13",2021,"WESA","1",NA,101,"N","1",""
"3425","TELL_T3_T19_13",2021,"WIPT","2","140",NA,"N","1",""
"3426","TELL_T3_T19_13",2021,"LALO","4",NA,101,"N","1",""
"3427","TELL_T3_T19_13",2021,"WIPT","8","375",NA,"N","1",""
"3428","TELL_T3_T19_17",2021,"ATSP","0",NA,1,"N","1",""
"3429","TELL_T3_T19_17",2021,"GCSP","0",NA,1,"N","1",""
"3430","TELL_T3_T19_17",2021,"FOSP","0",NA,1,"N","1",""
"3431","TELL_T3_T19_17",2021,"ATSP","0",NA,1,"N","1",""
"3432","TELL_T3_T19_17",2021,"GCSP","1",NA,101,"N","1",""
"3433","TELL_T3_T19_17",2021,"FOSP","3",NA,101,"N","1",""
"3434","TELL_T3_T19_17",2021,"ATSP","3",NA,101,"N","1",""
"3435","TELL_T3_T19_17",2021,"WESA","8",NA,101,"N","1",""
"3436","TELL_T3_T19_20",2021,"WIPT","0","75",NA,"N","2",""
"3437","TELL_T3_T19_20",2021,"WESA","0",NA,101,"N","1",""
"3438","TELL_T3_T19_20",2021,"LALO","0",NA,1,"N","1",""
"3439","TELL_T3_T19_20",2021,"LALO","0",NA,1,"N","1",""
"3440","TELL_T3_T19_20",2021,"SAVS","1",NA,1,"N","1",""
"3441","TELL_T3_T19_20",2021,"SAVS","1",NA,1,"N","1",""
"3442","TELL_T3_T19_20",2021,"WESA","3",NA,101,"N","1",""
"3443","TELL_T3_T19_20",2021,"LALO","3",NA,101,"N","1",""
"3444","TELL_T3_T19_20",2021,"WESA","3",NA,101,"N","2",""
"3445","TELL_T3_T19_20",2021,"FOSP","3",NA,101,"N","1",""
"3446","TELL_T3_T19_20",2021,"WIPT","5","350",NA,"N","1",""
"3447","TELL_T3_T19_20",2021,"WISN","6","350",NA,"N","1",""
"3448","TELL_T3_T19_20",2021,"FOSP","7",NA,101,"N","1",""
"3449","TELL_T3_T19_20",2021,"WISN","9","175",NA,"N","1",""
"3450","TELL_T3_T19_18",2021,"ATSP","0",NA,1,"N","1",""
"3451","TELL_T3_T19_18",2021,"GCSP","0",NA,1,"N","1",""
"3452","TELL_T3_T19_18",2021,"SQUIR","3","300",NA,"N","1",""
"3453","TELL_T3_T19_18",2021,"LTJA","8","400",NA,"N","1",""
"3454","TELL_T3_T19_21",2021,"WCSP","0",NA,101,"N","1",""
"3455","TELL_T3_T19_21",2021,"FOSP","1",NA,101,"N","1",""
"3456","TELL_T3_T19_21",2021,"LALO","1",NA,1,"N","1",""
"3457","TELL_T3_T19_21",2021,"GCSP","1",NA,1,"N","1",""
"3458","TELL_T3_T19_21",2021,"LALO","2",NA,1,"N","1",""
"3459","TELL_T3_T19_21",2021,"WISN","2","300",NA,"N","1",""
"3460","TELL_T3_T19_21",2021,"AMGP","9","223",NA,"N","1",""
"3461","TELL_T3_T19_23",2021,"LALO","0",NA,1,"N","2",""
"3462","TELL_T3_T19_23",2021,"WIPT","0","75",NA,"N","1",""
"3463","TELL_T3_T19_23",2021,"GCSP","0",NA,1,"N","1",""
"3464","TELL_T3_T19_23",2021,"WESA","0",NA,1,"N","1",""
"3465","TELL_T3_T19_23",2021,"LALO","0",NA,101,"N","1",""
"3466","TELL_T3_T19_23",2021,"LTJA","2","200",NA,"N","1",""
"3467","TELL_T3_T19_23",2021,"WISN","3","100",NA,"N","1",""
"3468","TELL_T3_T19_23",2021,"WIPT","5","232",NA,"N","1",""
"3469","TELL_T3_T19_23",2021,"ROPT","5","100",NA,"N","1",""
"3470","TELL_T3_T19_23",2021,"SAVS","5",NA,101,"N","1",""
"3471","TELL_T3_T19_23",2021,"SAVS","7",NA,101,"N","1",""
"3472","TELL_T3_T19_23",2021,"REKN","8","250",NA,"N","1",""
"3473","TELL_T3_T19_23",2021,"GCSP","9",NA,101,"N","1",""
"3474","KOUG_K2_T2_2",2021,"LALO","0",NA,101,"N","1",""
"3475","KOUG_K2_T2_2",2021,"SAVS","0",NA,1,"N","1",""
"3476","KOUG_K2_T2_2",2021,"LALO","0",NA,101,"N","1",""
"3477","KOUG_K2_T2_2",2021,"SAVS","2",NA,101,"N","1",""
"3478","KOUG_K2_T2_2",2021,"WISN","2","300",NA,"N","1",""
"3479","KOUG_K2_T2_2",2021,"WIPT","9","225",NA,"N","1",""
"3480","KOUG_K2_T2_6",2021,"WIPT","0","260",NA,"N","1",""
"3481","KOUG_K2_T2_6",2021,"SAVS","1",NA,101,"N","1",""
"3482","KOUG_K2_T2_6",2021,"LALO","1",NA,1,"N","1",""
"3483","KOUG_K2_T2_6",2021,"LALO","1",NA,101,"N","1",""
"3484","KOUG_K2_T2_6",2021,"LALO","6",NA,1,"N","1",""
"3485","KOUG_K2_T2_6",2021,"SAVS","8",NA,101,"N","1",""
"3486","KOUG_K2_T2_3",2021,"LALO","0",NA,1,"N","1",""
"3487","KOUG_K2_T2_3",2021,"LALO","0",NA,1,"N","1",""
"3488","KOUG_K2_T2_3",2021,"WIPT","0","225",NA,"N","1",""
"3489","KOUG_K2_T2_3",2021,"WIPT","2","250",NA,"N","1",""
"3490","KOUG_K2_T2_3",2021,"LALO","4",NA,101,"N","1",""
"3491","KOUG_K2_T2_3",2021,"LALO","4",NA,101,"N","1",""
"3492","KOUG_K2_T2_3",2021,"GCSP","5",NA,1,"N","1",""
"3493","KOUG_K2_T2_3",2021,"LTJA","8","250",NA,"N","1",""
"3494","KOUG_K2_T2_3",2021,"WHIM","9","250",NA,"N","1",""
"3495","KOUG_K2_T2_7",2021,"LALO","0",NA,101,"N","1",""
"3496","KOUG_K2_T2_7",2021,"WHIM","1","120",NA,"N","1",""
"3497","KOUG_K2_T2_7",2021,"WHIM","3","91",NA,"N","1",""
"3498","KOUG_K2_T2_7",2021,"LALO","4",NA,1,"N","1",""
"3499","KOUG_K2_T2_7",2021,"BTGO","6","120",NA,"N","1",""
"3500","KOUG_K2_T2_7",2021,"PAGP","9","200",NA,"N","2",""
"3501","KOUG_K2_T2_4",2021,"LALO","0",NA,1,"N","2",""
"3502","KOUG_K2_T2_4",2021,"LALO","0",NA,101,"N","1",""
"3503","KOUG_K2_T2_4",2021,"SAVS","0",NA,101,"N","1",""
"3504","KOUG_K2_T2_4",2021,"ATSP","1",NA,101,"N","1",""
"3505","KOUG_K2_T2_4",2021,"NOPI","2","230",NA,"N","2",""
"3506","KOUG_K2_T2_4",2021,"LALO","4",NA,101,"N","1",""
"3507","KOUG_K2_T2_4",2021,"PAGP","6","250",NA,"N","1",""
"3508","KOUG_K2_T2_4",2021,"SAVS","8",NA,101,"N","1",""
"3509","KOUG_K2_T2_8",2021,"WESA","0",NA,101,"N","2",""
"3510","KOUG_K2_T2_8",2021,"SAVS","0",NA,101,"N","1",""
"3511","KOUG_K2_T2_8",2021,"SAVS","0",NA,1,"N","1",""
"3512","KOUG_K2_T2_8",2021,"SAVS","0",NA,1,"N","1",""
"3513","KOUG_K2_T2_8",2021,"SAVS","0",NA,101,"N","1",""
"3514","KOUG_K2_T2_8",2021,"LALO","0",NA,101,"N","1",""
"3515","KOUG_K2_T2_8",2021,"WHIM","3","140",NA,"N","1",""
"3516","KOUG_K2_T2_8",2021,"WHIM","3","170",NA,"N","1",""
"3517","KOUG_K2_T2_11",2021,"SAVS","0",NA,101,"N","1",""
"3518","KOUG_K2_T2_11",2021,"WHIM","0","160",NA,"N","1",""
"3519","KOUG_K2_T2_11",2021,"LALO","0",NA,101,"N","1",""
"3520","KOUG_K2_T2_11",2021,"WHIM","1","200",NA,"N","1",""
"3521","KOUG_K2_T2_11",2021,"LALO","4",NA,101,"N","1",""
"3522","KOUG_K2_T2_11",2021,"WESA","6",NA,101,"N","1",""
"3523","KOUG_K2_T2_11",2021,"LALO","9",NA,1,"N","1",""
"3524","KOUG_K2_T2_14",2021,"SAVS","0",NA,101,"N","1",""
"3525","KOUG_K2_T2_14",2021,"LALO","0",NA,101,"N","1",""
"3526","KOUG_K2_T2_14",2021,"LALO","0",NA,101,"N","1",""
"3527","KOUG_K2_T2_14",2021,"WHIM","1","270",270,"N","1",""
"3528","KOUG_K2_T2_14",2021,"WHIM","2","130",NA,"N","1",""
"3529","KOUG_K2_T2_14",2021,"WHIM","2","300",NA,"N","1",""
"3530","KOUG_K2_T2_14",2021,"SAVS","4",NA,101,"N","1",""
"3531","KOUG_K2_T2_14",2021,"LALO","5",NA,1,"N","1",""
"3532","KOUG_K2_T2_14",2021,"WHIM","6","150",NA,"N","1",""
"3533","KOUG_K2_T2_14",2021,"BTGO","9","400",NA,"N","1",""
"3534","KOUG_K2_T2_10",2021,"LALO","0",NA,101,"N","1",""
"3535","KOUG_K2_T2_10",2021,"SAVS","0",NA,101,"N","1",""
"3536","KOUG_K2_T2_10",2021,"LALO","1",NA,101,"N","1",""
"3537","KOUG_K2_T2_10",2021,"WHIM","1","56",NA,"N","1",""
"3538","KOUG_K2_T2_10",2021,"LTJA","3","86",NA,"N","1",""
"3539","KOUG_K2_T2_10",2021,"LALO","5",NA,1,"N","1",""
"3540","KOUG_K2_T2_10",2021,"WHIM","5","240",NA,"N","1",""
"3541","KOUG_K2_T2_10",2021,"WHIM","8","115",NA,"N","1",""
"3542","KOUG_K2_T2_13",2021,"LALO","0",NA,1,"N","1",""
"3543","KOUG_K2_T2_13",2021,"LALO","0",NA,1,"N","1",""
"3544","KOUG_K2_T2_13",2021,"WHIM","2","200",NA,"N","1",""
"3545","KOUG_K2_T2_9",2021,"FOSP","0",NA,101,"N","1",""
"3546","KOUG_K2_T2_9",2021,"FOSP","0",NA,101,"N","1",""
"3547","KOUG_K2_T2_9",2021,"ATSP","0",NA,1,"N","1",""
"3548","KOUG_K2_T2_9",2021,"FOSP","0",NA,1,"N","1",""
"3549","KOUG_K2_T2_9",2021,"WCSP","0",NA,101,"N","1",""
"3550","KOUG_K2_T2_9",2021,"LALO","9",NA,1,"N","1",""
"3551","TELL_T5_T13_9",2021,"GCSP","0",NA,1,"N","1",""
"3552","TELL_T5_T13_9",2021,"FOSP","0",NA,1,"N","1",""
"3553","TELL_T5_T13_9",2021,"FOSP","0",NA,101,"N","1",""
"3554","TELL_T5_T13_9",2021,"FOSP","0",NA,101,"N","1",""
"3555","TELL_T5_T13_9",2021,"GCSP","1",NA,101,"N","1",""
"3556","TELL_T5_T13_9",2021,"LTJA","1","175",NA,"N","2",""
"3557","TELL_T5_T13_9",2021,"GCSP","2",NA,101,"N","1",""
"3558","TELL_T5_T13_9",2021,"FOSP","2",NA,101,"N","1",""
"3559","TELL_T5_T13_9",2021,"LTJA","3","375",NA,"N","1",""
"3560","TELL_T5_T13_9",2021,"AMRO","4","250",NA,"N","1",""
"3561","TELL_T5_T13_9",2021,"WIPT","5","350",NA,"N","1",""
"3562","TELL_T5_T13_9",2021,"GCSP","5",NA,1,"N","1",""
"3563","TELL_T5_T13_9",2021,"FOSP","7",NA,1,"N","1",""
"3564","TELL_T5_T13_9",2021,"WISN","9","300",NA,"N","1",""
"3565","TELL_T5_T13_13",2021,"RLHA","0","238",NA,"N","1",""
"3566","TELL_T5_T13_13",2021,"WCSP","0",NA,1,"N","1",""
"3567","TELL_T5_T13_13",2021,"ATSP","0",NA,1,"N","1",""
"3568","TELL_T5_T13_13",2021,"GCSP","0",NA,1,"N","1",""
"3569","TELL_T5_T13_13",2021,"GCSP","0",NA,1,"N","1",""
"3570","TELL_T5_T13_13",2021,"WCSP","0",NA,1,"N","1",""
"3571","TELL_T5_T13_13",2021,"FOSP","0",NA,101,"N","1",""
"3572","TELL_T5_T13_13",2021,"WCSP","1",NA,1,"N","1",""
"3573","TELL_T5_T13_13",2021,"FOSP","1",NA,1,"N","1",""
"3574","TELL_T5_T13_13",2021,"GCSP","1",NA,101,"N","1",""
"3575","TELL_T5_T13_13",2021,"GCSP","1",NA,101,"N","1",""
"3576","TELL_T5_T13_13",2021,"CORE","2",NA,1,"N","1",""
"3577","TELL_T5_T13_13",2021,"FOSP","3",NA,101,"N","1",""
"3578","TELL_T5_T13_13",2021,"FOSP","3",NA,1,"N","1",""
"3579","TELL_T5_T13_13",2021,"SAVS","7",NA,101,"N","1",""
"3580","TELL_T5_T13_13",2021,"SONG","8",NA,101,"N","5",""
"3581","TELL_T5_T13_13",2021,"ATSP","9",NA,101,"N","1",""
"3582","TELL_T5_T13_17",2021,"WCSP","0",NA,101,"N","1",""
"3583","TELL_T5_T13_17",2021,"GCSP","0",NA,101,"N","1",""
"3584","TELL_T5_T13_17",2021,"FOSP","0",NA,1,"N","1",""
"3585","TELL_T5_T13_17",2021,"SAVS","0",NA,1,"N","1",""
"3586","TELL_T5_T13_17",2021,"GCSP","0",NA,101,"N","1",""
"3587","TELL_T5_T13_17",2021,"FOSP","1",NA,101,"N","1",""
"3588","TELL_T5_T13_17",2021,"WISN","1","325",NA,"N","1",""
"3589","TELL_T5_T13_17",2021,"LALO","1",NA,1,"N","1",""
"3590","TELL_T5_T13_17",2021,"LALO","3",NA,1,"N","1",""
"3591","TELL_T5_T13_17",2021,"WIPT","3","400",NA,"N","1",""
"3592","TELL_T5_T13_17",2021,"GCSP","6",NA,1,"N","1",""
"3593","TELL_T5_T13_17",2021,"AMRO","9","350",NA,"N","1",""
"3594","TELL_T5_T13_20",2021,"FOSP","0",NA,1,"N","1",""
"3595","TELL_T5_T13_20",2021,"GCSP","0",NA,1,"N","1",""
"3596","TELL_T5_T13_20",2021,"GCSP","0",NA,1,"N","1",""
"3597","TELL_T5_T13_20",2021,"WCSP","0",NA,1,"N","1",""
"3598","TELL_T5_T13_20",2021,"WIPT","0","150",NA,"N","1",""
"3599","TELL_T5_T13_20",2021,"GCSP","1",NA,101,"N","1",""
"3600","TELL_T5_T13_20",2021,"FOSP","1",NA,101,"N","1",""
"3601","TELL_T5_T13_20",2021,"GCSP","2",NA,101,"N","1",""
"3602","TELL_T5_T13_20",2021,"AMPI","2",NA,1,"N","2",""
"3603","TELL_T5_T13_20",2021,"WCSP","4",NA,101,"N","1",""
"3604","TELL_T5_T13_20",2021,"AMRO","8","375",NA,"N","1",""
"3605","TELL_T5_T13_18",2021,"FOSP","0",NA,1,"N","1",""
"3606","TELL_T5_T13_18",2021,"GCSP","0",NA,1,"N","1",""
"3607","TELL_T5_T13_18",2021,"SAVS","0",NA,1,"N","1",""
"3608","TELL_T5_T13_18",2021,"WIPT","0","125",NA,"N","1",""
"3609","TELL_T5_T13_18",2021,"WISN","0","50",NA,"N","1",""
"3610","TELL_T5_T13_18",2021,"GCSP","3",NA,101,"N","1",""
"3611","TELL_T5_T13_18",2021,"GCSP","3",NA,1,"N","1",""
"3612","TELL_T5_T13_18",2021,"ATSP","5",NA,101,"N","1",""
"3613","TELL_T5_T13_18",2021,"WIPT","7","350",NA,"N","1",""
"3614","TELL_T5_T13_18",2021,"AMPI","9",NA,101,"N","1",""
"3615","TELL_T5_T13_15",2021,"ATSP","0",NA,101,"N","1",""
"3616","TELL_T5_T13_15",2021,"SAVS","0",NA,101,"N","1",""
"3617","TELL_T5_T13_15",2021,"GCSP","0",NA,1,"N","1",""
"3618","TELL_T5_T13_15",2021,"FOSP","0",NA,1,"N","1",""
"3619","TELL_T5_T13_15",2021,"ATSP","0",NA,101,"N","1",""
"3620","TELL_T5_T13_15",2021,"GCSP","0",NA,101,"N","1",""
"3621","TELL_T5_T13_15",2021,"WCSP","1",NA,101,"N","1",""
"3622","TELL_T5_T13_15",2021,"FOSP","1",NA,101,"N","1",""
"3623","TELL_T5_T13_15",2021,"ATSP","1",NA,1,"N","1",""
"3624","TELL_T5_T13_15",2021,"WCSP","2",NA,1,"N","1",""
"3625","TELL_T5_T13_15",2021,"ATSP","3",NA,101,"N","1",""
"3626","TELL_T5_T13_15",2021,"AMRO","6","250",NA,"N","1",""
"3627","TELL_T5_T13_15",2021,"WATA","7","275",NA,"N","1",""
"3628","TELL_T5_T13_15",2021,"WATA","7","300",NA,"N","1",""
"3629","TELL_T5_T13_11",2021,"WISN","0","115",NA,"N","1",""
"3630","TELL_T5_T13_11",2021,"WISN","0","275",NA,"N","1",""
"3631","TELL_T5_T13_11",2021,"GCSP","1",NA,1,"N","1",""
"3632","TELL_T5_T13_11",2021,"SAVS","1",NA,1,"N","1",""
"3633","TELL_T5_T13_11",2021,"WCSP","1",NA,1,"N","1",""
"3634","TELL_T5_T13_11",2021,"ATSP","2",NA,101,"N","1",""
"3635","TELL_T5_T13_11",2021,"FOSP","2",NA,1,"N","1",""
"3636","TELL_T5_T13_11",2021,"WCSP","2",NA,1,"N","1",""
"3637","TELL_T5_T13_11",2021,"GCSP","2",NA,1,"N","1",""
"3638","TELL_T5_T13_11",2021,"WIPT","3","400",NA,"N","1",""
"3639","TELL_T5_T13_11",2021,"FOSP","4",NA,101,"N","1",""
"3640","TELL_T5_T13_11",2021,"GCSP","4",NA,101,"N","1",""
"3641","TELL_T5_T13_11",2021,"ATSP","4",NA,101,"N","1",""
"3642","TELL_T5_T13_11",2021,"WIPT","4","200",NA,"N","1",""
"3643","TELL_T5_T13_11",2021,"WIPT","5","200",NA,"N","1",""
"3644","TELL_T5_T13_11",2021,"AMRO","5","91",NA,"N","1",""
"3645","TELL_T5_T13_11",2021,"ATSP","7",NA,1,"N","1",""
"3646","TELL_T5_T13_11",2021,"WCSP","7",NA,1,"N","1",""
"3647","TELL_T5_T13_8",2021,"LALO","2",NA,101,"N","1",""
"3648","TELL_T5_T13_8",2021,"AMRO","3","375",NA,"N","1",""
"3649","TELL_T5_T13_8",2021,"LALO","5",NA,101,"N","1",""
"3650","TELL_T5_T13_8",2021,"WISN","8","175",NA,"N","1",""
"3651","TELL_T5_T13_5",2021,"WIPT","0","80",NA,"N","1",""
"3652","TELL_T5_T13_5",2021,"WIPT","0","300",NA,"N","1",""
"3653","TELL_T5_T13_5",2021,"SAVS","0",NA,1,"N","1",""
"3654","TELL_T5_T13_5",2021,"SAVS","0",NA,101,"N","1",""
