"","id","year","species","time_int","distance","dist_cat","flyover","count","display"
"1801","KOUG_4_19_15",2019,"AMRO","6","NA",1,"N","1","NA"
"1802","KOUG_4_19_15",2019,"ATSP","1","NA",1,"N","1","NA"
"1803","KOUG_4_19_15",2019,"CORA","2","160",NA,"N","1","NA"
"1804","KOUG_4_21_15",2019,"AMPI","0","NA",1,"N","2","NA"
"1805","KOUG_4_21_15",2019,"AMPI","4","NA",101,"N","1","NA"
"1806","KOUG_4_21_15",2019,"AMPI","8","NA",1,"N","1","NA"
"1807","KOUG_4_21_15",2019,"ROPT","2","256",NA,"N","1","NA"
"1808","KOUG_5_21_15",2019,"ATSP","1","NA",101,"N","1","NA"
"1809","KOUG_5_21_15",2019,"CORE","2","NA",101,"N","1","NA"
"1810","KOUG_5_21_15",2019,"FOSP","2","NA",101,"N","1","NA"
"1811","KOUG_5_21_15",2019,"GCSP","1","NA",101,"N","1","NA"
"1812","KOUG_5_21_15",2019,"GCTH","0","NA",101,"N","2","NA"
"1813","KOUG_5_21_15",2019,"OCWA","6","NA",101,"N","1","NA"
"1814","KOUG_5_21_15",2019,"SAVS","4","NA",1,"N","1","NA"
"1815","KOUG_5_21_15",2019,"YEWA","0","NA",101,"N","2","NA"
"1816","TELL_2_22_15",2019,"GCSP","2","NA",101,"N","1","NA"
"1817","TELL_2_22_15",2019,"LALO","1","NA",1,"N","1","NA"
"1818","TELL_2_22_15",2019,"LALO","5","NA",101,"N","1","NA"
"1819","TELL_2_22_15",2019,"LTJA","0","112",NA,"N","2","NA"
"1820","TELL_2_22_15",2019,"PAGP","0","115",NA,"N","1","NA"
"1821","TELL_2_22_15",2019,"ROPT","4","336",NA,"N","1","NA"
"1822","TELL_2_22_15",2019,"WESA","1","NA",1,"N","1","NA"
"1823","KOUG_5_25_15",2019,"AMRO","1","64",NA,"N","1","NA"
"1824","KOUG_5_25_15",2019,"AMRO","2","NA",1,"N","2","NA"
"1825","KOUG_5_25_15",2019,"CORE","0","NA",1,"N","1","NA"
"1826","KOUG_5_25_15",2019,"FOSP","8","NA",101,"N","1","NA"
"1827","KOUG_5_25_15",2019,"GCSP","0","NA",1,"N","1","NA"
"1828","KOUG_5_25_15",2019,"GCSP","9","NA",1,"N","1","NA"
"1829","KOUG_5_25_15",2019,"SAVS","1","NA",1,"N","1","NA"
"1830","KOUG_5_25_15",2019,"WCSP","0","NA",1,"N","1","NA"
"1831","COUN_2_1_16",2019,"GCSP","4","NA",1,"N","1","NA"
"1832","COUN_2_1_16",2019,"GCTH","5","NA",101,"N","1","NA"
"1833","COUN_2_1_16",2019,"SURF","2","165",NA,"N","1","NA"
"1834","TELL_3_1_16",2019,"LALO","0","NA",101,"N","1","NA"
"1835","TELL_3_1_16",2019,"LALO","1","NA",101,"N","1","NA"
"1836","TELL_3_1_16",2019,"LALO","2","NA",101,"N","1","NA"
"1837","TELL_3_1_16",2019,"LALO","6","NA",101,"N","1","NA"
"1838","TELL_3_1_16",2019,"SAVS","2","NA",101,"N","1","NA"
"1839","TELL_3_1_16",2019,"SAVS","8","NA",1,"N","1","NA"
"1840","COUN_5_2_16",2019,"GCSP","8","NA",101,"N","1","NA"
"1841","COUN_5_2_16",2019,"SAVS","4","NA",101,"N","1","NA"
"1842","COUN_3_10_16",2019,"AMRO","1","82",NA,"N","1","NA"
"1843","COUN_3_10_16",2019,"AMRO","3","75",NA,"N","1","NA"
"1844","COUN_3_10_16",2019,"BLUE","4","NA",101,"N","1","NA"
"1845","COUN_3_10_16",2019,"CORE","1","NA",1,"N","1","NA"
"1846","COUN_3_10_16",2019,"FOSP","0","NA",1,"N","2","NA"
"1847","COUN_3_10_16",2019,"GCSP","0","NA",1,"N","2","NA"
"1848","COUN_3_10_16",2019,"GCTH","3","NA",1,"N","2","NA"
"1849","COUN_3_10_16",2019,"SAVS","0","NA",1,"N","1","NA"
"1850","COUN_3_10_16",2019,"SAVS","3","NA",1,"N","1","NA"
"1851","COUN_3_10_16",2019,"WIWA","2","NA",1,"N","1","NA"
"1852","COUN_4_10_16",2019,"LALO","0","NA",1,"N","3","NA"
"1853","COUN_4_10_16",2019,"LALO","4","NA",101,"N","1","NA"
"1854","COUN_4_10_16",2019,"LALO","4","NA",101,"N","1","NA"
"1855","COUN_4_10_16",2019,"LALO","5","NA",1,"N","2","NA"
"1856","COUN_4_10_16",2019,"SAVS","1","NA",1,"N","2","NA"
"1857","COUN_4_10_16",2019,"WCSP","2","NA",101,"N","1","NA"
"1858","COUN_4_10_16",2019,"WIPT","0","400",NA,"N","1","NA"
"1859","COUN_4_10_16",2019,"WIPT","7","300",NA,"N","1","NA"
"1860","TELL_2_11_16",2019,"LALO","4","NA",1,"N","1","NA"
"1861","TELL_2_11_16",2019,"SAVS","2","NA",1,"N","1","NA"
"1862","TELL_2_11_16",2019,"SAVS","7","NA",1,"N","1","NA"
"1863","TELL_2_11_16",2019,"WIPT","0","106",NA,"N","2","NA"
"1864","COUN_2_15_16",2019,"FOSP","5","NA",101,"N","1","NA"
"1865","COUN_2_15_16",2019,"NOWH","0","NA",101,"N","1","NA"
"1866","COUN_2_15_16",2019,"YEWA","1","NA",101,"N","1","NA"
"1867","TELL_3_17_16",2019,"LALO","0","NA",1,"N","2","NA"
"1868","TELL_3_17_16",2019,"LTJA","8","158",NA,"N","3","NA"
"1869","TELL_3_17_16",2019,"SAVS","2","NA",1,"N","1","NA"
"1870","TELL_3_17_16",2019,"SAVS","3","NA",1,"N","1","NA"
"1871","TELL_2_18_16",2019,"AMGP","0","112",NA,"N","1","NA"
"1872","TELL_2_18_16",2019,"LALO","1","NA",1,"N","3","NA"
"1873","TELL_2_18_16",2019,"SNBU","2","NA",101,"N","1","NA"
"1874","TELL_2_18_16",2019,"WESA","8","NA",101,"N","1","NA"
"1875","TELL_4_18_16",2019,"FOSP","0","NA",101,"N","1","NA"
"1876","TELL_4_18_16",2019,"FOSP","3","NA",1,"N","1","NA"
"1877","TELL_4_18_16",2019,"FOSP","7","NA",1,"N","1","NA"
"1878","TELL_4_18_16",2019,"GCSP","0","NA",101,"N","2","NA"
"1879","TELL_4_18_16",2019,"GCSP","5","NA",1,"N","1","NA"
"1880","TELL_4_18_16",2019,"GCTH","1","NA",1,"N","1","NA"
"1881","TELL_4_18_16",2019,"LALO","0","NA",101,"N","1","NA"
"1882","TELL_4_18_16",2019,"LALO","3","NA",1,"N","1","NA"
"1883","TELL_4_18_16",2019,"SAVS","1","NA",1,"N","1","NA"
"1884","TELL_4_18_16",2019,"WIPT","2","400",NA,"N","1","NA"
"1885","TELL_4_18_16",2019,"WIPT","4","200",NA,"N","1","NA"
"1886","COUN_3_19_16",2019,"AMPI","7","NA",101,"N","1","NA"
"1887","COUN_3_19_16",2019,"GCSP","2","NA",101,"N","1","NA"
"1888","COUN_3_19_16",2019,"LALO","0","NA",1,"N","1","NA"
"1889","COUN_3_19_16",2019,"LALO","0","NA",101,"N","1","NA"
"1890","COUN_3_19_16",2019,"LTJA","1","52",NA,"N","2","NA"
"1891","COUN_3_19_16",2019,"PTARM","0","375",NA,"N","1","NA"
"1892","COUN_3_19_16",2019,"WIPT","2","250",NA,"N","1","NA"
"1893","COUN_3_19_16",2019,"WIPT","6","160",NA,"N","1","NA"
"1894","KOUG_4_19_16",2019,"ATSP","0","NA",1,"N","1","NA"
"1895","KOUG_4_19_16",2019,"ATSP","0","NA",1,"N","1","NA"
"1896","KOUG_4_19_16",2019,"ATSP","0","NA",1,"N","1","NA"
"1897","KOUG_4_19_16",2019,"ATSP","5","NA",1,"N","1","NA"
"1898","COUN_4_19_16",2019,"SNBU","0","NA",1,"N","1","NA"
"1899","KOUG_3_20_16",2019,"AMPI","4","NA",101,"N","1","NA"
"1900","KOUG_3_20_16",2019,"ROPT","0","386",NA,"N","2","NA"
"1901","KOUG_3_20_16",2019,"SQUIR","6","157",NA,"N","1","NA"
"1902","KOUG_3_20_16",2019,"SQUIR","7","30",NA,"N","1","NA"
"1903","KOUG_3_21_16",2019,"AMGP","0","113",NA,"N","1","NA"
"1904","KOUG_3_21_16",2019,"AMGP","1","200",NA,"N","1","NA"
"1905","KOUG_3_21_16",2019,"ATSP","0","NA",101,"N","2","NA"
"1906","KOUG_3_21_16",2019,"ATSP","4","NA",101,"N","1","NA"
"1907","KOUG_4_21_16",2019,"AMPI","5","NA",1,"N","1","NA"
"1908","KOUG_4_21_16",2019,"SQUIR","0","200",NA,"N","1","NA"
"1909","KOUG_5_21_16",2019,"ARWA","5","NA",101,"N","1","NA"
"1910","KOUG_5_21_16",2019,"ATSP","0","NA",101,"N","1","NA"
"1911","KOUG_5_21_16",2019,"FOSP","1","NA",101,"N","1","NA"
"1912","KOUG_5_21_16",2019,"SAVS","0","NA",1,"N","1","NA"
"1913","KOUG_5_21_16",2019,"WESA","0","NA",1,"N","2","NA"
"1914","KOUG_5_21_16",2019,"WHIM","8","225",NA,"N","1","NA"
"1915","TELL_2_22_16",2019,"GCSP","1","NA",1,"N","1","NA"
"1916","TELL_2_22_16",2019,"GCSP","1","NA",1,"N","1","NA"
"1917","TELL_2_22_16",2019,"LALO","3","NA",1,"N","1","NA"
"1918","TELL_2_22_16",2019,"LALO","9","NA",101,"N","1","NA"
"1919","TELL_2_22_16",2019,"LTJA","2","336",NA,"N","1","NA"
"1920","TELL_2_22_16",2019,"OCWA","8","NA",101,"N","1","NA"
"1921","TELL_2_22_16",2019,"ROPT","0","99",NA,"N","1","NA"
"1922","TELL_2_22_16",2019,"SAVS","6","NA",101,"N","1","NA"
"1923","TELL_2_22_16",2019,"WIPT","0","141",NA,"N","1","NA"
"1924","TELL_2_22_16",2019,"WIWA","1","NA",1,"N","1","NA"
"1925","TELL_2_22_16",2019,"WIWA","8","NA",1,"N","1","NA"
"1926","KOUG_5_25_16",2019,"ARWA","2","NA",101,"N","1","NA"
"1927","KOUG_5_25_16",2019,"GCSP","3","NA",1,"N","4","NA"
"1928","KOUG_5_25_16",2019,"GCTH","3","NA",101,"N","1","NA"
"1929","KOUG_5_25_16",2019,"SAVS","0","NA",1,"N","1","NA"
"1930","COUN_1_14_17",2019,"AMRO","0","200",NA,"N","1","NA"
"1931","COUN_1_14_17",2019,"AMRO","0","250",NA,"N","1","NA"
"1932","COUN_1_14_17",2019,"AMRO","1","150",NA,"N","1","NA"
"1933","COUN_1_14_17",2019,"ATSP","5","NA",101,"N","1","NA"
"1934","COUN_1_14_17",2019,"SAVS","0","NA",1,"N","1","NA"
"1935","COUN_1_14_17",2019,"SAVS","4","NA",1,"N","1","NA"
"1936","COUN_1_14_17",2019,"WCSP","2","NA",1,"N","1","NA"
"1937","COUN_1_14_17",2019,"WHIM","0","200",NA,"N","1","NA"
"1938","COUN_1_14_17",2019,"WISN","2","112",NA,"N","1","NA"
"1939","COUN_2_1_17",2019,"AMRO","2","347",NA,"N","1","NA"
"1940","COUN_2_1_17",2019,"GCSP","2","NA",101,"N","1","NA"
"1941","TELL_3_1_17",2019,"AMGP","4","NA",101,"N","1","NA"
"1942","TELL_3_1_17",2019,"GCSP","1","NA",101,"N","1","NA"
"1943","TELL_3_1_17",2019,"LALO","3","NA",101,"N","1","NA"
"1944","TELL_3_1_17",2019,"LALO","7","NA",1,"N","2","NA"
"1945","COUN_5_2_17",2019,"AMGP","8","370",NA,"N","1","NA"
"1946","COUN_5_2_17",2019,"AMPI","0","NA",101,"N","2","NA"
"1947","COUN_5_2_17",2019,"AMRO","7","350",NA,"N","1","NA"
"1948","COUN_5_2_17",2019,"GCSP","2","NA",101,"N","1","NA"
"1949","COUN_5_2_17",2019,"SAVS","6","NA",101,"N","1","NA"
"1950","KOUG_1_3_17",2019,"BLUE","1","NA",101,"N","1","NA"
"1951","KOUG_1_3_17",2019,"FOSP","1","NA",1,"N","1","NA"
"1952","KOUG_1_3_17",2019,"FOSP","1","NA",1,"N","1","NA"
"1953","KOUG_1_3_17",2019,"GCSP","8","NA",101,"N","1","NA"
"1954","KOUG_1_3_17",2019,"GCTH","0","NA",1,"N","1","NA"
"1955","KOUG_1_3_17",2019,"GCTH","0","NA",1,"N","1","NA"
"1956","KOUG_1_3_17",2019,"WCSP","0","NA",1,"N","1","NA"
"1957","KOUG_1_3_17",2019,"WCSP","2","NA",101,"N","1","NA"
"1958","KOUG_1_3_17",2019,"WIWA","7","NA",101,"N","1","NA"
"1959","KOUG_5_6_17",2019,"LALO","7","NA",101,"N","1","NA"
"1960","KOUG_5_6_17",2019,"PAGP","4","152",NA,"N","1","NA"
"1961","TELL_4_9_17",2019,"LALO","0","NA",1,"N","1","NA"
"1962","TELL_4_9_17",2019,"LALO","1","NA",101,"N","3","NA"
"1963","TELL_4_9_17",2019,"LTJA","2","400",NA,"N","1","NA"
"1964","TELL_4_9_17",2019,"LTJA","6","261",NA,"N","1","NA"
"1965","TELL_4_9_17",2019,"PAGP","3","300",NA,"N","1","NA"
"1966","TELL_4_9_17",2019,"SAVS","3","NA",101,"N","1","NA"
"1967","TELL_4_9_17",2019,"SAVS","4","NA",1,"N","1","NA"
"1968","TELL_4_9_17",2019,"SAVS","8","NA",101,"N","1","NA"
"1969","TELL_4_9_17",2019,"WIPT","3","350",NA,"N","1","NA"
"1970","TELL_2_11_17",2019,"LALO","0","NA",1,"N","1","NA"
"1971","TELL_2_11_17",2019,"LALO","6","NA",1,"N","3","NA"
"1972","TELL_2_11_17",2019,"LTJA","0","157",NA,"N","1","NA"
"1973","COUN_4_14_17",2019,"LALO","0","NA",1,"N","2","NA"
"1974","COUN_4_14_17",2019,"LALO","0","NA",1,"N","1","NA"
"1975","COUN_4_14_17",2019,"LALO","5","NA",101,"N","1","NA"
"1976","COUN_4_14_17",2019,"LALO","6","NA",1,"N","1","NA"
"1977","COUN_4_14_17",2019,"SM SHOREBIRD","9","NA",101,"N","1","NA"
"1978","COUN_2_15_17",2019,"AMRO","0","350",NA,"N","1","NA"
"1979","COUN_2_15_17",2019,"REKN","5","395",NA,"N","1","NA"
"1980","COUN_2_17_17",2019,"AMRO","5","280",NA,"N","1","NA"
"1981","COUN_2_17_17",2019,"BLUE","0","NA",1,"N","1","NA"
"1982","COUN_2_17_17",2019,"FOSP","0","NA",1,"N","2","NA"
"1983","COUN_2_17_17",2019,"GCSP","3","NA",1,"N","2","NA"
"1984","COUN_2_17_17",2019,"OCWA","5","NA",1,"N","1","NA"
"1985","COUN_2_17_17",2019,"SAVS","0","NA",1,"N","2","NA"
"1986","COUN_2_17_17",2019,"WIWA","3","NA",101,"N","1","NA"
"1987","TELL_3_17_17",2019,"PAGP","6","250",NA,"N","1","NA"
"1988","TELL_3_17_17",2019,"SAVS","0","NA",1,"N","1","NA"
"1989","TELL_4_18_17",2019,"BTGO","1","250",NA,"N","1","NA"
"1990","TELL_4_18_17",2019,"BTGO","2","150",NA,"N","1","NA"
"1991","TELL_4_18_17",2019,"FOSP","4","NA",101,"N","1","NA"
"1992","TELL_4_18_17",2019,"GCSP","1","NA",101,"N","1","NA"
"1993","TELL_4_18_17",2019,"LALO","0","NA",101,"N","1","NA"
"1994","TELL_4_18_17",2019,"PAGP","2","50",NA,"N","1","NA"
"1995","TELL_4_18_17",2019,"WESA","5","NA",101,"N","1","NA"
"1996","TELL_4_18_17",2019,"WIPT","0","300",NA,"N","1","NA"
"1997","TELL_4_18_17",2019,"WIPT","0","250",NA,"N","1","NA"
"1998","TELL_4_18_17",2019,"WIPT","7","250",NA,"N","1","NA"
"1999","TELL_1_19_17",2019,"GCSP","1","NA",101,"N","1","NA"
"2000","TELL_1_19_17",2019,"LALO","3","NA",101,"N","1","NA"
"2001","TELL_1_19_17",2019,"SAVS","0","NA",1,"N","2","NA"
"2002","TELL_1_19_17",2019,"SAVS","0","NA",101,"N","1","NA"
"2003","TELL_1_19_17",2019,"WIPT","1","200",NA,"N","1","NA"
"2004","TELL_1_19_17",2019,"WIPT","2","300",NA,"N","1","NA"
"2005","TELL_1_19_17",2019,"WIPT","4","300",NA,"N","1","NA"
"2006","COUN_3_19_17",2019,"FOSP","2","NA",101,"N","1","NA"
"2007","COUN_3_19_17",2019,"GCSP","0","NA",101,"N","1","NA"
"2008","COUN_3_19_17",2019,"GCSP","6","NA",101,"N","1","NA"
"2009","COUN_3_19_17",2019,"GCSP","6","NA",101,"N","1","NA"
"2010","COUN_3_19_17",2019,"GCTH","0","NA",1,"N","1","NA"
"2011","COUN_3_19_17",2019,"GCTH","5","NA",101,"N","1","NA"
"2012","COUN_3_19_17",2019,"ROPT","1","300",NA,"N","1","NA"
"2013","COUN_3_19_17",2019,"SAVS","5","NA",101,"N","1","NA"
"2014","COUN_3_19_17",2019,"WIPT","0","110",NA,"N","1","NA"
"2015","COUN_3_19_17",2019,"WIPT","7","350",NA,"N","2","NA"
"2016","COUN_3_19_17",2019,"WIPT","8","343",NA,"N","1","NA"
"2017","COUN_3_19_17",2019,"YEWA","4","NA",101,"N","1","NA"
"2018","KOUG_3_20_17",2019,"AMRO","3","400",NA,"N","1","NA"
"2019","KOUG_3_20_17",2019,"CORE","1","NA",1,"N","1","NA"
"2020","KOUG_3_20_17",2019,"FOSP","5","NA",101,"N","1","NA"
"2021","KOUG_3_20_17",2019,"GCSP","0","NA",1,"N","1","NA"
"2022","KOUG_3_20_17",2019,"GCSP","4","NA",101,"N","1","NA"
"2023","KOUG_3_20_17",2019,"GCTH","7","NA",101,"N","1","NA"
"2024","KOUG_3_20_17",2019,"SAVS","1","NA",1,"N","1","NA"
"2025","KOUG_3_20_17",2019,"SAVS","3","NA",101,"N","1","NA"
"2026","KOUG_3_20_17",2019,"VATH","4","NA",101,"N","1","NA"
"2027","KOUG_3_21_17",2019,"CORE","6","NA",1,"N","2","NA"
"2028","KOUG_3_21_17",2019,"GCTH","1","NA",1,"N","4","NA"
"2029","KOUG_4_21_17",2019,"AMRO","0","134",NA,"N","1","NA"
"2030","KOUG_5_21_17",2019,"AMGP","3","120",NA,"N","1","NA"
"2031","KOUG_5_21_17",2019,"GCSP","3","NA",101,"N","1","NA"
"2032","KOUG_5_21_17",2019,"LALO","0","NA",1,"N","2","NA"
"2033","KOUG_5_21_17",2019,"LTJA","2","95",NA,"N","1","NA"
"2034","KOUG_5_21_17",2019,"SAVS","8","NA",101,"N","1","NA"
"2035","KOUG_5_21_17",2019,"WESA","1","NA",1,"N","1","NA"
"2036","KOUG_5_21_17",2019,"WHIM","0","125",NA,"N","1","NA"
"2037","TELL_2_22_17",2019,"AMGP","3","35",NA,"N","1","NA"
"2038","TELL_2_22_17",2019,"HOLA","0","NA",1,"N","1","NA"
"2039","KOUG_5_25_17",2019,"CORE","0","NA",1,"N","1","NA"
"2040","KOUG_5_25_17",2019,"CORE","5","NA",101,"N","1","NA"
"2041","KOUG_5_25_17",2019,"GCSP","0","NA",101,"N","1","NA"
"2042","KOUG_5_25_17",2019,"SAVS","3","NA",1,"N","1","NA"
"2043","COUN_1_14_18",2019,"AMRO","3","225",NA,"N","1","NA"
"2044","COUN_1_14_18",2019,"CORE","7","NA",1,"N","1","NA"
"2045","COUN_1_14_18",2019,"SAVS","1","NA",101,"N","1","NA"
"2046","COUN_1_14_18",2019,"WHIM","2","300",NA,"N","1","NA"
"2047","KOUG_3_29_18",2019,"AMRO","9","200",NA,"N","1","NA"
"2048","KOUG_3_29_18",2019,"ARWA","5","NA",1,"N","1","NA"
"2049","KOUG_3_29_18",2019,"ATSP","9","NA",1,"N","1","NA"
"2050","KOUG_3_29_18",2019,"FOSP","5","NA",101,"N","1","NA"
"2051","KOUG_3_29_18",2019,"GCTH","4","NA",101,"N","1","NA"
"2052","KOUG_3_29_18",2019,"OCWA","0","NA",1,"N","1","NA"
"2053","KOUG_3_29_18",2019,"SAVS","1","NA",1,"N","1","NA"
"2054","KOUG_3_29_18",2019,"SAVS","8","NA",1,"N","1","NA"
"2055","KOUG_3_29_18",2019,"WCSP","1","NA",1,"N","1","NA"
"2056","KOUG_3_29_18",2019,"WIPT","5","250",NA,"N","1","NA"
"2057","KOUG_3_29_18",2019,"YEWA","1","NA",1,"N","1","NA"
"2058","TELL_3_1_18",2019,"LALO","1","NA",1,"N","1","NA"
"2059","TELL_3_1_18",2019,"LALO","4","NA",101,"N","2","NA"
"2060","TELL_3_1_18",2019,"LALO","5","NA",101,"N","1","NA"
"2061","TELL_3_1_18",2019,"LALO","6","NA",1,"N","1","NA"
"2062","TELL_3_1_18",2019,"ROPT","1","300",NA,"N","1","NA"
"2063","COUN_5_2_18",2019,"GCSP","0","NA",1,"N","2","NA"
"2064","COUN_5_2_18",2019,"LALO","0","NA",1,"N","2","NA"
"2065","COUN_5_2_18",2019,"SAVS","1","NA",101,"N","1","NA"
"2066","TELL_4_4_18",2019,"AMRO","1","280",NA,"N","1","NA"
"2067","TELL_4_4_18",2019,"ATSP","0","NA",1,"N","1","NA"
"2068","TELL_4_4_18",2019,"ATSP","5","NA",101,"N","1","NA"
"2069","TELL_4_4_18",2019,"GCSP","4","NA",101,"N","1","NA"
"2070","TELL_4_4_18",2019,"WHIM","5","300",NA,"N","1","NA"
"2071","TELL_4_4_18",2019,"WIPT","0","250",NA,"N","1","NA"
"2072","TELL_4_4_18",2019,"WIPT","1","300",NA,"N","1","NA"
"2073","TELL_4_4_18",2019,"WIPT","9","136",NA,"N","1","NA"
"2074","TELL_4_5_18",2019,"AMGP","0","150",NA,"N","1","NA"
"2075","TELL_4_5_18",2019,"BTGO","4","94",NA,"N","2","NA"
"2076","TELL_4_5_18",2019,"LTJA","1","118",NA,"N","3","NA"
"2077","TELL_4_5_18",2019,"PAGP","0","125",NA,"N","2","NA"
"2078","TELL_4_5_18",2019,"PAGP","3","119",NA,"N","1","NA"
"2079","TELL_4_5_18",2019,"PAGP","5","199",NA,"N","1","NA"
"2080","TELL_4_5_18",2019,"WESA","4","NA",101,"N","2","NA"
"2081","TELL_4_5_18",2019,"WHIM","9","250",NA,"N","1","NA"
"2082","KOUG_4_6_18",2019,"AMRO","9","400",NA,"N","1","NA"
"2083","KOUG_4_6_18",2019,"AMRO","9","130",NA,"N","1","NA"
"2084","KOUG_4_6_18",2019,"ATSP","0","NA",1,"N","1","NA"
"2085","KOUG_4_6_18",2019,"ATSP","0","NA",1,"N","1","NA"
"2086","KOUG_4_6_18",2019,"ATSP","0","NA",1,"N","1","NA"
"2087","KOUG_4_6_18",2019,"ATSP","8","NA",1,"N","1","NA"
"2088","KOUG_4_6_18",2019,"GCSP","0","NA",101,"N","1","NA"
"2089","KOUG_4_6_18",2019,"WIPT","1","217",NA,"N","1","NA"
"2090","KOUG_4_6_18",2019,"WIPT","1","217",NA,"N","1","NA"
"2091","KOUG_4_6_18",2019,"WIPT","1","217",NA,"N","1","NA"
"2092","KOUG_4_6_18",2019,"WIPT","1","217",NA,"N","1","NA"
"2093","KOUG_4_6_18",2019,"WIPT","4","150",NA,"N","1","NA"
"2094","KOUG_4_6_18",2019,"WIPT","6","300",NA,"N","1","NA"
"2095","KOUG_5_6_18",2019,"GCSP","2","NA",1,"N","1","NA"
"2096","KOUG_5_6_18",2019,"GCSP","6","NA",101,"N","1","NA"
"2097","KOUG_5_6_18",2019,"LALO","8","NA",1,"N","1","NA"
"2098","KOUG_5_6_18",2019,"SAVS","2","NA",101,"N","1","NA"
"2099","KOUG_5_6_18",2019,"WISN","1","207",NA,"N","1","NA"
"2100","TELL_4_9_18",2019,"LALO","3","NA",1,"N","1","NA"
"2101","TELL_4_9_18",2019,"PAGP","0","234",NA,"N","2","NA"
"2102","TELL_4_9_18",2019,"PAGP","1","300",NA,"N","1","NA"
"2103","TELL_4_9_18",2019,"SAVS","3","NA",1,"N","2","NA"
"2104","TELL_4_9_18",2019,"WESA","4","NA",1,"N","1","NA"
"2105","COUN_3_10_18",2019,"GCSP","1","NA",101,"N","1","NA"
"2106","COUN_3_10_18",2019,"GCSP","4","NA",101,"N","1","NA"
"2107","COUN_3_10_18",2019,"GCTH","9","NA",101,"N","1","NA"
"2108","COUN_3_10_18",2019,"LTJA","5","60",NA,"N","1","NA"
"2109","COUN_4_14_18",2019,"LALO","0","NA",1,"N","1","NA"
"2110","COUN_4_14_18",2019,"LALO","2","NA",1,"N","1","NA"
"2111","COUN_4_14_18",2019,"LALO","3","NA",101,"N","1","NA"
"2112","COUN_4_14_18",2019,"LALO","8","NA",1,"N","4","NA"
"2113","COUN_4_14_18",2019,"LTJA","5","248",NA,"N","1","NA"
"2114","COUN_4_14_18",2019,"WIPT","0","182",NA,"N","1","NA"
"2115","COUN_4_14_18",2019,"WIPT","2","200",NA,"N","1","NA"
"2116","COUN_4_14_18",2019,"WIPT","4","200",NA,"N","1","NA"
"2117","TELL_4_18_18",2019,"BTGO","1","250",NA,"N","1","NA"
"2118","TELL_4_18_18",2019,"FOSP","8","NA",101,"N","1","NA"
"2119","TELL_4_18_18",2019,"GCSP","0","NA",101,"N","1","NA"
"2120","TELL_4_18_18",2019,"LALO","3","NA",101,"N","1","NA"
"2121","TELL_4_18_18",2019,"LALO","9","NA",101,"N","1","NA"
"2122","TELL_4_18_18",2019,"SAVS","7","NA",1,"N","1","NA"
"2123","TELL_4_18_18",2019,"WESA","5","NA",101,"N","1","NA"
"2124","TELL_4_18_18",2019,"WIPT","0","250",NA,"N","1","NA"
"2125","TELL_4_18_18",2019,"WIPT","4","75",NA,"N","1","NA"
"2126","TELL_4_18_18",2019,"WIPT","5","350",NA,"N","1","NA"
"2127","TELL_4_18_18",2019,"WIPT","5","200",NA,"N","1","NA"
"2128","TELL_4_18_18",2019,"WIPT","9","100",NA,"N","1","NA"
"2129","TELL_1_19_18",2019,"LALO","5","NA",1,"N","1","NA"
"2130","TELL_1_19_18",2019,"NOWH","3","NA",101,"N","1","NA"
"2131","TELL_1_19_18",2019,"SAVS","0","NA",101,"N","1","NA"
"2132","TELL_1_19_18",2019,"SAVS","0","NA",1,"N","1","NA"
"2133","TELL_1_19_18",2019,"WIPT","2","400",NA,"N","1","NA"
"2134","KOUG_4_21_18",2019,"AMPI","8","NA",1,"N","1","NA"
"2135","KOUG_4_21_18",2019,"SQUIR","4","250",NA,"N","1","NA"
"2136","TELL_2_22_18",2019,"GCSP","0","NA",1,"N","1","NA"
"2137","TELL_2_22_18",2019,"GLGU","2","400",NA,"N","1","NA"
"2138","TELL_2_22_18",2019,"LALO","0","NA",1,"N","1","NA"
"2139","TELL_2_22_18",2019,"LALO","0","NA",101,"N","1","NA"
"2140","TELL_2_22_18",2019,"LALO","1","NA",101,"N","1","NA"
"2141","TELL_2_22_18",2019,"LALO","3","NA",1,"N","1","NA"
"2142","TELL_2_22_18",2019,"ROPT","9","160",NA,"N","1","NA"
"2143","TELL_2_22_18",2019,"SAVS","0","NA",1,"N","1","NA"
"2144","TELL_2_22_18",2019,"WCSP","3","NA",101,"N","1","NA"
"2145","TELL_2_22_18",2019,"WIPT","4","300",NA,"N","1","NA"
"2146","KOUG_5_25_18",2019,"ARWA","0","NA",101,"N","2","NA"
"2147","KOUG_5_25_18",2019,"FOSP","0","NA",101,"N","1","NA"
"2148","KOUG_5_25_18",2019,"FOSP","4","NA",101,"N","1","NA"
"2149","KOUG_5_25_18",2019,"NOWA","9","NA",101,"N","1","NA"
"2150","KOUG_5_25_18",2019,"SAVS","2","NA",1,"N","1","NA"
"2151","COUN_2_1_19",2019,"AMGP","2","183",NA,"N","1","NA"
"2152","COUN_2_1_19",2019,"CORE","1","NA",1,"N","3","NA"
"2153","COUN_2_1_19",2019,"GCTH","0","NA",101,"N","1","NA"
"2154","COUN_5_2_19",2019,"LALO","9","NA",1,"N","1","NA"
"2155","COUN_5_2_19",2019,"SAVS","0","NA",1,"N","2","NA"
"2156","TELL_3_4_19",2019,"LALO","8","NA",101,"N","1","NA"
