Road_ID,UNIT_ID,Transect_ID,Point_ID,Year,Date,Species_Alpha_Code,Time_Interval,Sighting_angle,Exact_Distance,Distance_category,Flyover2,Sex,Detection_Type,Group size,Notes,Identity
TELL,01,03,17,2019,19-Jun-2019,SAVS,0,-999,-999,1,N,U,A,1,,TELL-01-03-17-2019
TELL,01,03,17,2019,19-Jun-2019,SAVS,4,-999,-999,1,N,U,A,1,,TELL-01-03-17-2019
TELL,01,03,17,2019,19-Jun-2019,WISN,4,-999,-999,NA,Y,U,A,1,,TELL-01-03-17-2019
KOUG,04,19,19,2019,10-May-2019,CORE,3,-999,-999,NA,Y,U,A,1,,KOUG-04-19-19-2019
KOUG,04,19,19,2019,10-May-2019,DUCK,6,315,-999,201,N,U,A,1,,KOUG-04-19-19-2019
KOUG,04,19,19,2019,10-May-2019,SONG,9,-999,-999,101,N,U,A,1,,KOUG-04-19-19-2019
TELL,01,03,20,2019,19-Jun-2019,ATSP,0,-999,-999,1,N,U,A,2,DIFFERENT CALL,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,ATSP,2,-999,-999,101,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,CORE,0,-999,-999,NA,Y,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,CORE,9,-999,-999,NA,Y,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,FOSP,3,-999,-999,1,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,GCSP,6,-999,-999,201,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,LALO,7,-999,-999,101,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,LALO,8,-999,-999,1,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,20,2019,19-Jun-2019,SAVS,0,-999,-999,1,N,U,A,1,,TELL-01-03-20-2019
TELL,01,03,21,2019,19-Jun-2019,BLUE,3,-999,-999,201,N,U,A,2,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,FOSP,0,-999,-999,201,N,U,A,1,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,GCSP,0,-999,-999,101,N,U,A,1,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,LALO,2,-999,-999,1,N,U,A,1,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,LALO,5,-999,-999,101,N,U,VA,1,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,SAVS,0,-999,-999,1,N,U,A,2,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,SAVS,0,-999,-999,101,N,U,A,2,,TELL-01-03-21-2019
TELL,01,03,21,2019,19-Jun-2019,WISN,7,-999,-999,NA,Y,U,A,1,,TELL-01-03-21-2019
KOUG,05,10,01,2019,1-Jul-2019,AMGP,2,236,175,NA,N,U,A,1,,KOUG-05-10-01-2019
KOUG,05,10,01,2019,1-Jul-2019,LTJA,0,-999,-999,NA,Y,U,VA,1,,KOUG-05-10-01-2019
KOUG,05,10,01,2019,1-Jul-2019,LTJA,6,-999,-999,NA,Y,U,V,1,,KOUG-05-10-01-2019
KOUG,05,10,01,2019,1-Jul-2019,SAVS,6,-999,-999,101,N,U,A,1,,KOUG-05-10-01-2019
KOUG,05,10,01,2019,1-Jul-2019,WESA,0,-999,-999,1,N,U,AV,1,,KOUG-05-10-01-2019
COUN,03,12,01,2019,15-May-2019,AMRO,0,80,134,NA,N,U,AV,2,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,AMRO,5,124,200,NA,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,ATSP,0,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,CORE,0,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,CORE,7,-999,-999,NA,Y,U,V,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,GCSP,3,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,GCSP,4,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,GWTE,3,108,100,NA,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,OCWA,7,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WCSP,2,-999,-999,1,N,U,A,2,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WCSP,4,-999,-999,1,N,U,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WCSP,9,-999,-999,101,N,U,A,2,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WIPT,0,329,100,NA,N,M,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WIPT,2,64,300,NA,N,M,A,1,,COUN-03-12-01-2019
COUN,03,12,01,2019,15-May-2019,WIPT,8,158,250,NA,N,M,A,1,,COUN-03-12-01-2019
COUN,05,12,01,2019,18-May-2019,ARTE,9,-999,-999,NA,Y,U,AV,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,ATSP,1,-999,-999,1,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,CORE,1,-999,-999,1,N,U,VA,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,FOSP,1,-999,-999,101,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,LOON,0,-999,-999,NA,Y,U,AV,2,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,MED SANDPIPER,2,102,36,NA,N,U,V,1,ROCK?,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,MEGU,4,74,-999,201,N,U,AV,4,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,SANDPIPER - SM,0,-999,-999,201,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,SAVS,1,-999,-999,1,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,SAVS,1,-999,-999,101,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,WCSP,7,-999,-999,101,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,WCSP,9,-999,-999,201,N,U,A,1,,COUN-05-12-01-2019
COUN,05,12,01,2019,18-May-2019,WISN,4,-999,-999,NA,Y,U,VA,1,,COUN-05-12-01-2019
KOUG,05,17,01,2019,17-Jun-2019,ARTE,6,-999,-999,NA,Y,U,V,1,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,ATSP,0,-999,-999,1,N,U,A,2,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,CANG,4,-999,-999,NA,Y,U,AV,6,FLYING - CACKLERS?,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,CORE,4,-999,-999,NA,Y,U,A,1,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,GLGU,2,-999,-999,NA,Y,U,VA,4,FLYING,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,LALO,2,-999,-999,1,N,U,AV,2,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,LALO,5,-999,-999,101,N,U,V,1,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,LTJA,9,-999,-999,NA,Y,U,V,2,FLYING AWAY,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,RBME,7,-999,-999,NA,Y,U,V,5,FLYING UP RIVER,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,SAVS,0,-999,-999,1,N,U,A,1,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,WESA,3,-999,-999,101,N,U,A,2,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,WIPT,0,293,215,NA,N,M,A,1,,KOUG-05-17-01-2019
KOUG,05,17,01,2019,17-Jun-2019,WISN,0,-999,-999,NA,Y,U,AV,2,,KOUG-05-17-01-2019
TELL,03,01,01,2019,22-May-2019,AMGP,6,239,127,NA,N,U,AV,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,AMGP,9,-999,-999,201,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,AMPI,8,-999,-999,101,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,GCSP,0,-999,-999,101,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,GCSP,2,-999,-999,101,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,LALO,1,-999,-999,1,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,LALO,2,-999,-999,101,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,LALO,3,-999,-999,1,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,LBDO,9,307,200,NA,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,LTJA,1,-999,-999,NA,Y,U,VA,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,SANDPIPER,8,-999,-999,NA,Y,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,SAVS,1,-999,-999,1,N,U,A,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,WIPT,0,-999,-999,NA,Y,M,V,1,,TELL-03-01-01-2019
TELL,03,01,01,2019,22-May-2019,WISN,2,-999,-999,NA,Y,U,A,1,,TELL-03-01-01-2019
COUN,01,03,01,2019,12-Jun-2019,CORE,0,-999,-999,NA,Y,U,AV,2,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,CORE,6,-999,-999,1,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,FOSP,0,-999,-999,101,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,FOSP,0,-999,-999,1,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,GCSP,0,-999,-999,201,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,GCSP,4,-999,-999,201,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,GCTH,0,-999,-999,101,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,GCTH,1,-999,-999,1,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,VATH,0,-999,-999,101,N,U,A,1,,COUN-01-03-01-2019
COUN,01,03,01,2019,12-Jun-2019,YEWA,1,-999,-999,1,N,U,A,2,,COUN-01-03-01-2019
TELL,01,06,01,2019,8-Jun-2019,ATSP,1,-999,-999,101,N,U,A,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,BLUE,4,-999,-999,201,N,U,A,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,CORE,2,-999,-999,NA,Y,U,AV,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,FOSP,0,-999,-999,101,N,U,A,2,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,GCSP,0,-999,-999,101,N,U,A,3,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,GCTH,2,-999,-999,101,N,U,A,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,NOWA,0,-999,-999,101,N,U,A,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,NOWA,6,-999,-999,201,N,U,A,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,SAVS,1,-999,-999,1,N,U,A,2,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,SQUIR,1,68,165,NA,N,U,V,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,SQUIR,7,36,211,NA,N,U,V,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,WIPT,9,59,525,NA,N,M,V,1,,TELL-01-06-01-2019
TELL,01,06,01,2019,8-Jun-2019,YEWA,7,-999,-999,1,N,U,AV,1,,TELL-01-06-01-2019
TELL,05,10,01,2019,10-Jun-2019,AMPI,4,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,CORE,2,-999,-999,NA,Y,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,FOSP,0,-999,-999,1,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,FOSP,0,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,GCSP,0,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,GCSP,2,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,GCSP,9,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,SAVS,8,-999,-999,101,N,U,A,1,,TELL-05-10-01-2019
TELL,05,10,01,2019,10-Jun-2019,WISN,1,-999,-999,NA,Y,U,A,1,,TELL-05-10-01-2019
COUN,02,15,01,2019,28-Jun-2019,CORE,4,-999,-999,NA,Y,U,A,1,,COUN-02-15-01-2019
COUN,02,15,01,2019,28-Jun-2019,GCSP,0,-999,-999,1,N,U,A,1,,COUN-02-15-01-2019
COUN,02,15,01,2019,28-Jun-2019,GCSP,0,-999,-999,101,N,U,A,1,,COUN-02-15-01-2019
COUN,02,15,01,2019,28-Jun-2019,GCSP,0,-999,-999,201,N,U,A,1,,COUN-02-15-01-2019
COUN,02,15,01,2019,28-Jun-2019,GYRF,3,65,359,NA,N,U,V,1,"PERCHED ON ROCKY OUTCROPPING, THEN FLEW AND 2 SMALLER BIRDS WERE ON IT",COUN-02-15-01-2019
KOUG,03,16,01,2019,18-Jul-2019,CORE,6,-999,-999,1,N,U,AV,1,,KOUG-03-16-01-2019
KOUG,01,17,01,2019,4-Jun-2019,ATSP,0,-999,-999,101,N,U,A,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,ATSP,1,-999,-999,1,N,U,AV,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,CORE,8,-999,-999,NA,Y,U,AV,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,FOSP,0,-999,-999,101,N,U,A,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,GWFG,4,-999,-999,NA,Y,U,AV,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,NOHA,7,-999,-999,NA,Y,M,V,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,SAVS,0,-999,-999,1,N,U,AV,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,SAVS,2,-999,-999,1,N,U,AV,1,,KOUG-01-17-01-2019
KOUG,01,17,01,2019,4-Jun-2019,WISN,0,-999,-999,NA,Y,U,A,1,,KOUG-01-17-01-2019
KOUG,04,19,01,2019,11-May-2019,ATSP,1,-999,-999,201,N,U,A,1,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,ATSP,1,300,80,NA,N,U,A,1,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,ATSP,2,360,75,NA,N,U,A,1,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,CORE,0,284,-999,NA,Y,U,A,2,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,CORE,5,118,48,NA,N,U,AV,2,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,CORE,6,59,32,NA,N,U,AV,1,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,GULL,9,-999,-999,201,N,U,A,1,,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,SEOW,7,130,130,NA,N,U,VA,1,HEARD CALL 1X,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,WHIM,6,-999,-999,201,N,U,A,1,SORRY NO DIRECTION,KOUG-04-19-01-2019
KOUG,04,19,01,2019,11-May-2019,WIPT,4,240,170,NA,N,M,AV,2,,KOUG-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,CORE,6,-999,-999,NA,Y,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,FOSP,7,-999,-999,101,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,GCSP,0,-999,-999,101,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,GCSP,2,-999,-999,1,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,GCTH,0,-999,-999,101,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,GCTH,2,-999,-999,1,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,SAVS,3,-999,-999,1,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,SONG,9,-999,-999,101,N,U,V,3,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,WCSP,8,-999,-999,201,N,U,A,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,WIPT,9,228,65,NA,N,M,AV,1,,COUN-04-19-01-2019
COUN,04,19,01,2019,15-Jun-2019,YEWA,3,-999,-999,101,N,U,A,1,,COUN-04-19-01-2019
TELL,03,21,01,2019,1-Jun-2019,CORA,6,-999,-999,NA,Y,U,V,1,"FAR, BY RIVER",TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,CORE,2,-999,-999,NA,Y,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,GCSP,0,-999,-999,1,N,U,A,2,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,GCSP,0,-999,-999,101,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,GCTH,1,-999,-999,101,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,LALO,0,-999,-999,1,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,PAGP,8,316,172,NA,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,SAVS,0,-999,-999,1,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,SAVS,2,-999,-999,101,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WESA,2,-999,-999,1,N,U,AV,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WHIM,5,141,250,NA,N,U,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WIPT,0,98,175,NA,N,M,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WIPT,3,222,282,NA,N,M,AV,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WIPT,4,110,120,NA,N,M,A,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WIPT,7,268,91,NA,N,M,V,1,,TELL-03-21-01-2019
TELL,03,21,01,2019,1-Jun-2019,WISN,3,-999,-999,NA,Y,U,A,1,,TELL-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,ATSP,0,-999,-999,201,N,U,A,1,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,CORE,2,-999,-999,101,N,U,V,1,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,CORE,4,-999,-999,NA,Y,U,A,2,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,FOSP,5,-999,-999,201,N,U,A,1,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,GCSP,0,-999,-999,1,N,U,AV,4,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,LALO,2,-999,-999,1,N,U,A,1,,KOUG-03-21-01-2019
KOUG,03,21,01,2019,14-Jul-2019,SAVS,6,-999,-999,1,N,U,V,1,,KOUG-03-21-01-2019
