
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2021-11-09T02:17:45Z,,64.451437946408987,-166.46381076425314,65.455984063446522,-163.67389814928174,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,
77,64.693417539820075,-163.86180709116161,,2019-05-03T21:41:10Z,,,"C1_T19_15",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
78,64.694161349907517,-163.88419230468571,,2019-05-03T21:41:10Z,,,"C1_T19_16",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
79,64.697645455598831,-163.82744698785245,,2019-05-03T21:41:10Z,,,"C1_T19_17",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
80,64.698393288999796,-163.84983371011913,,2019-05-03T21:41:10Z,,,"C1_T19_18",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
81,64.699138607829809,-163.87222118675709,,2019-05-03T21:41:10Z,,,"C1_T19_19",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
82,64.672026671469212,-163.86492423713207,,2019-05-03T21:41:10Z,,,"C1_T19_2",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
83,64.70336870290339,-163.83785764686763,,2019-05-03T21:41:10Z,,,"C1_T19_20",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
84,64.704115446656942,-163.86024747043848,,2019-05-03T21:41:10Z,,,"C1_T19_21",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
85,64.708343781530857,-163.82587898522615,,2019-05-03T21:41:10Z,,,"C1_T19_22",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
86,64.709091866388917,-163.84827107191086,,2019-05-03T21:41:10Z,,,"C1_T19_23",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
87,64.709837520495057,-163.87066374532878,,2019-05-03T21:41:10Z,,,"C1_T19_24",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
88,64.714815029874444,-163.85868701152503,,2019-05-03T21:41:10Z,,,"C1_T19_25",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
89,64.676253832876682,-163.83058064617217,,2019-05-03T21:41:10Z,,,"C1_T19_3",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
90,64.677001079544425,-163.85295689105988,,2019-05-03T21:41:10Z,,,"C1_T19_4",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
91,64.68122648075223,-163.8186083547771,,2019-05-03T21:41:10Z,,,"C1_T19_5",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
92,64.681975152343512,-163.84098677895963,,2019-05-03T21:41:10Z,,,"C1_T19_6",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
93,64.68272122554481,-163.86336604133248,,2019-05-03T21:41:10Z,,,"C1_T19_7",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
94,64.685446266084909,-163.78425336442888,,2019-05-03T21:41:10Z,,,"C1_T19_8",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
95,64.68619879335165,-163.80663338117301,,2019-05-03T21:41:10Z,,,"C1_T19_9",,,,"Flag, Red","user",,,,,,,,,,,SymbolAndName,,,2019-05-03T21:41:10Z,
96,64.725964134559035,-163.7107393797487,0,2021-04-19T13:59:56Z,,,"C1_T2_1",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
97,64.743917165324092,-163.76436252146959,0,2021-04-19T13:59:56Z,,,"C1_T2_10",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
98,64.746605074033141,-163.6851370241493,0,2021-04-19T13:59:56Z,,,"C1_T2_11",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
99,64.747369503602386,-163.70754562318325,0,2021-04-19T13:59:56Z,,,"C1_T2_12",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
100,64.748131418600678,-163.72995497658849,0,2021-04-19T13:59:56Z,,,"C1_T2_13",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
101,64.748890735208988,-163.75236508436501,0,2021-04-19T13:59:56Z,,,"C1_T2_14",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
102,64.752339888364077,-163.69554097764194,0,2021-04-19T13:59:56Z,,,"C1_T2_15",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
103,64.753103228285909,-163.71795259416103,0,2021-04-19T13:59:56Z,,,"C1_T2_16",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
104,64.753863969817758,-163.74036496505141,0,2021-04-19T13:59:56Z,,,"C1_T2_17",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
105,64.754622280597687,-163.76277809031308,0,2021-04-19T13:59:56Z,,,"C1_T2_18",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
106,64.759596521034837,-163.75077763572335,0,2021-04-19T13:59:56Z,,,"C1_T2_19",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
107,64.731695847585797,-163.7211419083178,0,2021-04-19T13:59:56Z,,,"C1_T2_2",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
108,64.760353658348322,-163.77319369465113,0,2021-04-19T13:59:56Z,,,"C1_T2_20",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
109,64.765328988432884,-163.76119290478528,0,2021-04-19T13:59:56Z,,,"C1_T2_21",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
110,64.733213726431131,-163.76594619825482,0,2021-04-19T13:59:56Z,,,"C1_T2_3",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
111,64.736665980890393,-163.70914287865162,0,2021-04-19T13:59:56Z,,,"C1_T2_4",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
112,64.737427560612559,-163.73154703527689,0,2021-04-19T13:59:56Z,,,"C1_T2_5",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2021-04-19T13:59:56Z,
