,id,date,julian,year,start_time,min_after_sun,observer,tempf,sky,hear
422,COUN_C2_T21_14,7/12/2021,193,2021,9:05:00,244,MG,55,0,0
423,TELL_T3_T6_9,7/13/2021,194,2021,4:58:00,-6,KW,53,1,2
424,TELL_T3_T6_13,7/13/2021,194,2021,5:24:00,20,KW,54,0,1
425,TELL_T3_T6_17,7/13/2021,194,2021,5:51:00,47,KW,51,1,1
426,TELL_T3_T6_20,7/13/2021,194,2021,6:20:00,76,KW,52,0,1
427,TELL_T3_T6_22,7/13/2021,194,2021,6:47:00,103,KW,54,0,3
428,TELL_T3_T6_23,7/13/2021,194,2021,7:21:00,137,KW,56,0,1
429,TELL_T3_T6_24,7/13/2021,194,2021,7:48:00,164,KW,56,0,1
430,TELL_T3_T6_21,7/13/2021,194,2021,8:20:00,196,KW,56,0,2
431,TELL_T3_T6_18,7/13/2021,194,2021,8:47:00,223,KW,57,0,1
432,TELL_T3_T6_15,7/13/2021,194,2021,9:13:00,249,KW,56,0,2
433,TELL_T3_T6_8,7/13/2021,194,2021,9:45:00,281,KW,56,0,1
434,TELL_T3_T6_12,7/13/2021,194,2021,10:08:00,304,KW,56,0,1
435,COUN_C5_T20_7,7/15/2021,196,2021,4:45:00,-25,MG,50,2,1
436,COUN_C5_T20_11,7/15/2021,196,2021,5:19:00,9,MG,50,2,1
437,COUN_C5_T20_14,7/15/2021,196,2021,5:44:00,34,MG,50,2,0
438,COUN_C5_T20_17,7/15/2021,196,2021,6:10:00,60,MG,50,2,0
439,COUN_C5_T20_13,7/15/2021,196,2021,6:38:00,88,MG,49,2,0
440,COUN_C5_T20_9,7/15/2021,196,2021,7:03:00,113,MG,50,2,1
441,COUN_C5_T20_5,7/15/2021,196,2021,7:31:00,141,MG,50,2,1
442,COUN_C5_T20_2,7/15/2021,196,2021,7:57:00,167,MG,51,2,0
443,COUN_C5_T20_1,7/15/2021,196,2021,8:28:00,198,MG,49,2,3
444,COUN_C5_T20_4,7/15/2021,196,2021,9:10:00,240,MG,49,2,2
445,KOUG_K2_T10_3,7/16/2021,197,2021,4:51:00,-23,KW,52,2,0
446,KOUG_K2_T10_7,7/16/2021,197,2021,5:23:00,9,KW,50,2,0
447,KOUG_K2_T10_11,7/16/2021,197,2021,5:50:00,36,KW,53,2,0
448,KOUG_K2_T10_15,7/16/2021,197,2021,6:18:00,64,KW,47,2,0
449,KOUG_K2_T10_19,7/16/2021,197,2021,6:43:00,89,KW,47,3,0
